method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_seed0_pilot/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,40000,0,5,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,0.0,0.0,0.09230769402705706,1.0,22.06923028253592,0.0,1.0,0.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39114.22930908203,83858.5703125,10.943261379376054
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_seed0_pilot/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,40001,1,5,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,0.0,0.0,0.08846154018090321,1.0,22.151281562332922,0.0,1.0,0.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39101.01727952224,83199.734375,11.041272819042206
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_seed0_pilot/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,40002,2,5,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,1.0,0.003846153960778163,0.09871795016985674,1.0,21.852563623510875,0.0,1.0,0.0,260.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38879.64461576022,83024.5234375,14.202966688200831
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_seed0_pilot/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,40003,3,5,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,1.0,1.0,1.0,0.029629630512661403,0.4296296338240306,1.0,86.66666412353516,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,15055.717274305556,5861.353515625,37.57285314798355
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_seed0_pilot/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,40004,4,5,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,1.0,0.003846153960778163,0.09615384752933796,1.0,22.30640976727009,0.0,1.0,0.0,260.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39130.8262498122,83840.4921875,13.2228545229882
