update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
1,2.0961655378341675,-0.0018630246437776332,4.197023153305054,0.48301372677087784,0.0,0.0,0.2105170488357544,0.8,0.0,0.2,89.8,18477.915673828124,nan
2,1.2878370583057404,-0.0006760090133561825,2.5779512524604797,0.46257074922323227,0.0,0.0,0.07559563964605331,,,,,,
3,1.6721880435943604,-0.0014991619585389415,3.3484395146369934,0.5325520187616348,0.0,0.0,0.08760735392570496,,,,,,
4,1.3145540058612823,-0.0006852919711188843,2.6313624382019043,0.4419305920600891,0.0,0.0,0.07567141950130463,,,,,,
5,2.196322798728943,0.00019692063142429106,4.393137812614441,0.44300026446580887,0.0,0.0,0.2548389434814453,,,,,,
6,1.8284111618995667,-0.0013857046918319682,3.6604952812194824,0.45079053193330765,0.0,0.0,0.22544807195663452,,,,,,
7,1.6530118882656097,-0.00077959360108526,3.308659791946411,0.5383835732936859,0.0,0.0,0.1777293086051941,,,,,,
8,1.4347256124019623,-6.324285626146953e-05,2.870633840560913,0.5280839055776596,0.0,0.0,0.12073981761932373,,,,,,
9,1.2789582312107086,-0.0006565176760583435,2.5601497888565063,0.46016300469636917,0.0,0.0,0.08326399326324463,,,,,,
10,1.5990676879882812,-0.0004202018753858283,3.199809193611145,0.4166877865791321,0.0,0.0,0.1789066046476364,1.0,0.0,0.0,46.6,4674.27724609375,nan
11,1.2791043817996979,-0.00046307064864459235,2.5599478483200073,0.40645819157361984,0.0,0.0,0.15879859030246735,,,,,,
12,1.7906934320926666,-0.0001208030915531566,3.5826003551483154,0.48600422590970993,0.0,0.0,0.1800154447555542,,,,,,
13,0.9272084683179855,-0.000815864339529071,1.8573280274868011,0.6396757513284683,0.0,0.0,0.01961902715265751,,,,,,
14,0.9901961982250214,-0.000722118903164759,1.9832192063331604,0.6912768632173538,0.0,0.0,0.03739110752940178,,,,,,
15,1.2767334580421448,-0.0005358817700957808,2.555504083633423,0.48270202428102493,0.0,0.0,0.06476583331823349,,,,,,
16,0.9542557895183563,-0.0009604782583968047,1.9113792777061462,0.4733646735548973,0.0,0.0,0.0373908169567585,,,,,,
17,1.222583919763565,-1.1470168828964233e-05,2.446434259414673,0.6217749416828156,0.0,0.0,0.05251187086105347,,,,,,
18,0.5379501134157181,-0.00045157488784752786,1.0780273079872131,0.6119392663240433,0.0,0.0,-0.09316030889749527,,,,,,
19,1.053915411233902,-0.00019025359752811166,2.1094272136688232,0.6079738438129425,0.0,0.0,0.027892068028450012,,,,,,
20,1.1714948117733002,-0.00020857503932347754,2.3441376090049744,0.36543741822242737,0.0,0.0,0.07975045591592789,1.0,0.0,0.0,45.6,5031.59912109375,nan
