seed,window,metric,utr_equal_group_mean,drtp_equal_group_mean,paired_drtp_minus_utr,note
3605,500k,progress_per_step,-0.007208972992008822,-0.001502178052461684,0.005706794939547138,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,attack_window_per_step,0.017220546196083816,0.011392452302500569,-0.005828093893583247,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,connectivity_per_step,0.01436608819654256,0.020343771081621716,0.005977682885079156,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,message_age_penalty_per_step,-0.024808804126691526,-0.02252035522977904,0.002288448896912487,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,timeout,0.9961452762923351,0.9987834549878345,0.002638178695499427,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,collision,0.003854723707664884,0.0,-0.003854723707664884,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,500k,success,0.0,0.0012165450121654502,0.0012165450121654502,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,reward_per_step,0.26174420673465026,0.24771941487705004,-0.014024791857600222,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,progress_per_step,-0.0024972566242019447,-0.005209163604053863,-0.002711906979851918,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,attack_window_per_step,0.025724833274377187,0.027642538895589402,0.0019177056212122158,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,connectivity_per_step,0.018954987972778732,0.017716038310909617,-0.0012389496618691147,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,message_age_penalty_per_step,-0.022798233705609253,-0.022170282485150645,0.0006279512204586078,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,timeout,0.9616367230096535,0.9862872358534153,0.02465051284376174,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,collision,0.015753376266949268,0.011680243821381386,-0.004073132445567881,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,750k,success,0.022609900723397164,0.0020325203252032522,-0.02057738039819391,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,reward_per_step,0.5351641486156351,0.3458515536912307,-0.1893125949244044,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,progress_per_step,0.004185433494118655,-0.0014515989283258016,-0.005637032422444457,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,attack_window_per_step,0.0626905267364799,0.03919026396325828,-0.02350026277322162,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,connectivity_per_step,0.031210332614166825,0.021113101205118254,-0.010097231409048571,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,message_age_penalty_per_step,-0.017116028392967955,-0.021362908602434647,-0.004246880209466692,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,timeout,0.8378109871419318,0.9433604699301265,0.10554948278819465,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,collision,0.028074474237918107,0.007374338624338624,-0.020700135613579484,six failure groups weighted equally; training episodes are descriptive technical repetitions
3605,1m,success,0.13210650649163602,0.04018957752736379,-0.09191692896427223,six failure groups weighted equally; training episodes are descriptive technical repetitions
