seed,window,metric,utr_failure_minus_nominal,drtp_failure_minus_nominal,paired_drtp_minus_utr_contrast,independent_unit
3604,250k,mean_value_residual_rmse,0.12677812194673088,0.15625596349287263,0.029477841546141748,training_seed
3604,250k,mean_td_residual_abs_q90,-0.04150608816208873,0.05826450420335272,0.09977059236544145,training_seed
3604,250k,mean_normalized_advantage,-0.09986808025335098,-0.07053189668040347,0.02933618357294751,training_seed
3604,250k,mean_actor_gradient_norm,0.24480463024731142,0.2695420768320151,0.02473744658470367,training_seed
3604,250k,mean_critic_gradient_norm,2.594461412825975,2.2125964891646954,-0.38186492366127966,training_seed
3604,500k,mean_value_residual_rmse,-0.11621874137759824,0.07132783343298621,0.18754657481058445,training_seed
3604,500k,mean_td_residual_abs_q90,0.012403799746495081,0.1075086517166354,0.09510485197014032,training_seed
3604,500k,mean_normalized_advantage,-0.2466978450483116,-0.16748284353728274,0.07921500151102887,training_seed
3604,500k,mean_actor_gradient_norm,0.3148555227517009,0.28396237852350825,-0.03089314422819267,training_seed
3604,500k,mean_critic_gradient_norm,0.19576374601704227,3.0813171779159703,2.885553431898928,training_seed
3604,750k,mean_value_residual_rmse,-0.16241468739950926,-0.06243921556493093,0.09997547183457833,training_seed
3604,750k,mean_td_residual_abs_q90,-0.13760481297559862,0.07690527066322284,0.21451008363882146,training_seed
3604,750k,mean_normalized_advantage,-0.1605312344113415,-0.05050883156480188,0.11002240284653964,training_seed
3604,750k,mean_actor_gradient_norm,0.19164114621279138,0.15391361182018187,-0.03772753439260951,training_seed
3604,750k,mean_critic_gradient_norm,2.481434075219621,2.473144139183378,-0.008289936036242729,training_seed
3604,1m,mean_value_residual_rmse,-0.05772445138554394,-0.07037908057310904,-0.012654629187565103,training_seed
3604,1m,mean_td_residual_abs_q90,-0.03871448549162637,0.0026417217284464556,0.04135620722007283,training_seed
3604,1m,mean_normalized_advantage,-0.22232839617381814,-0.10000242329197441,0.12232597288184373,training_seed
3604,1m,mean_actor_gradient_norm,0.21262086172335554,0.15929651799616024,-0.0533243437271953,training_seed
3604,1m,mean_critic_gradient_norm,3.6367527171229472,2.9212336961430303,-0.7155190209799169,training_seed
3605,250k,mean_value_residual_rmse,0.04071101834908575,0.041021712545376565,0.0003106941962908172,training_seed
3605,250k,mean_td_residual_abs_q90,0.07796937407387852,0.06581615222542728,-0.012153221848451246,training_seed
3605,250k,mean_normalized_advantage,-0.058831619257439134,-0.13282682963356574,-0.07399521037612661,training_seed
3605,250k,mean_actor_gradient_norm,0.18839564581603802,0.18995662578644196,0.0015609799704039418,training_seed
3605,250k,mean_critic_gradient_norm,1.3525649402961522,1.7609967382395464,0.40843179794339424,training_seed
3605,500k,mean_value_residual_rmse,0.028566345850370545,0.08039454603327156,0.05182820018290102,training_seed
3605,500k,mean_td_residual_abs_q90,0.015413223925783204,0.03965789041330159,0.024244666487518385,training_seed
3605,500k,mean_normalized_advantage,0.12672462546083166,-0.06585999408346312,-0.1925846195442948,training_seed
3605,500k,mean_actor_gradient_norm,0.32821263227939984,0.3112047443627146,-0.017007887916685227,training_seed
3605,500k,mean_critic_gradient_norm,1.918425109745478,2.6563715744201093,0.7379464646746312,training_seed
3605,750k,mean_value_residual_rmse,-0.17501810655266437,-0.3309783906549252,-0.15596028410226082,training_seed
3605,750k,mean_td_residual_abs_q90,-0.02672871350957845,0.01035649123743626,0.03708520474701471,training_seed
3605,750k,mean_normalized_advantage,-0.005810772081742025,-0.22369021588284355,-0.21787944380110152,training_seed
3605,750k,mean_actor_gradient_norm,0.1077133124559031,0.11439040412089663,0.006677091664993529,training_seed
3605,750k,mean_critic_gradient_norm,1.2841747426852415,-0.3617257858107692,-1.6459005284960107,training_seed
3605,1m,mean_value_residual_rmse,-0.22164964562267553,0.002276587989897383,0.2239262336125729,training_seed
3605,1m,mean_td_residual_abs_q90,0.04758639994652325,0.23362126793686205,0.1860348679903388,training_seed
3605,1m,mean_normalized_advantage,-0.06325078636389066,-0.057840404868503864,0.005410381495386793,training_seed
3605,1m,mean_actor_gradient_norm,0.11571593167968353,0.3062047377381712,0.19048880605848767,training_seed
3605,1m,mean_critic_gradient_norm,0.9314345158166493,1.9051270235040905,0.9736925076874412,training_seed
