metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.9,0.95,0.05,-0.03333333333,0.1333333333,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.9,0.95,0.05,-0.03333333333,0.1333333333,3000,20260717
timeout,Timeout,rate,false,3,60,0.1,0.05,-0.05,-0.1333333333,0.03333333333,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,26.88333333,16.7,-10.18333333,-27.85,7.433333333,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.914799383,0.9573611113,0.0425617283,-0.02771797824,0.113466242,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.4306077726,0.4279549778,-0.002652794759,-0.01312094165,0.005710693806,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.1458074796,0.1445366208,-0.001270858771,-0.0106484638,0.008365815897,3000,20260717
steps,Episode length,steps,false,3,60,66.88333333,56.7,-10.18333333,-27.85,7.433333333,3000,20260717
