arm,first_update_exclusive,last_update_inclusive,max,mean,metric,min,n_updates,seed,seed_class,source_contract,std,window
utr_sg,1954,3907,0.997009664773941,0.928206625751697,explained_variance,0.0013200491666793823,1953,1901,strong,strict,0.0747555267138035,0.5_1M
utr_sg,1954,3907,0.2735297381877899,0.09525336656388977,train_avg_reward,-0.07366187870502472,1953,1901,strong,strict,0.04375686480061941,0.5_1M
utr_sg,3907,7813,2.891554594039917,0.3236124159223283,loss,-0.015217058127745986,3906,1901,strong,strict,0.2505851007386749,1_2M
utr_sg,3907,7813,0.006985427152054413,-0.0019371534029247533,policy_loss,-0.010667742695659399,3906,1901,strong,strict,0.0017694995452328182,1_2M
utr_sg,3907,7813,5.833811283111572,0.6972304735142218,value_loss,0.02880482468754053,3906,1901,strong,strict,0.5009688640563859,1_2M
utr_sg,3907,7813,2.8478031158447266,2.306566818953476,entropy,1.5082996487617493,3906,1901,strong,strict,0.21025406327515886,1_2M
utr_sg,3907,7813,0.009095616696868092,0.0009879830024350927,approx_kl,2.3404214516631328e-05,3906,1901,strong,strict,0.0009123288167848068,1_2M
utr_sg,3907,7813,0.13151042419485748,0.005962215097551878,clip_fraction,0.0,3906,1901,strong,strict,0.012298648915039836,1_2M
utr_sg,3907,7813,23.05823802947998,3.5705383330778133,grad_norm,0.24927719682455063,3906,1901,strong,strict,2.554215790798782,1_2M
utr_sg,3907,7813,0.998088151216507,0.94053997787615,explained_variance,0.32384978234767914,3906,1901,strong,strict,0.061420818147196715,1_2M
utr_sg,3907,7813,0.33590948581695557,0.14701636633690288,train_avg_reward,-0.01850683055818081,3906,1901,strong,strict,0.05342459843191726,1_2M
utr_sg,7813,11719,3.59809809923172,0.35168112742997604,loss,0.007899160496890545,3906,1901,strong,strict,0.31677471616676967,2_3M
utr_sg,7813,11719,0.0036919805764537017,-0.002166792214949291,policy_loss,-0.010637598616691779,3906,1901,strong,strict,0.0019280135147924351,2_3M
utr_sg,7813,11719,7.238782525062561,0.7513499274366825,value_loss,0.061816027387976646,3906,1901,strong,strict,0.6330047125978563,2_3M
utr_sg,7813,11719,2.7340381145477295,2.182704460259224,entropy,1.2691786289215088,3906,1901,strong,strict,0.20660757678643699,2_3M
utr_sg,7813,11719,0.00865291160880588,0.0012751530906117599,approx_kl,3.806525038877774e-05,3906,1901,strong,strict,0.0010450916665270316,2_3M
utr_sg,7813,11719,0.1123046875,0.009582613556933958,clip_fraction,0.0,3906,1901,strong,strict,0.01486052310688402,2_3M
utr_sg,7813,11719,38.470404624938965,4.649687359247813,grad_norm,0.4425717517733574,3906,1901,strong,strict,3.828422166157201,2_3M
utr_sg,7813,11719,0.998519167304039,0.9517104498244712,explained_variance,0.2298964262008667,3906,1901,strong,strict,0.05159412238096183,2_3M
utr_sg,7813,11719,0.36506739258766174,0.19041728804434455,train_avg_reward,0.011207975447177887,3906,1901,strong,strict,0.06065172957487116,2_3M
utr_sg,11719,39063,7.662054777145386,0.2971318178671719,loss,-0.010670814663171768,27344,1901,strong,strict,0.4311575247477756,3_10M
utr_sg,11719,39063,0.009838862674466042,-0.0024731564703561466,policy_loss,-0.013260783550018918,27344,1901,strong,strict,0.002040957246825966,3_10M
utr_sg,11719,39063,15.351393461227417,0.6332083230662705,value_loss,0.018193730153143406,27344,1901,strong,strict,0.8619236503166671,3_10M
utr_sg,11719,39063,2.556521952152252,1.6999187774993283,entropy,0.8935918211936951,27344,1901,strong,strict,0.24086566346731142,3_10M
utr_sg,11719,39063,0.021602197433821857,0.001523635811734392,approx_kl,1.113143935072003e-05,27344,1901,strong,strict,0.0013131556293534002,3_10M
utr_sg,11719,39063,0.1998697966337204,0.01392670640037841,clip_fraction,0.0,27344,1901,strong,strict,0.017976183208199974,3_10M
utr_sg,11719,39063,58.48252582550049,4.853274707423034,grad_norm,0.38911737501621246,27344,1901,strong,strict,4.5277404831169825,3_10M
utr_sg,11719,39063,0.9992665946483612,0.9648162940998806,explained_variance,-0.08249989151954651,27344,1901,strong,strict,0.05309743998500315,3_10M
utr_sg,11719,39063,0.3965270221233368,0.21802571858449704,train_avg_reward,-0.021791746839880943,27344,1901,strong,strict,0.07039767892393213,3_10M
drtp_sg,0,977,1.7333930134773254,0.14490562269608076,loss,-0.033166245091706514,977,1901,strong,strict,0.20302772937723715,0_0.25M
drtp_sg,0,977,0.0023609683266840875,-0.0021624145650678364,policy_loss,-0.008494931700019137,977,1901,strong,strict,0.0016296538490669556,0_0.25M
drtp_sg,0,977,3.533989191055298,0.346142539100344,value_loss,0.006949982489459217,977,1901,strong,strict,0.40520764510784274,0_0.25M
drtp_sg,0,977,3.2907111644744873,2.6003233003701745,entropy,1.473896473646164,977,1901,strong,strict,0.3362561829568976,0_0.25M
drtp_sg,0,977,0.009904909296892583,0.0010238191047504336,approx_kl,4.967327549820766e-05,977,1901,strong,strict,0.0010840721286036175,0_0.25M
drtp_sg,0,977,0.1582031324505806,0.006630363124497797,clip_fraction,0.0,977,1901,strong,strict,0.015559759257268223,0_0.25M
drtp_sg,0,977,9.190607070922852,1.2816285876254099,grad_norm,0.15432093665003777,977,1901,strong,strict,1.1725695134900922,0_0.25M
drtp_sg,0,977,0.9908877611160278,0.7672925385262364,explained_variance,-0.14875343441963196,977,1901,strong,strict,0.2065250775603723,0_0.25M
drtp_sg,0,977,0.13817401230335236,0.001957475710181808,train_avg_reward,-0.12094848603010178,977,1901,strong,strict,0.051128306361522505,0_0.25M
drtp_sg,977,1954,1.6501780450344086,0.25282508853089897,loss,-0.013019499834626913,977,1901,strong,strict,0.2393103136769813,0.25_0.5M
drtp_sg,977,1954,0.001825225306674838,-0.0016316636841488862,policy_loss,-0.007962589501403272,977,1901,strong,strict,0.0014537745463593882,0.25_0.5M
drtp_sg,977,1954,3.3590795397758484,0.5608782810135197,value_loss,0.04068488534539938,977,1901,strong,strict,0.47705763845439164,0.25_0.5M
drtp_sg,977,1954,3.1296021938323975,2.5982389164556623,entropy,1.8072449862957,977,1901,strong,strict,0.251205708345598,0.25_0.5M
drtp_sg,977,1954,0.00811198219889775,0.0007032218214888067,approx_kl,1.9723201035048987e-05,977,1901,strong,strict,0.0008070472981396424,0.25_0.5M
drtp_sg,977,1954,0.1383463591337204,0.0035530749850567075,clip_fraction,0.0,977,1901,strong,strict,0.011296571860658397,0.25_0.5M
drtp_sg,977,1954,11.401672124862671,1.956417615728466,grad_norm,0.2823970280587673,977,1901,strong,strict,1.5012032891926843,0.25_0.5M
drtp_sg,977,1954,0.9938719570636749,0.8469321099219571,explained_variance,-0.10088983178138733,977,1901,strong,strict,0.12254597885571583,0.25_0.5M
drtp_sg,977,1954,0.23185259103775024,0.07203459113711413,train_avg_reward,-0.0616920106112957,977,1901,strong,strict,0.047378536357984315,0.25_0.5M
drtp_sg,1954,3907,3.0681466460227966,0.5109450464977139,loss,-0.0174539212603122,1953,1901,strong,strict,0.3283340992515476,0.5_1M
drtp_sg,1954,3907,0.0027167940861545503,-0.0018644322888463068,policy_loss,-0.010138192990173878,1953,1901,strong,strict,0.001594362592340313,0.5_1M
drtp_sg,1954,3907,6.186788201332092,1.0769784643090174,value_loss,0.03487728163599968,1953,1901,strong,strict,0.6552104044972045,0.5_1M
drtp_sg,1954,3907,2.9257017970085144,2.5679754576985796,entropy,2.0147616863250732,1953,1901,strong,strict,0.15657069354458125,0.5_1M
drtp_sg,1954,3907,0.005871666566235945,0.0006653156872299491,approx_kl,1.5975189739947382e-05,1953,1901,strong,strict,0.0006364517668078553,0.5_1M
drtp_sg,1954,3907,0.08756510727107525,0.0027468425461635447,clip_fraction,0.0,1953,1901,strong,strict,0.007310607553903428,0.5_1M
drtp_sg,1954,3907,14.051283597946167,2.9272259995036105,grad_norm,0.36975621432065964,1953,1901,strong,strict,1.8414718005672686,0.5_1M
drtp_sg,1954,3907,0.9949164539575577,0.8848779910171087,explained_variance,0.023058056831359863,1953,1901,strong,strict,0.09804755569736488,0.5_1M
drtp_sg,1954,3907,0.3091250956058502,0.13143189286657442,train_avg_reward,-0.03108104132115841,1953,1901,strong,strict,0.05562422302585028,0.5_1M
drtp_sg,3907,7813,5.787657976150513,0.6108241268582413,loss,0.04258071444928646,3906,1901,strong,strict,0.45927910450782217,1_2M
drtp_sg,3907,7813,0.00588590533395017,-0.0021409191167077795,policy_loss,-0.010654629208147526,3906,1901,strong,strict,0.0017447233759629107,1_2M
drtp_sg,3907,7813,11.620760917663574,1.2710238715211246,value_loss,0.14469877257943153,3906,1901,strong,strict,0.9177821170850761,1_2M
drtp_sg,3907,7813,2.830938994884491,2.254689080069386,entropy,1.233691245317459,3906,1901,strong,strict,0.2414977096435798,1_2M
drtp_sg,3907,7813,0.008375296223675832,0.0009224237723658252,approx_kl,3.864854807034135e-05,3906,1901,strong,strict,0.0007778284868480708,1_2M
drtp_sg,3907,7813,0.08756510418606922,0.005387011584342687,clip_fraction,0.0,3906,1901,strong,strict,0.00983167717841563,1_2M
drtp_sg,3907,7813,32.36594104766846,4.965671798306829,grad_norm,0.7166975289583206,3906,1901,strong,strict,3.5495475028458223,1_2M
drtp_sg,3907,7813,0.9951536655426025,0.919627204129193,explained_variance,0.02274070680141449,3906,1901,strong,strict,0.08587942855012065,1_2M
drtp_sg,3907,7813,0.3500595986843109,0.22323401670481416,train_avg_reward,0.040635645389556885,3906,1901,strong,strict,0.04824389933806232,1_2M
drtp_sg,7813,11719,6.431273698806763,0.5355247168643643,loss,-0.00031233811751008034,3906,1901,strong,strict,0.512151420469851,2_3M
drtp_sg,7813,11719,0.007895318015168407,-0.002230946240784941,policy_loss,-0.010634601969893076,3906,1901,strong,strict,0.0019528070726991277,2_3M
drtp_sg,7813,11719,12.899088859558105,1.111300736095392,value_loss,0.044182063080370426,3906,1901,strong,strict,1.0235537292741208,2_3M
drtp_sg,7813,11719,2.4642502665519714,1.7894705863210767,entropy,1.0127947926521301,3906,1901,strong,strict,0.20105481017609467,2_3M
drtp_sg,7813,11719,0.010371769060535977,0.0011714293278531516,approx_kl,1.2738416823291146e-05,3906,1901,strong,strict,0.0010992278139782847,2_3M
drtp_sg,7813,11719,0.13346354570239782,0.009368599847353306,clip_fraction,0.0,3906,1901,strong,strict,0.015180344600698658,2_3M
drtp_sg,7813,11719,77.01729202270508,6.906752507118876,grad_norm,0.7252307087182999,3906,1901,strong,strict,6.300485892472164,2_3M
drtp_sg,7813,11719,0.9985973834991455,0.9369077859203204,explained_variance,-0.07123371958732605,3906,1901,strong,strict,0.07436965504599413,2_3M
drtp_sg,7813,11719,0.3579467236995697,0.2403833259362489,train_avg_reward,0.03166482225060463,3906,1901,strong,strict,0.04816473227755353,2_3M
drtp_sg,11719,39063,9.111055374145508,0.3733054980981653,loss,-0.01274027326144278,27344,1901,strong,strict,0.5652866264306098,3_10M
drtp_sg,11719,39063,0.010474995283099808,-0.0026014037031185013,policy_loss,-0.01619991209978844,27344,1901,strong,strict,0.0021665184811057087,3_10M
drtp_sg,11719,39063,18.252907276153564,0.7833449518602964,value_loss,0.0265001910738647,27344,1901,strong,strict,1.1294662211273685,3_10M
drtp_sg,11719,39063,2.3412657976150513,1.5765574714103512,entropy,0.82294100522995,27344,1901,strong,strict,0.17806850935998744,3_10M
drtp_sg,11719,39063,0.019163162738550454,0.001322363108791325,approx_kl,9.165242640088792e-06,27344,1901,strong,strict,0.0012052678144353949,3_10M
drtp_sg,11719,39063,0.1526692770421505,0.01171265515180182,clip_fraction,0.0,27344,1901,strong,strict,0.0152642948966871,3_10M
drtp_sg,11719,39063,111.06013870239258,6.952827733738381,grad_norm,0.4495348334312439,27344,1901,strong,strict,7.037066307484924,3_10M
drtp_sg,11719,39063,0.9991984367370605,0.9631246209663387,explained_variance,-0.38418614864349365,27344,1901,strong,strict,0.059379951223919286,3_10M
drtp_sg,11719,39063,0.38629961013793945,0.27450682480346505,train_avg_reward,0.012088518589735031,27344,1901,strong,strict,0.04953782397534839,3_10M
utr_sg,0,977,1.2777099013328552,0.16899049449535689,loss,-0.03097355179488659,977,1902,weak,strict,0.1558189444396631,0_0.25M
utr_sg,0,977,0.003232374923148651,-0.001988637696570466,policy_loss,-0.00805435659519027,977,1902,weak,strict,0.0015511657197955285,0_0.25M
utr_sg,0,977,2.618123769760132,0.39577351477613887,value_loss,0.012839786475524306,977,1902,weak,strict,0.31074364919072645,0_0.25M
utr_sg,0,977,3.2922253012657166,2.6907626013123758,entropy,1.5293435752391815,977,1902,weak,strict,0.308922792700726,0_0.25M
utr_sg,0,977,0.0068548636918421835,0.0009849874194808538,approx_kl,2.9375079975579865e-05,977,1902,weak,strict,0.0009388558382205719,0_0.25M
utr_sg,0,977,0.10253906762227416,0.0058393841362706055,clip_fraction,0.0,977,1902,weak,strict,0.012935988187572136,0_0.25M
utr_sg,0,977,6.343888282775879,1.3194432922142312,grad_norm,0.2126995548605919,977,1902,weak,strict,0.9137131817597565,0_0.25M
utr_sg,0,977,0.9904981255531311,0.7520815985565176,explained_variance,-0.9314263463020325,977,1902,weak,strict,0.20104031910457326,0_0.25M
utr_sg,0,977,0.13747429847717285,0.013851376780506217,train_avg_reward,-0.113224096596241,977,1902,weak,strict,0.04718638023068288,0_0.25M
utr_sg,977,1954,1.669744461774826,0.18028681683868833,loss,-0.009917281335219741,977,1902,weak,strict,0.2187056603591668,0.25_0.5M
utr_sg,977,1954,0.004191773963005629,-0.0016796526841947074,policy_loss,-0.006283003720454872,977,1902,weak,strict,0.0014689665396447743,0.25_0.5M
utr_sg,977,1954,3.3929831981658936,0.4128588303306856,value_loss,0.029411289375275373,977,1902,weak,strict,0.43661411805699696,0.25_0.5M
utr_sg,977,1954,3.011620819568634,2.4462946236377605,entropy,1.5758402645587921,977,1902,weak,strict,0.2668648950901515,0.25_0.5M
utr_sg,977,1954,0.00949582870816812,0.0008971555009928108,approx_kl,2.080533920434391e-05,977,1902,weak,strict,0.0009464045420379087,0.25_0.5M
utr_sg,977,1954,0.12662760680541396,0.005023083127374945,clip_fraction,0.0,977,1902,weak,strict,0.012485590776571558,0.25_0.5M
utr_sg,977,1954,12.070149421691895,1.6720878297773818,grad_norm,0.2585967853665352,977,1902,weak,strict,1.3578604434882413,0.25_0.5M
utr_sg,977,1954,0.9944023489952087,0.9279047554871687,explained_variance,0.5924120247364044,977,1902,weak,strict,0.05775323406296781,0.25_0.5M
utr_sg,977,1954,0.22516649961471558,0.0846187453942198,train_avg_reward,-0.02451983280479908,977,1902,weak,strict,0.033593092458520254,0.25_0.5M
utr_sg,1954,3907,2.619180917739868,0.4179432802380354,loss,-0.012646319810301065,1953,1902,weak,strict,0.3306101272185442,0.5_1M
utr_sg,1954,3907,0.003304887640600551,-0.001613548870602146,policy_loss,-0.009367338071266884,1953,1902,weak,strict,0.0015626978318255312,0.5_1M
utr_sg,1954,3907,5.2859355211257935,0.8896262790679672,value_loss,0.03244937863200903,1953,1902,weak,strict,0.6617063305772222,0.5_1M
utr_sg,1954,3907,2.989149808883667,2.52563113616603,entropy,1.711053192615509,1953,1902,weak,strict,0.24491632798209878,0.5_1M
utr_sg,1954,3907,0.00848595256684348,0.0008095725631167896,approx_kl,1.5521500472459593e-05,1953,1902,weak,strict,0.0008874562920086225,0.5_1M
utr_sg,1954,3907,0.136718754976755,0.0044116158126389655,clip_fraction,0.0,1953,1902,weak,strict,0.011604068218147011,0.5_1M
utr_sg,1954,3907,19.345149040222168,3.427394914321117,grad_norm,0.3885684981942177,1953,1902,weak,strict,2.4994276998386926,0.5_1M
utr_sg,1954,3907,0.99599888920784,0.9008944286744044,explained_variance,0.28240451216697693,1953,1902,weak,strict,0.08298505762747106,0.5_1M
utr_sg,1954,3907,0.31781449913978577,0.12420070030420939,train_avg_reward,-0.02677525021135807,1953,1902,weak,strict,0.05131213145878804,0.5_1M
utr_sg,3907,7813,1.9765248596668243,0.3740482787822559,loss,-0.015222972026094794,3906,1902,weak,strict,0.2614299761468913,1_2M
utr_sg,3907,7813,0.004067886155098677,-0.0019298497936826703,policy_loss,-0.010625649398813941,3906,1902,weak,strict,0.001707869012503765,1_2M
utr_sg,3907,7813,4.001653492450714,0.8002903232812554,value_loss,0.03454686002805829,3906,1902,weak,strict,0.5223806832536222,1_2M
utr_sg,3907,7813,3.005532681941986,2.4167033760625767,entropy,1.7743686735630035,3906,1902,weak,strict,0.21588695084625364,1_2M
utr_sg,3907,7813,0.01952374584895248,0.0011429026929686403,approx_kl,1.629981431960914e-05,3906,1902,weak,strict,0.0011685062880816741,1_2M
utr_sg,3907,7813,0.241861991584301,0.00831261557779537,clip_fraction,0.0,3906,1902,weak,strict,0.016488970855024813,1_2M
utr_sg,3907,7813,27.78386163711548,3.996623131193324,grad_norm,0.35145581513643265,3906,1902,weak,strict,2.821535795534541,1_2M
utr_sg,3907,7813,0.9976465553045273,0.9359767566841807,explained_variance,0.5147613286972046,3906,1902,weak,strict,0.05835283691290114,1_2M
utr_sg,3907,7813,0.33230695128440857,0.1522002892289263,train_avg_reward,-0.041066329926252365,3906,1902,weak,strict,0.05739389230298754,1_2M
utr_sg,7813,11719,4.603402733802795,0.3719155095321881,loss,-0.004103758372366428,3906,1902,weak,strict,0.41168122020165776,2_3M
utr_sg,7813,11719,0.006071440642699599,-0.002155375271223622,policy_loss,-0.01071523510230099,3906,1902,weak,strict,0.0019736724300999132,2_3M
utr_sg,7813,11719,9.256170272827148,0.7910986273176109,value_loss,0.04521182831376791,3906,1902,weak,strict,0.822567733944633,2_3M
utr_sg,7813,11719,2.709710419178009,2.1478429345964347,entropy,1.3188302218914032,3906,1902,weak,strict,0.19965086700100765,2_3M
utr_sg,7813,11719,0.015426343539729714,0.0014242554782615592,approx_kl,3.968280194991715e-05,3906,1902,weak,strict,0.0013116064379207564,2_3M
utr_sg,7813,11719,0.19335937779396772,0.011859342666341423,clip_fraction,0.0,3906,1902,weak,strict,0.01901879419193937,2_3M
utr_sg,7813,11719,58.212584495544434,5.819525745799846,grad_norm,0.45483940839767456,3906,1902,weak,strict,5.25485982360776,2_3M
utr_sg,7813,11719,0.9980287253856659,0.9575261481361882,explained_variance,0.19072440266609192,3906,1902,weak,strict,0.05007965545705691,2_3M
utr_sg,7813,11719,0.3876442015171051,0.20620623035847577,train_avg_reward,0.0229287501424551,3906,1902,weak,strict,0.06515793827472752,2_3M
utr_sg,11719,39063,7.861689805984497,0.3018759204703572,loss,-0.014840075047686696,27344,1902,weak,strict,0.5367900696738221,3_10M
utr_sg,11719,39063,0.017322107877891568,-0.002395601617785001,policy_loss,-0.01254322162518895,27344,1902,weak,strict,0.0020680479021219908,3_10M
utr_sg,11719,39063,15.75491213798523,0.6428844234395159,value_loss,0.015395409660413861,27344,1902,weak,strict,1.07279424006947,3_10M
utr_sg,11719,39063,2.551748812198639,1.717069024876776,entropy,0.9750717133283615,27344,1902,weak,strict,0.18694537830836197,3_10M
utr_sg,11719,39063,0.03321953909471631,0.0016323553222486438,approx_kl,2.1547913471864355e-05,27344,1902,weak,strict,0.0015061319687791354,3_10M
utr_sg,11719,39063,0.195963554084301,0.015498882550989558,clip_fraction,0.0,27344,1902,weak,strict,0.02016846347946316,3_10M
utr_sg,11719,39063,62.865922927856445,5.479929859083497,grad_norm,0.35893072187900543,27344,1902,weak,strict,5.420197759720679,3_10M
utr_sg,11719,39063,0.9992716014385223,0.9683292948871397,explained_variance,-0.29275378584861755,27344,1902,weak,strict,0.058358805630631165,3_10M
utr_sg,11719,39063,0.3953666687011719,0.2287853430401041,train_avg_reward,-0.0030948880594223738,27344,1902,weak,strict,0.06511106757675515,3_10M
drtp_sg,0,977,1.4577662944793701,0.1801012709325498,loss,-0.0273367534391582,977,1902,weak,strict,0.20366904636928612,0_0.25M
drtp_sg,0,977,0.0025785962934605777,-0.0018718171108791318,policy_loss,-0.01065909513272345,977,1902,weak,strict,0.0015956785610574265,0_0.25M
drtp_sg,0,977,2.969976246356964,0.41719306058807065,value_loss,0.012529812986031175,977,1902,weak,strict,0.4070973699333202,0_0.25M
drtp_sg,0,977,3.2922253012657166,2.662344287215382,entropy,1.5066153705120087,977,1902,weak,strict,0.34308568270891315,0_0.25M
drtp_sg,0,977,0.010665106703527272,0.0008897767391846664,approx_kl,2.196508830820676e-05,977,1902,weak,strict,0.0010023705792867536,0_0.25M
drtp_sg,0,977,0.16699219262227416,0.0046762385155491824,clip_fraction,0.0,977,1902,weak,strict,0.014247169384971182,0_0.25M
drtp_sg,0,977,8.95142674446106,1.603699937394173,grad_norm,0.2126995548605919,977,1902,weak,strict,1.3204628919352188,0_0.25M
drtp_sg,0,977,0.9944007247686386,0.7935084112011422,explained_variance,-0.5078543424606323,977,1902,weak,strict,0.18396114295812718,0_0.25M
drtp_sg,0,977,0.18502700328826904,0.030320979183399356,train_avg_reward,-0.113224096596241,977,1902,weak,strict,0.05752631655424021,0_0.25M
drtp_sg,977,1954,1.6896474957466125,0.2082408045632088,loss,-0.02596131945028901,977,1902,weak,strict,0.2619948753246972,0.25_0.5M
drtp_sg,977,1954,0.002671231709731159,-0.0016435025201561805,policy_loss,-0.009295070078223944,977,1902,weak,strict,0.0014940035795665218,0.25_0.5M
drtp_sg,977,1954,3.439847946166992,0.4694728471196715,value_loss,0.011496482649818063,977,1902,weak,strict,0.5247439328100799,0.25_0.5M
drtp_sg,977,1954,3.1497952938079834,2.485211694435795,entropy,1.4585477709770203,977,1902,weak,strict,0.3746307210608303,0.25_0.5M
drtp_sg,977,1954,0.018855112604796886,0.0008255122579297016,approx_kl,1.4351933941725292e-05,977,1902,weak,strict,0.001189930136842745,0.25_0.5M
drtp_sg,977,1954,0.2672526091337204,0.004833501386334652,clip_fraction,0.0,977,1902,weak,strict,0.01673139095947364,0.25_0.5M
drtp_sg,977,1954,14.502716541290283,1.8117674422148184,grad_norm,0.205759197473526,977,1902,weak,strict,1.6069278058851049,0.25_0.5M
drtp_sg,977,1954,0.9975398927927017,0.8560325743262575,explained_variance,-0.15478822588920593,977,1902,weak,strict,0.13224112489584844,0.25_0.5M
drtp_sg,977,1954,0.23389558494091034,0.07209611895609506,train_avg_reward,-0.06282364577054977,977,1902,weak,strict,0.054446433270082834,0.25_0.5M
drtp_sg,1954,3907,2.5826439261436462,0.3488042996433328,loss,-0.012859571259468794,1953,1902,weak,strict,0.28188610088593635,0.5_1M
drtp_sg,1954,3907,0.003958474922304056,-0.0017697454122920096,policy_loss,-0.010066181576500355,1953,1902,weak,strict,0.0016029702774469823,0.5_1M
drtp_sg,1954,3907,5.21486234664917,0.7519137492719075,value_loss,0.038511467166244984,1953,1902,weak,strict,0.5632870210006514,0.5_1M
drtp_sg,1954,3907,3.134021759033203,2.538283022974188,entropy,1.7546784281730652,1953,1902,weak,strict,0.19749679640230094,0.5_1M
drtp_sg,1954,3907,0.007978918554726988,0.0007200246516557985,approx_kl,1.6397700164816342e-05,1953,1902,weak,strict,0.0007782567141356702,0.5_1M
drtp_sg,1954,3907,0.1197916679084301,0.0032887105586572804,clip_fraction,0.0,1953,1902,weak,strict,0.010102573928855687,0.5_1M
drtp_sg,1954,3907,14.328727006912231,2.916201662346606,grad_norm,0.284318208694458,1953,1902,weak,strict,2.14071577645823,0.5_1M
drtp_sg,1954,3907,0.9958639144897461,0.9015798156254119,explained_variance,0.46827080845832825,1953,1902,weak,strict,0.07686324665172681,0.5_1M
drtp_sg,1954,3907,0.27782607078552246,0.11047145283265498,train_avg_reward,-0.04266074672341347,1953,1902,weak,strict,0.04973069961975732,0.5_1M
drtp_sg,3907,7813,3.459710121154785,0.36743042836447626,loss,-0.008442704332992435,3906,1902,weak,strict,0.27363066110371687,1_2M
drtp_sg,3907,7813,0.005979482414355974,-0.0020135198172915878,policy_loss,-0.010618958544606927,3906,1902,weak,strict,0.0017561966839776493,1_2M
drtp_sg,3907,7813,6.962992429733276,0.7855271456421711,value_loss,0.03993912506848574,3906,1902,weak,strict,0.5479185702094794,1_2M
drtp_sg,3907,7813,2.952716290950775,2.3319624997732644,entropy,1.0846458971500397,3906,1902,weak,strict,0.24595921367492968,1_2M
