method,seed,phase,tau,records,direct_path_rate,relay_path_rate,any_information_path_rate,valid_target_information_rate,task_support_rate,attack_window_rate,cache_mean_age,path_switch_rate,timeout_rate,collision_rate
drtp_sg,2703,0.75-1.00M,20,967,0.5822130299896587,0.38366080661840746,0.9658738366080661,0.9658738366080661,0.2678386763185109,0.28955532574974147,14.47569803516029,0.08686659772492245,0.0,0.0
drtp_sg,2703,0.75-1.00M,60,964,0.4782157676348548,0.43257261410788383,0.9107883817427386,0.9107883817427386,0.42531120331950206,0.43568464730290457,27.001383125864454,0.14315352697095435,0.0,0.0
utr_sg,2701,0-0.25M,0,962,0.016632016632016633,0.5051975051975052,0.5218295218295218,0.5218295218295218,0.015592515592515593,0.031185031185031187,16.776853776853777,0.4802494802494803,0.0,0.0
utr_sg,2701,0-0.25M,20,961,0.004162330905306972,0.5150884495317378,0.5192507804370448,0.5192507804370448,0.001040582726326743,0.004162330905306972,35.45993756503642,0.001040582726326743,0.0,0.0
utr_sg,2701,0-0.25M,60,961,0.008324661810613945,0.42039542143600417,0.4287200832466181,0.4287200832466181,0.009365244536940686,0.012486992715920915,59.45716267776622,0.046826222684703434,0.0,0.0
utr_sg,2701,0.25-0.50M,0,965,0.0,0.49948186528497407,0.49948186528497407,0.49948186528497407,0.0,0.0,11.469775474956823,0.5005181347150259,0.0,0.0
utr_sg,2701,0.25-0.50M,20,963,0.0,0.5015576323987538,0.5015576323987538,0.5015576323987538,0.0,0.0,28.45171339563863,0.0,0.0,0.0
utr_sg,2701,0.25-0.50M,60,962,0.013513513513513514,0.7234927234927235,0.737006237006237,0.737006237006237,0.014553014553014554,0.015592515592515593,25.285862785862786,0.06340956340956341,0.0,0.0
utr_sg,2701,0.50-0.75M,0,964,0.0,0.5155601659751037,0.5155601659751037,0.5155601659751037,0.0,0.0,9.924273858921161,0.48443983402489627,0.0,0.0
utr_sg,2701,0.50-0.75M,20,964,0.0,0.5155601659751037,0.5155601659751037,0.5155601659751037,0.0,0.0,25.189834024896264,0.0,0.0,0.0
utr_sg,2701,0.50-0.75M,60,964,0.04253112033195021,0.7603734439834025,0.8029045643153527,0.8029045643153527,0.054979253112033194,0.054979253112033194,17.910788381742737,0.05394190871369295,0.0,0.0
utr_sg,2701,0.75-1.00M,0,964,0.0,0.487551867219917,0.487551867219917,0.487551867219917,0.0,0.0,11.360995850622407,0.5124481327800829,0.0,0.0
utr_sg,2701,0.75-1.00M,20,964,0.0,0.5954356846473029,0.5954356846473029,0.5954356846473029,0.0,0.0,29.125864453665283,0.011410788381742738,0.0,0.0
utr_sg,2701,0.75-1.00M,60,963,0.059190031152647975,0.8764278296988577,0.9356178608515057,0.9356178608515057,0.07892004153686397,0.08099688473520249,14.028383523710627,0.05399792315680166,0.0,0.0
utr_sg,2702,0-0.25M,0,964,0.05186721991701245,0.6141078838174274,0.6659751037344398,0.6659751037344398,0.052904564315352696,0.10580912863070539,16.69744121715076,0.34854771784232363,0.0,0.0
