metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,no_graph,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.3833333333,0.9833333333,0.6,0.06666666667,1,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.3833333333,0.9833333333,0.6,0.06666666667,1,3000,20260717
timeout,Timeout,rate,false,3,60,0.6166666667,0.01666666667,-0.6,-1,-0.06666666667,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,137.6666667,9.566666667,-128.1,-213.3670833,-14.09958333,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.274652786,0.9857021606,0.7110493746,0.3874913021,0.9897222219,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.1996395541,0.1965352948,-0.003104259306,-0.1938312725,0.1489437611,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.06373015873,0.1503914141,0.08666125541,0.006485449735,0.1417296176,3000,20260717
steps,Episode length,steps,false,3,60,177.6666667,49.56666667,-128.1,-213.3670833,-14.09958333,3000,20260717
