update,loss,policy_loss,value_loss,entropy,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance
1,0.543549757450819,-0.004301176300941734,1.1394487200304866,2.18734260648489,0.01355838030576706,0.23333333333333334,0.0,0.7666666666666667,180.96666666666667,11.305235692527559
2,0.5089669097214937,-0.0057278434542240575,1.0728506464511156,2.173056811094284,0.010542693547904491,,,,,
3,0.38881279341876507,-0.004702854632341769,0.8302474562078714,2.1608081981539726,0.005895921494811773,,,,,
4,0.7625028360635042,-0.004893532875939854,1.5780235566198826,2.1615409031510353,0.03098795749247074,,,,,
5,0.48988432064652443,-0.003110608013230376,1.028938515111804,2.147433042526245,0.001020515919663012,,,,,
6,0.4768696315586567,-0.0038944777541018993,1.004466325044632,2.1469052210450172,0.014448646456003189,,,,,
7,0.5330420704558492,-0.004325562161739072,1.117685455828905,2.147510126233101,0.031172014772892,,,,,
8,0.44727275520563126,-0.004363277648735675,0.9462184105068445,2.147317461669445,-0.006000130902975798,,,,,
9,0.46862041763961315,-0.0042551318815640116,0.9886453934013844,2.1447147727012634,0.005889814347028732,,,,,
10,0.43776958622038364,-0.005379424101192853,0.9289765488356352,2.1339261308312416,0.0271778404712677,,,,,
11,0.530951458029449,-0.0033746798089850927,1.1113918274641037,2.136977307498455,0.01299798022955656,,,,,
12,0.8535306435078382,-0.0058658413181547076,1.7611791864037514,2.1193114519119263,0.018016675487160683,,,,,
13,0.8076463993638754,-0.004512352999881841,1.6662898156791925,2.098614424467087,0.017199376598000526,,,,,
14,0.8677722383290529,-0.004571508776280098,1.7863544560968876,2.0833475217223167,0.03392447903752327,,,,,
15,0.5584811987355351,-0.005020676693675341,1.1687968522310257,2.0896550863981247,0.0005971764330752194,0.23333333333333334,0.1,0.6666666666666666,158.8,11.730017778608534
16,0.6374155348166823,-0.003961943268222967,1.323918515816331,2.0581783950328827,0.006304608192294836,,,,,
17,0.9779789093881845,-0.0034201353992102668,2.0046351775527,2.09185378998518,0.016096491366624832,,,,,
18,0.8425622377544641,-0.004388808039948344,1.7355107944458723,2.0804354324936867,0.03265007957816124,,,,,
19,0.5321712801232934,-0.0074801845184993,1.1201875396072865,2.0442304760217667,0.00806819275021553,,,,,
20,0.6753354016691446,-0.004585601251164917,1.4010586105287075,2.06083095818758,0.022804195061326027,,,,,
21,0.33840576373040676,-0.004081198918811424,0.7257962478324771,2.0411164090037346,-0.011129163205623627,,,,,
22,0.5994715802371502,-0.004281237066606991,1.2486753463745117,2.058485083281994,0.029425732791423798,,,,,
23,1.0545457899570465,-0.004799071328307036,2.1600136160850525,2.0661940574645996,0.05187634751200676,,,,,
24,0.5007070433348417,-0.004928160436975304,1.0525771528482437,2.06533682346344,0.010636266320943832,,,,,
25,0.6673782877624035,-0.0047452299722863245,1.3851178549230099,2.0435402616858482,0.005688348785042763,,,,,
26,0.8655688837170601,-0.0052426655165618286,1.7823384180665016,2.0357659831643105,0.05627123638987541,,,,,
27,0.9690398927778006,-0.003695926752698142,1.986078668385744,2.0303502902388573,0.06662286818027496,,,,,
28,0.9627089127898216,-0.007089914710377343,1.9799159839749336,2.0159168168902397,0.03156541287899017,,,,,
29,0.6511210082098842,-0.002339568061870523,1.3473958261311054,2.0237342044711113,0.017087608575820923,,,,,
30,0.6794119412079453,-0.004797226702066837,1.4087536334991455,2.016765519976616,0.04370092228055,0.4,0.16666666666666666,0.43333333333333335,119.83333333333333,6.7794904675748615
31,0.35160176223143935,-0.004727494902908802,0.7527024541050196,2.002196829766035,0.04109323397278786,,,,,
32,0.908875236287713,-0.003172322736645583,1.8639813177287579,1.9943101443350315,0.0929662361741066,,,,,
33,0.7513650944456458,-0.005006815442357038,1.5522580742835999,1.975712701678276,0.02836068533360958,,,,,
34,0.7939095608890057,-0.0038169592080521397,1.635233884677291,1.9890417456626892,0.049988921731710434,,,,,
35,0.7198349954560399,-0.004705003564595245,1.4882510397583246,1.9585518427193165,0.025279471650719643,,,,,
36,0.625559619627893,-0.0034399185365145968,1.2972287461161613,1.961483545601368,0.01846788264811039,,,,,
37,0.8657761961221695,-0.0031529945408692583,1.776388943195343,1.9265275113284588,0.0631384626030922,,,,,
38,1.017749097198248,-0.0032712357497075573,2.08065178245306,1.9305555373430252,0.06616443395614624,,,,,
39,0.7296406328678131,-0.006693005194392754,1.5117519292980433,1.9542326778173447,0.040769536048173904,,,,,
40,0.9995391853153706,-0.003558967524440959,2.0442881174385548,1.904590129852295,0.04677349701523781,,,,,
41,0.7587391501292586,-0.003429081931244582,1.5628131423145533,1.9238343238830566,0.03023049235343933,,,,,
42,0.8995474856346846,-0.00412463830480192,1.8454613126814365,1.905853010714054,0.06959372013807297,,,,,
43,0.5191354630514979,-0.005300975997670321,1.0870118122547865,1.9069461077451706,0.07242384552955627,,,,,
44,0.7966942377388477,-0.006642833352088928,1.644100297242403,1.8713073581457138,0.06193437799811363,,,,,
45,1.2485220860689878,-0.004164138994383393,2.5432021096348763,1.8914840631186962,0.07960934191942215,0.5666666666666667,0.0,0.43333333333333335,118.56666666666666,7.804900735616686
46,0.6750466777011752,-0.004896363592706621,1.3974298313260078,1.8771873749792576,0.07786772400140762,,,,,
47,0.476535452529788,-0.004502013418459683,0.9991570319980383,1.8541053459048271,0.05505640432238579,,,,,
48,0.5860151834785938,-0.003161105494655203,1.2160811573266983,1.8864285200834274,0.03296162560582161,,,,,
49,0.5244212299585342,-0.0036907589001202723,1.093391066417098,1.8583543486893177,0.06395876407623291,,,,,
50,0.3926043277606368,-0.0023937157920954633,0.8281134702265263,1.9058689586818218,0.04286562278866768,,,,,
51,0.6939230570569634,-0.004847624295507558,1.4350978545844555,1.877825453877449,0.09930060058832169,,,,,
52,0.44132329151034355,-0.004678002827859018,0.929189033806324,1.859322752803564,0.03215748444199562,,,,,
53,0.5317110829055309,-0.0051346820953313,1.1111249383538961,1.8716702908277512,0.07056336104869843,,,,,
54,0.9616087153553963,-0.005082065821625292,1.9708138294517994,1.8716135770082474,0.05487190559506416,,,,,
55,0.8952008318156004,-0.00346725027247885,1.8340536803007126,1.8358761370182037,0.0886712297797203,,,,,
56,0.6267668837681413,-0.003758225586352637,1.2979234717786312,1.8436626344919205,0.07711834460496902,,,,,
57,1.130190435796976,-0.00471559402285493,2.3065385669469833,1.8363263942301273,0.08466687798500061,,,,,
58,0.7755438704043627,-0.0027796485228464007,1.5929020941257477,1.8127537332475185,0.10535355657339096,,,,,
59,0.8174523375928402,-0.002955402055704326,1.6778490915894508,1.8516807295382023,0.14434963464736938,,,,,
60,0.9780382178723812,-0.004438241570824175,2.001565232872963,1.830616008490324,0.14747947454452515,0.7,0.23333333333333334,0.06666666666666667,88.06666666666666,4.529092075427373
