update,loss,policy_loss,value_loss,entropy,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance
1,0.611183145083487,-0.004288719850592315,1.2666388768702745,1.7847577147185802,0.11678844690322876,0.7333333333333333,0.13333333333333333,0.13333333333333333,87.66666666666667,4.20546553267373
2,0.9552404955029488,-0.004566783565678634,1.9558427147567272,1.811407819390297,0.11957186460494995,,,,,
3,0.8363901190459728,-0.003691712085128529,1.7157751098275185,1.7805727235972881,0.1293199062347412,,,,,
4,0.8917426513507962,-0.004359708895208314,1.827261721715331,1.7528500445187092,0.1224798783659935,,,,,
5,1.0149727687239647,-0.0034654334328934056,2.0719843171536922,1.7553966008126736,0.11027970165014267,,,,,
6,0.8023731745779514,-0.0028591534840529675,1.6459220238029957,1.7728689275681973,0.14009509980678558,,,,,
7,0.9552837759256363,-0.0038333471748046577,1.9534741304814816,1.7619946338236332,0.1663742959499359,,,,,
8,1.3569887932389975,-0.003414378486922942,2.756298903375864,1.7746270447969437,0.17861445248126984,,,,,
9,0.8310280703008175,-0.003122843152596033,1.7033069841563702,1.7502579092979431,0.15898209810256958,,,,,
10,0.506226846948266,-0.00405353957285115,1.055790025740862,1.7614628411829472,0.13292472064495087,,,,,
11,1.5059821419417858,-0.003122636568150483,3.0537689179182053,1.7779682166874409,0.150343656539917,,,,,
12,0.7370587345212698,-0.0044111696479376405,1.5179600324481726,1.7510099448263645,0.12197667360305786,,,,,
13,0.9309670366346836,-0.0025959693011827767,1.9010277539491653,1.6950871348381042,0.11545880883932114,,,,,
14,1.1132108177989721,-0.003862731740809977,2.268633123487234,1.7243009842932224,0.13549074530601501,,,,,
15,0.9126101899892092,-0.0035157105448888615,1.8663686886429787,1.7058459371328354,0.08909285068511963,0.7,0.26666666666666666,0.03333333333333333,52.166666666666664,4.245505752166113
16,0.9395575895905495,-0.002891208278015256,1.9184621013700962,1.6782254092395306,0.10083606094121933,,,,,
17,1.1786474641412497,-0.0039555403200211,2.3992942944169044,1.70441335439682,0.13157014548778534,,,,,
18,0.7775620697066188,-0.004927813717586105,1.5990420784801245,1.7031155973672867,0.11730120331048965,,,,,
19,1.0734956841915846,-0.0052902897805324756,2.1912384815514088,1.6833261400461197,0.14068026840686798,,,,,
20,1.4683420807123184,-0.003117309355729958,2.976436622440815,1.6758929453790188,0.12733738124370575,,,,,
21,0.8605892434716225,-0.003556507674147724,1.761896576732397,1.6802540980279446,0.17510996758937836,,,,,
22,0.7670511864125729,-0.0033734458120306954,1.5749911479651928,1.707094058394432,0.1733989268541336,,,,,
23,1.073584869503975,-0.0035261370019270544,2.1880142651498318,1.6896124705672264,0.17300142347812653,,,,,
24,0.6923323143273592,-0.004034223122289404,1.426689701154828,1.6978315114974976,0.16681809723377228,,,,,
25,0.7690771762281656,-0.004034757184854243,1.5799839980900288,1.688006915152073,0.171418234705925,,,,,
