epoch,loss,action_accuracy,samples,demo_success_rate,balanced_loss
1,1.8671174049377441,0.509810405643739,9072,1.0,0
2,1.3065091802014246,0.5906452087007642,9072,1.0,0
3,1.2032580077648163,0.5942827748383304,9072,1.0,0
4,1.1120920479297638,0.6425999412110524,9072,1.0,0
5,1.049465901321835,0.6557539682539683,9072,1.0,0
6,0.9360406829251183,0.6979717813051146,9072,1.0,0
7,0.8071118477318022,0.7407774838330394,9072,1.0,0
8,0.7735851142141554,0.7480893592004703,9072,1.0,0
9,0.6994116339418623,0.7824808935920047,9072,1.0,0
10,0.6610971705781089,0.7988683127572016,9072,1.0,0
11,0.6272171768877242,0.8013300999412111,9072,1.0,0
12,0.6199805852439668,0.7957818930041153,9072,1.0,0
13,0.6041472537650002,0.8001543209876543,9072,1.0,0
14,0.5832649088568158,0.8066945914168137,9072,1.0,0
15,0.5767787686652608,0.8066945914168137,9072,1.0,0
16,0.556907643046644,0.8100014697236919,9072,1.0,0
17,0.547017870677842,0.8115814226925337,9072,1.0,0
18,0.5732551597886615,0.8004115226337448,9072,1.0,0
19,0.5745854634377692,0.7985008818342152,9072,1.0,0
20,0.5615824692779117,0.8018812463256908,9072,1.0,0
21,0.5282403710815642,0.8148515579071135,9072,1.0,0
22,0.5176040505369505,0.817827748383304,9072,1.0,0
23,0.5070257575975524,0.82282480893592,9072,1.0,0
24,0.502702072262764,0.826058201058201,9072,1.0,0
25,0.49302683770656586,0.8289976484420929,9072,1.0,0
26,0.499973783062564,0.8256907701352145,9072,1.0,0
27,0.5031603111161126,0.8243312757201646,9072,1.0,0
28,0.4835737604233954,0.8298059964726632,9072,1.0,0
29,0.48044155455297893,0.8300999412110524,9072,1.0,0
30,0.4708833321928978,0.8326719576719577,9072,1.0,0
31,0.4678366200791465,0.8338477366255144,9072,1.0,0
32,0.4660470229056146,0.8343621399176955,9072,1.0,0
33,0.4674082340465652,0.8327087007642563,9072,1.0,0
34,0.4607688511411349,0.8365667254556144,9072,1.0,0
35,0.4600621312856674,0.8371913580246914,9072,1.0,0
36,0.4626551924480332,0.8343988830099941,9072,1.0,0
37,0.4463738914993074,0.8401308054085832,9072,1.0,0
38,0.4494824368092749,0.8382569077013522,9072,1.0,0
39,0.44551897462871337,0.8373015873015873,9072,1.0,0
40,0.43831778234905666,0.8406819517930629,9072,1.0,0
41,0.450415232943164,0.8388080540858318,9072,1.0,0
42,0.43959421333339477,0.8397633744855967,9072,1.0,0
43,0.4528942538632287,0.8350970017636684,9072,1.0,0
44,0.44108586344454026,0.8379629629629629,9072,1.0,0
45,0.456167287296719,0.8349867724867724,9072,1.0,0
46,0.4286191662152608,0.8427395649617871,9072,1.0,0
47,0.4417608131965001,0.8379262198706643,9072,1.0,0
48,0.43633853147427243,0.8376690182245737,9072,1.0,0
49,0.4266977980732918,0.8435479129923574,9072,1.0,0
50,0.44147493027978474,0.8374853027630805,9072,1.0,0
51,0.42690203338861465,0.8432172251616696,9072,1.0,0
52,0.4284365235103501,0.8413065843621399,9072,1.0,0
53,0.4322478274504344,0.8422619047619048,9072,1.0,0
54,0.4176519281334347,0.8449074074074074,9072,1.0,0
55,0.4165206684006585,0.8448339212228101,9072,1.0,0
56,0.41480943229463363,0.8457524985302763,9072,1.0,0
57,0.4228444786535369,0.8426293356848913,9072,1.0,0
58,0.4173593686686622,0.8448706643151087,9072,1.0,0
59,0.4175478137201733,0.8433274544385656,9072,1.0,0
60,0.41418365637461346,0.844429747207525,9072,1.0,0
61,0.4391050628489918,0.8355011757789536,9072,1.0,0
62,0.4120248597529199,0.847148736037625,9072,1.0,0
63,0.4204089401496781,0.8420047031158142,9072,1.0,0
64,0.4101582177811199,0.8455320399764844,9072,1.0,0
65,0.41395974738730323,0.8458994708994709,9072,1.0,0
66,0.4105292343431049,0.8449074074074074,9072,1.0,0
67,0.40540653384394115,0.8478835978835979,9072,1.0,0
68,0.40430191573169494,0.8484347442680776,9072,1.0,0
69,0.3986274864938524,0.8495370370370371,9072,1.0,0
70,0.4036507581671079,0.847663139329806,9072,1.0,0
71,0.40561920238865745,0.8474794238683128,9072,1.0,0
72,0.41557876186238396,0.8434376837154615,9072,1.0,0
73,0.40333764668967986,0.8478835978835979,9072,1.0,0
74,0.39412446485625374,0.8493900646678424,9072,1.0,0
75,0.41371610512336093,0.8429967666078777,9072,1.0,0
76,0.39849842505322564,0.8485082304526749,9072,1.0,0
77,0.4018561186061965,0.847038506760729,9072,1.0,0
78,0.3993876684043143,0.8479570840681951,9072,1.0,0
79,0.40225254247585934,0.8472957084068196,9072,1.0,0
80,0.38856085803773666,0.8505658436213992,9072,1.0,0
