metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,5,100,0.56,0.85,0.29,-0.05,0.7,3000,73
post_failure_chain_recovered,Post-failure chain recovered,rate,true,5,100,0.56,0.85,0.29,-0.05,0.7,3000,73
timeout,Timeout,rate,false,5,100,0.42,0.15,-0.27,-0.67,0.06,3000,73
capped_recovery_steps,Restricted mean recovery steps,steps,false,5,100,95.81,37.69,-58.12,-144.37025,12.8805,3000,73
tracking_during_failure_rate,Tracking during failure,rate,true,5,100,0.5012369367,0.7833187274,0.2820817907,0.007665878733,0.6112206338,3000,73
connectivity_during_failure,Connectivity during failure,rate,true,5,100,0.1706973479,0.2176833879,0.04698604001,-0.01007937966,0.1148077522,3000,73
chain_closed_during_failure_rate,Chain closure during failure,rate,true,5,100,0.08669444444,0.1359924242,0.0492979798,-0.005578652597,0.1161928571,3000,73
steps,Episode length,steps,false,5,100,135.79,77.69,-58.1,-144.37025,12.9205,3000,73
