protocol,episode_id,condition,family,J,terminal_step,success,collision,timeout,constraint_violation,failure_exposed,alive_at_onset,failure_trigger_success,pre_trigger_collision,episode_length,traveled_distance,control_effort,direct_path_fraction_during_failure,relay_path_fraction_during_failure,task_support_fraction_during_failure,legal_information_fraction_during_failure,path_switch_count,method,training_contract,training_seed,checkpoint_sha256
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950036,U2_static_symmetric_direct_prune,structural_ood,97.37524075061083,260,0,0,1,0,0,0,,0,260,149126.05041503906,1433.0,0.0,0.0,0.0,0.0,21,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950037,U2_static_symmetric_direct_prune,structural_ood,57.99496896844357,260,0,0,1,0,0,0,,0,260,147793.01663208008,1446.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950038,U2_static_symmetric_direct_prune,structural_ood,88.98521666973829,260,0,0,1,0,0,0,,0,260,149549.98321533203,1433.0,0.0,0.0,0.0,0.0,29,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950039,U2_static_symmetric_direct_prune,structural_ood,59.154124561697245,260,0,0,1,0,0,0,,0,260,148752.02047729492,1447.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950040,U2_static_symmetric_direct_prune,structural_ood,89.33339373022318,260,0,0,1,0,0,0,,0,260,149372.03524780273,1448.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950041,U2_static_symmetric_direct_prune,structural_ood,61.10874765459448,260,0,0,1,0,0,0,,0,260,149061.07107543945,1452.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950042,U2_static_symmetric_direct_prune,structural_ood,92.24725995957851,260,0,0,1,0,0,0,,0,260,149202.9988708496,1442.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950043,U2_static_symmetric_direct_prune,structural_ood,60.46193907875568,260,0,0,1,0,0,0,,0,260,149234.00137329102,1452.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950044,U2_static_symmetric_direct_prune,structural_ood,90.7966656088829,260,0,0,1,0,0,0,,0,260,149874.97409057617,1430.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950045,U2_static_symmetric_direct_prune,structural_ood,95.54646883159876,260,0,0,1,0,0,0,,0,260,149867.98114013672,1427.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950046,U2_static_symmetric_direct_prune,structural_ood,94.95739463716745,260,0,0,1,0,0,0,,0,260,149670.04275512695,1427.0,0.0,0.0,0.0,0.0,33,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950047,U2_static_symmetric_direct_prune,structural_ood,57.892721865326166,260,0,0,1,0,0,0,,0,260,149106.07125854492,1451.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950048,U2_static_symmetric_direct_prune,structural_ood,93.45821069926023,260,0,0,1,0,0,0,,0,260,149649.02688598633,1448.0,0.0,0.0,0.0,0.0,37,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950049,U2_static_symmetric_direct_prune,structural_ood,61.370595540851355,260,0,0,1,0,0,0,,0,260,148842.01956176758,1448.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950000,U3_static_directed_scout_to_attacker_prune,structural_ood,100.61214346438646,260,0,0,1,0,0,0,,0,260,147641.0291748047,1427.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950001,U3_static_directed_scout_to_attacker_prune,structural_ood,100.71787627786398,260,0,0,1,0,0,0,,0,260,147403.03848266602,1426.0,0.0,0.0,0.0,0.0,21,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950002,U3_static_directed_scout_to_attacker_prune,structural_ood,78.10153249651194,260,0,0,1,0,0,0,,0,260,147419.94982910156,1425.0,0.0,0.0,0.0,0.0,5,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950003,U3_static_directed_scout_to_attacker_prune,structural_ood,100.89532329887152,260,0,0,1,0,0,0,,0,260,147153.95538330078,1429.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950004,U3_static_directed_scout_to_attacker_prune,structural_ood,94.31825914047658,260,0,0,1,0,0,0,,0,260,147788.99737548828,1428.0,0.0,0.0,0.0,0.0,25,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950005,U3_static_directed_scout_to_attacker_prune,structural_ood,100.71619571000338,260,0,0,1,0,0,0,,0,260,146677.02127075195,1412.0,0.0,0.0,0.0,0.0,29,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950006,U3_static_directed_scout_to_attacker_prune,structural_ood,96.24201169703156,260,0,0,1,0,0,0,,0,260,147181.98333740234,1417.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950007,U3_static_directed_scout_to_attacker_prune,structural_ood,101.22322340123355,260,0,0,1,0,0,0,,0,260,147147.97830200195,1419.0,0.0,0.0,0.0,0.0,23,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950008,U3_static_directed_scout_to_attacker_prune,structural_ood,80.78246278315783,260,0,0,1,0,0,0,,0,260,147146.9969482422,1415.0,0.0,0.0,0.0,0.0,5,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950009,U3_static_directed_scout_to_attacker_prune,structural_ood,100.66322941333055,260,0,0,1,0,0,0,,0,260,147744.9559020996,1428.0,0.0,0.0,0.0,0.0,23,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950010,U3_static_directed_scout_to_attacker_prune,structural_ood,96.72568562813103,260,0,0,1,0,0,0,,0,260,147748.0393371582,1440.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950011,U3_static_directed_scout_to_attacker_prune,structural_ood,69.12216174136847,260,0,0,1,0,0,0,,0,260,147335.01602172852,1401.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950012,U3_static_directed_scout_to_attacker_prune,structural_ood,71.5846114680171,260,0,0,1,0,0,0,,0,260,147001.0792541504,1422.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950013,U3_static_directed_scout_to_attacker_prune,structural_ood,94.62467288970947,260,0,0,1,0,0,0,,0,260,147261.01708984375,1411.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950014,U3_static_directed_scout_to_attacker_prune,structural_ood,72.22255338262767,260,0,0,1,0,0,0,,0,260,146960.96432495117,1402.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950015,U3_static_directed_scout_to_attacker_prune,structural_ood,106.23433351516724,260,0,0,1,0,0,0,,0,260,146227.02069091797,1421.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950016,U3_static_directed_scout_to_attacker_prune,structural_ood,94.39899461343884,260,0,0,1,0,0,0,,0,260,147378.9737548828,1414.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950017,U3_static_directed_scout_to_attacker_prune,structural_ood,101.87274494022131,260,0,0,1,0,0,0,,0,260,147136.98287963867,1424.0,0.0,0.0,0.0,0.0,25,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950018,U3_static_directed_scout_to_attacker_prune,structural_ood,102.09455855935812,260,0,0,1,0,0,0,,0,260,147431.96475219727,1419.0,0.0,0.0,0.0,0.0,29,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950019,U3_static_directed_scout_to_attacker_prune,structural_ood,93.5388283021748,260,0,0,1,0,0,0,,0,260,147442.01327514648,1431.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950020,U3_static_directed_scout_to_attacker_prune,structural_ood,98.04393378645182,260,0,0,1,0,0,0,,0,260,146967.99728393555,1415.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950021,U3_static_directed_scout_to_attacker_prune,structural_ood,108.08446156233549,260,0,0,1,0,0,0,,0,260,146668.9621887207,1412.0,0.0,0.0,0.0,0.0,39,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950022,U3_static_directed_scout_to_attacker_prune,structural_ood,94.29904462769628,260,0,0,1,0,0,0,,0,260,146595.01315307617,1431.0,0.0,0.0,0.0,0.0,29,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950023,U3_static_directed_scout_to_attacker_prune,structural_ood,69.24220267590135,260,0,0,1,0,0,0,,0,260,147180.97424316406,1389.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950024,U3_static_directed_scout_to_attacker_prune,structural_ood,89.23060684651136,260,0,0,1,0,0,0,,0,260,147252.93478393555,1426.0,0.0,0.0,0.0,0.0,21,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950025,U3_static_directed_scout_to_attacker_prune,structural_ood,105.26571299880743,260,0,0,1,0,0,0,,0,260,147292.01071166992,1422.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950026,U3_static_directed_scout_to_attacker_prune,structural_ood,78.03185883909464,260,0,0,1,0,0,0,,0,260,147473.01861572266,1421.0,0.0,0.0,0.0,0.0,5,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950027,U3_static_directed_scout_to_attacker_prune,structural_ood,97.83388188108802,260,0,0,1,0,0,0,,0,260,146814.0125732422,1438.0,0.0,0.0,0.0,0.0,21,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950028,U3_static_directed_scout_to_attacker_prune,structural_ood,99.00117415934801,260,0,0,1,0,0,0,,0,260,147369.02377319336,1409.0,0.0,0.0,0.0,0.0,33,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950029,U3_static_directed_scout_to_attacker_prune,structural_ood,97.6101080160588,260,0,0,1,0,0,0,,0,260,147372.03295898438,1426.0,0.0,0.0,0.0,0.0,39,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950030,U3_static_directed_scout_to_attacker_prune,structural_ood,70.29646569676697,260,0,0,1,0,0,0,,0,260,147424.03079223633,1412.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950031,U3_static_directed_scout_to_attacker_prune,structural_ood,96.53887436911464,260,0,0,1,0,0,0,,0,260,146751.0248413086,1431.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950032,U3_static_directed_scout_to_attacker_prune,structural_ood,93.84304828941822,260,0,0,1,0,0,0,,0,260,147544.0143737793,1439.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950033,U3_static_directed_scout_to_attacker_prune,structural_ood,74.7138765770942,260,0,0,1,0,0,0,,0,260,147167.97137451172,1411.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950034,U3_static_directed_scout_to_attacker_prune,structural_ood,95.34263439662755,260,0,0,1,0,0,0,,0,260,146985.0213623047,1424.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950035,U3_static_directed_scout_to_attacker_prune,structural_ood,71.90067370887846,260,0,0,1,0,0,0,,0,260,147324.0419921875,1408.0,0.0,0.0,0.0,0.0,3,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950036,U3_static_directed_scout_to_attacker_prune,structural_ood,105.79391667246819,260,0,0,1,0,0,0,,0,260,146827.0080871582,1430.0,0.0,0.0,0.0,0.0,25,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950037,U3_static_directed_scout_to_attacker_prune,structural_ood,68.96580818202347,260,0,0,1,0,0,0,,0,260,147114.01614379883,1394.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950038,U3_static_directed_scout_to_attacker_prune,structural_ood,96.71903673559427,260,0,0,1,0,0,0,,0,260,147125.962890625,1406.0,0.0,0.0,0.0,0.0,29,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950039,U3_static_directed_scout_to_attacker_prune,structural_ood,71.16915280744433,260,0,0,1,0,0,0,,0,260,147305.04498291016,1424.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950040,U3_static_directed_scout_to_attacker_prune,structural_ood,98.43874993175268,260,0,0,1,0,0,0,,0,260,147814.0151977539,1430.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950041,U3_static_directed_scout_to_attacker_prune,structural_ood,71.40900584403425,260,0,0,1,0,0,0,,0,260,147279.97357177734,1418.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950042,U3_static_directed_scout_to_attacker_prune,structural_ood,100.31727643311024,260,0,0,1,0,0,0,,0,260,146961.03341674805,1428.0,0.0,0.0,0.0,0.0,27,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950043,U3_static_directed_scout_to_attacker_prune,structural_ood,69.88766886014491,260,0,0,1,0,0,0,,0,260,147787.02532958984,1416.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950044,U3_static_directed_scout_to_attacker_prune,structural_ood,99.07404296845198,260,0,0,1,0,0,0,,0,260,148352.98468017578,1414.0,0.0,0.0,0.0,0.0,31,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950045,U3_static_directed_scout_to_attacker_prune,structural_ood,102.46759567409754,260,0,0,1,0,0,0,,0,260,147202.98663330078,1413.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950046,U3_static_directed_scout_to_attacker_prune,structural_ood,103.61202173680067,260,0,0,1,0,0,0,,0,260,146970.0379333496,1418.0,0.0,0.0,0.0,0.0,33,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950047,U3_static_directed_scout_to_attacker_prune,structural_ood,68.11408762261271,260,0,0,1,0,0,0,,0,260,147156.97900390625,1410.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950048,U3_static_directed_scout_to_attacker_prune,structural_ood,103.97324123978615,260,0,0,1,0,0,0,,0,260,147013.01431274414,1419.0,0.0,0.0,0.0,0.0,35,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950049,U3_static_directed_scout_to_attacker_prune,structural_ood,73.14593624696136,260,0,0,1,0,0,0,,0,260,147313.00064086914,1423.0,0.0,0.0,0.0,0.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950000,U4_scout_failure_symmetric_direct_prune,structural_ood,78.00531423091888,260,0,0,1,0,1,1,1,0,260,149194.99185180664,1468.0,0.0,0.7625,0.375,1.0,17,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950001,U4_scout_failure_symmetric_direct_prune,structural_ood,71.44694053381681,260,0,0,1,0,1,1,1,0,260,148335.9651184082,1461.0,0.0,0.925,0.1625,1.0,11,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950002,U4_scout_failure_symmetric_direct_prune,structural_ood,56.36162927374244,260,0,0,1,0,1,1,1,0,260,148793.03985595703,1470.0,0.0,1.0,0.0,1.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950003,U4_scout_failure_symmetric_direct_prune,structural_ood,77.98348674178123,260,0,0,1,0,1,1,1,0,260,148749.99627685547,1447.0,0.0,0.9,0.2,1.0,13,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950004,U4_scout_failure_symmetric_direct_prune,structural_ood,70.2944057341665,260,0,0,1,0,1,1,1,0,260,148494.9552001953,1456.0,0.0,0.9375,0.1375,1.0,9,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950005,U4_scout_failure_symmetric_direct_prune,structural_ood,85.42741574347019,260,0,0,1,0,1,1,1,0,260,148150.91119384766,1470.0,0.0,0.8125,0.2875,1.0,13,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950006,U4_scout_failure_symmetric_direct_prune,structural_ood,59.71089400164783,260,0,0,1,0,1,1,1,0,260,147967.05850219727,1461.0,0.0,0.975,0.05,1.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950007,U4_scout_failure_symmetric_direct_prune,structural_ood,58.114376455545425,260,0,0,1,0,1,1,1,0,260,148586.03909301758,1462.0,0.0,0.9625,0.0625,1.0,5,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950008,U4_scout_failure_symmetric_direct_prune,structural_ood,49.590859953314066,260,0,0,1,0,1,1,1,0,260,148869.06903076172,1466.0,0.0,1.0,0.0,1.0,1,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
G0-ZERO-SHOT-TOPOLOGY-EVALUATION-V1,950009,U4_scout_failure_symmetric_direct_prune,structural_ood,75.05692134052515,260,0,0,1,0,1,1,1,0,260,149088.0493774414,1468.0,0.0,0.75,0.3375,1.0,15,UTR-SG-MAPPO,T1_clean_development_1M,2203,376fc5c27b66c1b804e38073b9459c53b4471b853d2f7461137f0dfd6a070197
