graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,-20,100,100,0.333333,0.801667,0,0
single,-19,100,100,0.333333,0.821667,0,0
single,-18,100,100,0.333333,0.83,0,0
single,-17,100,100,0.333333,0.86,0,0
single,-16,100,100,0.333333,0.85,0,0
single,-15,100,100,0.333333,0.828333,0,0
single,-14,100,100,0.333333,0.791667,0,0
single,-13,100,100,0.333333,0.838333,0,0
single,-12,100,100,0.333333,0.838333,0,0
single,-11,100,100,0.366667,0.836667,0,0
single,-10,100,100,0.503333,0.868333,0,0
single,-9,100,100,0.636667,0.8,0,0
single,-8,100,100,0.656667,0.833333,0,0
single,-7,100,100,0.816667,0.838333,0,0
single,-6,100,100,0.966667,0.89,0,0
single,-5,100,100,0.973333,0.861667,0,0
single,-4,100,100,0.96,0.823333,0,0
single,-3,100,100,0.953333,0.796667,0,0
single,-2,100,100,0.926667,0.838333,0,0
single,-1,100,100,0.91,0.838333,0,0
single,0,100,100,0.89,0.818333,0,0
single,1,100,100,0.866667,0.21,0,0
single,2,100,100,0.846667,0.218333,0,0
single,3,100,100,0.823333,0.233333,0,0
single,4,100,100,0.803333,0.241667,0,0
single,5,100,100,0.773333,0.246667,0.06,0.06
single,6,94,100,0.762411,0.244681,0.106383,0.16
single,7,83,100,0.726908,0.23494,0.144578,0.28
single,8,71,100,0.666667,0.20892,0.028169,0.3
single,9,69,100,0.647343,0.224638,0,0.3
single,10,69,100,0.637681,0.231884,0,0.3
single,11,68,100,0.627451,0.227941,0,0.3
single,12,68,100,0.593137,0.240196,0,0.3
single,13,68,100,0.553922,0.220588,0,0.3
single,14,68,100,0.504902,0.220588,0,0.3
single,15,68,100,0.446078,0.252451,0,0.3
single,16,68,100,0.372549,0.240196,0,0.3
single,17,68,100,0.254902,0.230392,0,0.3
single,18,68,100,0.186275,0.237745,0,0.3
single,19,68,100,0.107843,0.235294,0,0.3
single,20,68,100,0.0588235,0.247549,0,0.3
single,21,68,100,0.0147059,0.240196,0,0.3
single,22,68,100,0.00490196,0.22549,0,0.3
single,23,68,100,0,0.227941,0,0.3
single,24,68,100,0,0.198529,0,0.3
single,25,68,100,0,0.171569,0,0.3
single,26,68,100,0,0.164216,0,0.3
single,27,68,100,0,0.144608,0,0.3
single,28,68,100,0,0.142157,0,0.3
single,29,68,100,0,0.0906863,0,0.3
single,30,68,100,0,0.0710784,0,0.3
single,31,68,100,0,0.0367647,0,0.3
single,32,68,100,0,0.0122549,0,0.3
single,33,68,100,0,0.00245098,0,0.3
single,34,68,100,0,0.00490196,0,0.3
single,35,68,100,0,0.00490196,0,0.3
single,36,68,100,0,0.00245098,0,0.3
single,37,68,100,0,0,0,0.3
single,38,68,100,0,0,0,0.3
single,39,68,100,0,0,0,0.3
single,40,68,100,0,0,0,0.3
single,41,68,100,0,0,0,0.3
single,42,68,100,0,0,0,0.3
single,43,68,100,0,0,0,0.3
single,44,68,100,0,0,0,0.3
single,45,68,100,0,0,0,0.3
single,46,68,100,0,0,0,0.3
single,47,68,100,0,0,0,0.3
single,48,68,100,0,0,0,0.3
single,49,68,100,0,0,0,0.3
single,50,68,100,0,0,0,0.3
single,51,68,100,0,0,0,0.3
single,52,68,100,0,0,0,0.3
single,53,68,100,0,0,0,0.3
single,54,68,100,0,0,0,0.3
single,55,68,100,0,0,0,0.3
single,56,68,100,0,0,0,0.3
single,57,68,100,0,0,0,0.3
single,58,68,100,0,0,0,0.3
single,59,68,100,0,0,0,0.3
single,60,68,100,0,0,0,0.3
single,61,68,100,0,0,0,0.3
single,62,68,100,0,0,0,0.3
single,63,68,100,0,0,0,0.3
single,64,68,100,0,0,0,0.3
single,65,68,100,0,0,0,0.3
single,66,68,100,0,0,0,0.3
single,67,68,100,0,0,0,0.3
single,68,68,100,0,0,0,0.3
single,69,68,100,0,0,0,0.3
single,70,68,100,0,0,0,0.3
single,71,68,100,0,0,0,0.3
single,72,68,100,0,0,0,0.3
single,73,68,100,0,0,0,0.3
single,74,68,100,0,0,0,0.3
single,75,68,100,0,0,0,0.3
single,76,68,100,0,0,0,0.3
single,77,68,100,0,0,0,0.3
single,78,68,100,0,0,0,0.3
single,79,68,100,0,0,0,0.3
single,80,68,100,0,0,0,0.3
single,81,68,100,0,0.10049,0,0.3
single,82,68,100,0,0.10049,0,0.3
single,83,68,100,0,0.0882353,0,0.3
single,84,68,100,0,0.0882353,0,0.3
single,85,68,100,0,0.0857843,0,0.3
single,86,68,100,0,0.0784314,0,0.3
single,87,68,100,0,0.0857843,0,0.3
single,88,68,100,0,0.0931373,0,0.3
single,89,68,100,0,0.0833333,0,0.3
single,90,68,100,0,0.0661765,0,0.3
single,91,68,100,0,0.0808824,0,0.3
single,92,68,100,0,0.0710784,0,0.3
single,93,68,100,0,0.0661765,0,0.3
single,94,68,100,0,0.0710784,0,0.3
single,95,68,100,0,0.0563726,0,0.3
single,96,68,100,0,0.0416667,0,0.3
single,97,68,100,0,0.0441176,0,0.3
single,98,68,100,0,0.0490196,0,0.3
single,99,68,100,0,0.0416667,0,0.3
single,100,68,100,0,0.0514706,0,0.3
single,101,68,100,0,0.0392157,0,0.3
single,102,68,100,0,0.0343137,0,0.3
single,103,68,100,0,0.0318627,0,0.3
single,104,68,100,0,0.0220588,0,0.3
single,105,68,100,0,0.0171569,0,0.3
single,106,68,100,0,0.0245098,0,0.3
single,107,68,100,0,0.0220588,0,0.3
single,108,68,100,0,0.0269608,0,0.3
single,109,68,100,0,0.0269608,0,0.3
single,110,68,100,0,0.0122549,0,0.3
single,111,68,100,0,0.0196078,0,0.3
single,112,68,100,0,0.0147059,0,0.3
single,113,68,100,0,0.0122549,0,0.3
single,114,68,100,0,0.0196078,0,0.3
single,115,68,100,0,0.00980392,0,0.3
single,116,68,100,0,0.0122549,0,0.3
single,117,68,100,0,0.0171569,0,0.3
single,118,68,100,0,0.0147059,0,0.3
single,119,68,100,0,0.0122549,0,0.3
single,120,68,100,0,0.00735294,0,0.3
single,121,68,100,0,0.00980392,0,0.3
single,122,68,100,0,0.0122549,0,0.3
single,123,68,100,0,0.0122549,0,0.3
single,124,68,100,0,0.00980392,0,0.3
single,125,68,100,0,0.0147059,0,0.3
single,126,68,100,0,0.00980392,0,0.3
single,127,68,100,0,0.00980392,0,0.3
single,128,68,100,0,0.0122549,0,0.3
single,129,68,100,0,0.00735294,0,0.3
single,130,68,100,0,0.00735294,0,0.3
single,131,68,100,0,0.00735294,0,0.3
single,132,68,100,0,0.00980392,0,0.3
single,133,68,100,0,0.00980392,0,0.3
single,134,68,100,0,0.00490196,0,0.3
single,135,68,100,0,0.00490196,0,0.3
single,136,68,100,0,0.00980392,0,0.3
single,137,68,100,0,0.00735294,0,0.3
single,138,68,100,0,0.00735294,0,0.3
single,139,68,100,0,0.00735294,0,0.3
single,140,68,100,0,0.00490196,0,0.3
single,141,68,100,0,0.00980392,0,0.3
single,142,68,100,0,0.00735294,0,0.3
single,143,68,100,0,0.00490196,0,0.3
single,144,68,100,0,0.00490196,0,0.3
single,145,68,100,0,0.00735294,0,0.3
single,146,68,100,0,0.00735294,0,0.3
single,147,68,100,0,0.00980392,0,0.3
single,148,68,100,0,0.00980392,0,0.3
single,149,68,100,0,0.00490196,0,0.3
single,150,68,100,0,0.00490196,0,0.3
single,151,68,100,0,0,0,0.3
single,152,68,100,0,0,0,0.3
single,153,68,100,0,0,0,0.3
single,154,68,100,0,0,0,0.3
single,155,68,100,0,0,0,0.3
single,156,68,100,0,0,0,0.3
single,157,68,100,0,0,0,0.3
single,158,68,100,0,0,0,0.3
single,159,68,100,0,0,0,0.3
single,160,68,100,0,0,0,0.3
single,161,68,100,0,0,0,0.3
single,162,68,100,0,0,0,0.3
single,163,68,100,0,0,0,0.3
single,164,68,100,0,0,0,0.3
single,165,68,100,0,0,0,0.3
single,166,68,100,0,0,0,0.3
single,167,68,100,0,0,0,0.3
single,168,68,100,0,0,0,0.3
single,169,68,100,0,0,0,0.3
single,170,68,100,0,0,0,0.3
single,171,68,100,0,0,0,0.3
single,172,68,100,0,0,0,0.3
single,173,68,100,0,0,0,0.3
single,174,68,100,0,0,0,0.3
single,175,68,100,0,0,0,0.3
single,176,68,100,0,0,0,0.3
single,177,68,100,0,0,0,0.3
single,178,68,100,0,0,0,0.3
single,179,68,100,0,0,0,0.3
single,180,68,100,0,0,0,0.3
single,181,68,100,0,0,0,0.3
single,182,68,100,0,0,0,0.3
single,183,68,100,0,0,0,0.3
single,184,68,100,0,0,0,0.3
single,185,68,100,0,0,0,0.3
single,186,68,100,0,0,0,0.3
single,187,68,100,0,0,0,0.3
single,188,68,100,0,0,0,0.3
single,189,68,100,0,0,0,0.3
single,190,68,100,0,0,0,0.3
single,191,68,100,0,0,0,0.3
single,192,68,100,0,0,0,0.3
single,193,68,100,0,0,0,0.3
