graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,100,100,0.333333,0.845,0,0
no_graph,-19,100,100,0.333333,0.82,0,0
no_graph,-18,100,100,0.333333,0.841667,0,0
no_graph,-17,100,100,0.333333,0.845,0,0
no_graph,-16,100,100,0.333333,0.863333,0,0
no_graph,-15,100,100,0.333333,0.833333,0,0
no_graph,-14,100,100,0.333333,0.873333,0,0
no_graph,-13,100,100,0.333333,0.858333,0,0
no_graph,-12,100,100,0.34,0.88,0,0
no_graph,-11,100,100,0.516667,0.851667,0,0
no_graph,-10,100,100,0.58,0.865,0,0
no_graph,-9,100,100,0.56,0.843333,0,0
no_graph,-8,100,100,0.513333,0.828333,0,0
no_graph,-7,100,100,0.763333,0.848333,0,0
no_graph,-6,100,100,0.733333,0.848333,0,0
no_graph,-5,100,100,0.68,0.855,0,0
no_graph,-4,100,100,0.67,0.86,0,0
no_graph,-3,100,100,0.666667,0.845,0,0
no_graph,-2,100,100,0.666667,0.811667,0,0
no_graph,-1,100,100,0.666667,0.83,0,0
no_graph,0,100,100,0.666667,0.22,0,0
no_graph,1,100,100,0.666667,0.21,0,0
no_graph,2,100,100,0.666667,0.24,0,0
no_graph,3,100,100,0.666667,0.215,0.02,0.02
no_graph,4,98,100,0.656463,0.221088,0.306122,0.32
no_graph,5,68,100,0.632353,0.232843,0.382353,0.58
no_graph,6,42,100,0.611111,0.25,0.666667,0.86
no_graph,7,14,100,0.5,0.178571,0.428571,0.92
no_graph,8,8,100,0.333333,0.270833,0.375,0.95
no_graph,9,5,100,0.2,0.233333,0.2,0.96
no_graph,10,4,100,0.166667,0.208333,0,0.96
no_graph,11,4,100,0.166667,0.208333,0,0.96
no_graph,12,4,100,0.166667,0.166667,0,0.96
no_graph,13,4,100,0.166667,0.25,0,0.96
no_graph,14,4,100,0.166667,0.0833333,0,0.96
no_graph,15,4,100,0.166667,0,0,0.96
no_graph,16,4,100,0.166667,0,0,0.96
no_graph,17,4,100,0.166667,0,0,0.96
no_graph,18,4,100,0.166667,0,0,0.96
no_graph,19,4,100,0.166667,0,0,0.96
no_graph,20,4,100,0,0,0,0.96
no_graph,21,4,100,0,0,0,0.96
no_graph,22,4,100,0,0,0,0.96
no_graph,23,4,100,0,0,0,0.96
