graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,-20,100,100,0.333333,0.833333,0,0
single,-19,100,100,0.333333,0.865,0,0
single,-18,100,100,0.333333,0.841667,0,0
single,-17,100,100,0.333333,0.838333,0,0
single,-16,100,100,0.333333,0.86,0,0
single,-15,100,100,0.333333,0.811667,0,0
single,-14,100,100,0.333333,0.8,0,0
single,-13,100,100,0.333333,0.84,0,0
single,-12,100,100,0.333333,0.811667,0,0
single,-11,100,100,0.333333,0.845,0,0
single,-10,100,100,0.363333,0.828333,0,0
single,-9,100,100,0.47,0.811667,0,0
single,-8,100,100,0.54,0.858333,0,0
single,-7,100,100,0.706667,0.856667,0,0
single,-6,100,100,0.84,0.84,0,0
single,-5,100,100,0.823333,0.863333,0,0
single,-4,100,100,0.796667,0.831667,0,0
single,-3,100,100,0.766667,0.81,0,0
single,-2,100,100,0.746667,0.776667,0,0
single,-1,100,100,0.726667,0.825,0,0
single,0,100,100,0.72,0.83,0,0
single,1,100,100,0.713333,0.216667,0,0
single,2,100,100,0.696667,0.226667,0,0
single,3,100,100,0.69,0.261667,0,0
single,4,100,100,0.68,0.235,0,0
single,5,100,100,0.673333,0.24,0,0
single,6,100,100,0.673333,0.235,0,0
single,7,100,100,0.673333,0.23,0.02,0.02
single,8,98,100,0.656463,0.255102,0,0.02
single,9,98,100,0.656463,0.227891,0,0.02
single,10,98,100,0.646259,0.229592,0,0.02
single,11,98,100,0.619048,0.239796,0,0.02
single,12,98,100,0.561225,0.234694,0,0.02
single,13,98,100,0.486395,0.231293,0,0.02
single,14,98,100,0.391156,0.248299,0,0.02
single,15,97,100,0.305842,0.223368,0,0.02
single,16,97,100,0.202749,0.24055,0,0.02
single,17,97,100,0.147766,0.225086,0,0.02
single,18,97,100,0.0996564,0.233677,0,0.02
single,19,97,100,0.0515464,0.225086,0,0.02
single,20,97,100,0.0309278,0.233677,0,0.02
single,21,97,100,0.00687285,0.242268,0,0.02
single,22,97,100,0,0.230241,0,0.02
single,23,97,100,0,0.225086,0,0.02
single,24,97,100,0,0.209622,0,0.02
single,25,97,100,0,0.213058,0,0.02
single,26,97,100,0,0.161512,0,0.02
single,27,97,100,0,0.12543,0,0.02
single,28,97,100,0,0.109966,0,0.02
single,29,97,100,0,0.0841924,0,0.02
single,30,97,100,0,0.0652921,0,0.02
single,31,97,100,0,0.0412371,0,0.02
single,32,97,100,0,0.0378007,0,0.02
single,33,97,100,0,0.0292096,0,0.02
single,34,97,100,0,0.0292096,0,0.02
single,35,97,100,0,0.0189003,0,0.02
single,36,97,100,0,0.0171821,0,0.02
single,37,97,100,0,0.0154639,0,0.02
single,38,97,100,0,0.00515464,0,0.02
single,39,97,100,0,0.00343643,0,0.02
single,40,97,100,0,0,0,0.02
single,41,97,100,0,0,0,0.02
single,42,97,100,0,0,0,0.02
single,43,97,100,0,0,0,0.02
single,44,97,100,0,0,0,0.02
single,45,97,100,0,0,0,0.02
single,46,97,100,0,0,0,0.02
single,47,97,100,0,0,0,0.02
single,48,97,100,0,0,0,0.02
single,49,97,100,0,0,0,0.02
single,50,97,100,0,0,0,0.02
single,51,97,100,0,0,0,0.02
single,52,97,100,0,0,0,0.02
single,53,97,100,0,0,0,0.02
single,54,97,100,0,0,0,0.02
single,55,97,100,0,0,0,0.02
single,56,97,100,0,0,0,0.02
single,57,97,100,0,0,0,0.02
single,58,97,100,0,0,0,0.02
single,59,97,100,0,0,0,0.02
single,60,97,100,0,0,0,0.02
single,61,97,100,0,0,0,0.02
single,62,97,100,0,0,0,0.02
single,63,97,100,0,0,0,0.02
single,64,97,100,0,0,0,0.02
single,65,97,100,0,0,0,0.02
single,66,97,100,0,0,0,0.02
single,67,97,100,0,0,0,0.02
single,68,97,100,0,0,0,0.02
single,69,97,100,0,0,0,0.02
single,70,97,100,0,0,0,0.02
single,71,97,100,0,0,0,0.02
single,72,97,100,0,0,0,0.02
single,73,97,100,0,0,0,0.02
single,74,97,100,0,0,0,0.02
single,75,97,100,0,0,0,0.02
single,76,97,100,0,0,0,0.02
single,77,97,100,0,0,0,0.02
single,78,97,100,0,0,0,0.02
single,79,97,100,0,0,0,0.02
single,80,97,100,0,0,0,0.02
single,81,97,100,0,0.238832,0,0.02
single,82,97,100,0,0.238832,0,0.02
single,83,97,100,0,0.231959,0,0.02
single,84,97,100,0,0.216495,0,0.02
single,85,97,100,0,0.218213,0,0.02
single,86,97,100,0,0.230241,0,0.02
single,87,97,100,0,0.230241,0,0.02
single,88,97,100,0,0.207904,0,0.02
single,89,97,100,0,0.216495,0,0.02
single,90,97,100,0,0.223368,0,0.02
single,91,97,100,0,0.213058,0,0.02
single,92,97,100,0,0.206186,0,0.02
single,93,97,100,0,0.225086,0,0.02
single,94,97,100,0,0.223368,0,0.02
single,95,97,100,0,0.197595,0,0.02
single,96,97,100,0,0.221649,0,0.02
single,97,97,100,0,0.19244,0,0.02
single,98,97,100,0,0.21134,0,0.02
single,99,97,100,0,0.226804,0,0.02
single,100,97,100,0,0.202749,0,0.02
single,101,97,100,0,0.202749,0,0.02
single,102,97,100,0,0.221649,0,0.02
single,103,97,100,0,0.199313,0,0.02
single,104,97,100,0,0.204467,0,0.02
