graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,100,100,0.333333,0.843333,0,0
no_graph,-19,100,100,0.333333,0.876667,0,0
no_graph,-18,100,100,0.333333,0.851667,0,0
no_graph,-17,100,100,0.333333,0.851667,0,0
no_graph,-16,100,100,0.333333,0.851667,0,0
no_graph,-15,100,100,0.333333,0.831667,0,0
no_graph,-14,100,100,0.333333,0.821667,0,0
no_graph,-13,100,100,0.333333,0.866667,0,0
no_graph,-12,100,100,0.33,0.81,0,0
no_graph,-11,100,100,0.463333,0.853333,0,0
no_graph,-10,100,100,0.523333,0.803333,0,0
no_graph,-9,100,100,0.52,0.843333,0,0
no_graph,-8,100,100,0.476667,0.87,0,0
no_graph,-7,100,100,0.693333,0.826667,0,0
no_graph,-6,100,100,0.726667,0.865,0,0
no_graph,-5,100,100,0.683333,0.818333,0,0
no_graph,-4,100,100,0.673333,0.851667,0,0
no_graph,-3,100,100,0.673333,0.796667,0,0
no_graph,-2,100,100,0.67,0.85,0,0
no_graph,-1,100,100,0.67,0.79,0,0
no_graph,0,100,100,0.66,0.83,0,0
no_graph,1,100,100,0.653333,0.243333,0,0
no_graph,2,100,100,0.65,0.25,0,0
no_graph,3,100,100,0.636667,0.225,0,0
no_graph,4,100,100,0.603333,0.218333,0.22,0.22
no_graph,5,78,100,0.551282,0.254274,0.269231,0.43
no_graph,6,57,100,0.479532,0.236842,0.298246,0.6
no_graph,7,40,100,0.4,0.2625,0.3,0.72
no_graph,8,28,100,0.333333,0.238095,0.142857,0.76
no_graph,9,24,100,0.333333,0.215278,0.0833333,0.78
no_graph,10,22,100,0.333333,0.265152,0,0.78
no_graph,11,22,100,0.333333,0.257576,0,0.78
no_graph,12,22,100,0.333333,0.242424,0,0.78
no_graph,13,22,100,0.333333,0.219697,0,0.78
no_graph,14,22,100,0.333333,0.136364,0,0.78
no_graph,15,22,100,0.333333,0,0,0.78
no_graph,16,22,100,0.333333,0,0,0.78
no_graph,17,22,100,0.318182,0,0,0.78
no_graph,18,22,100,0.287879,0,0,0.78
no_graph,19,22,100,0.166667,0,0,0.78
no_graph,20,22,100,0.0454545,0,0,0.78
no_graph,21,22,100,0,0,0,0.78
no_graph,22,22,100,0,0,0,0.78
no_graph,23,22,100,0,0,0,0.78
no_graph,24,22,100,0,0,0,0.78
no_graph,25,22,100,0,0,0,0.78
no_graph,26,22,100,0,0,0,0.78
no_graph,27,22,100,0,0,0,0.78
no_graph,28,22,100,0,0,0,0.78
no_graph,29,22,100,0,0,0,0.78
no_graph,30,22,100,0,0,0,0.78
no_graph,31,22,100,0,0,0,0.78
no_graph,32,22,100,0,0,0,0.78
no_graph,33,22,100,0,0,0,0.78
no_graph,34,22,100,0,0,0,0.78
no_graph,35,22,100,0,0,0,0.78
no_graph,36,22,100,0,0,0,0.78
no_graph,37,22,100,0,0,0,0.78
no_graph,38,22,100,0,0,0,0.78
no_graph,39,22,100,0,0,0,0.78
no_graph,40,22,100,0,0,0,0.78
no_graph,41,22,100,0,0,0,0.78
no_graph,42,22,100,0,0,0,0.78
no_graph,43,22,100,0,0,0,0.78
no_graph,44,22,100,0,0,0,0.78
no_graph,45,22,100,0,0,0,0.78
no_graph,46,22,100,0,0,0,0.78
no_graph,47,22,100,0,0,0,0.78
no_graph,48,22,100,0,0,0,0.78
no_graph,49,22,100,0,0,0,0.78
no_graph,50,22,100,0,0,0,0.78
no_graph,51,22,100,0,0,0,0.78
no_graph,52,22,100,0,0,0,0.78
no_graph,53,22,100,0,0,0,0.78
no_graph,54,22,100,0,0,0,0.78
no_graph,55,22,100,0,0,0,0.78
no_graph,56,22,100,0,0,0,0.78
no_graph,57,22,100,0,0,0,0.78
no_graph,58,22,100,0,0,0,0.78
no_graph,59,22,100,0,0,0,0.78
no_graph,60,22,100,0,0,0,0.78
no_graph,61,22,100,0,0,0,0.78
no_graph,62,22,100,0,0,0,0.78
no_graph,63,22,100,0,0,0,0.78
no_graph,64,22,100,0,0,0,0.78
no_graph,65,22,100,0,0,0,0.78
no_graph,66,22,100,0,0,0,0.78
no_graph,67,22,100,0,0,0,0.78
no_graph,68,22,100,0,0,0,0.78
no_graph,69,22,100,0,0,0,0.78
no_graph,70,22,100,0,0,0,0.78
no_graph,71,22,100,0,0,0,0.78
no_graph,72,22,100,0,0,0,0.78
no_graph,73,22,100,0,0,0,0.78
no_graph,74,22,100,0,0,0,0.78
no_graph,75,22,100,0,0,0,0.78
no_graph,76,22,100,0,0,0,0.78
no_graph,77,22,100,0,0,0,0.78
no_graph,78,22,100,0,0,0,0.78
no_graph,79,22,100,0,0,0,0.78
no_graph,80,22,100,0,0,0,0.78
no_graph,81,22,100,0,0,0,0.78
no_graph,82,22,100,0,0,0,0.78
no_graph,83,22,100,0,0,0,0.78
no_graph,84,22,100,0,0,0,0.78
no_graph,85,22,100,0,0,0,0.78
no_graph,86,22,100,0,0,0,0.78
no_graph,87,22,100,0,0,0,0.78
no_graph,88,22,100,0,0,0,0.78
no_graph,89,22,100,0,0,0,0.78
no_graph,90,22,100,0,0,0,0.78
no_graph,91,22,100,0,0,0,0.78
no_graph,92,22,100,0,0,0,0.78
no_graph,93,22,100,0,0,0,0.78
no_graph,94,22,100,0,0,0,0.78
no_graph,95,22,100,0,0,0,0.78
no_graph,96,22,100,0,0,0,0.78
no_graph,97,22,100,0,0,0,0.78
no_graph,98,22,100,0,0,0,0.78
no_graph,99,22,100,0,0,0,0.78
no_graph,100,22,100,0,0,0,0.78
no_graph,101,22,100,0,0,0,0.78
no_graph,102,22,100,0,0,0,0.78
no_graph,103,22,100,0,0,0,0.78
no_graph,104,22,100,0,0,0,0.78
no_graph,105,22,100,0,0,0,0.78
no_graph,106,22,100,0,0,0,0.78
no_graph,107,22,100,0,0,0,0.78
no_graph,108,22,100,0,0,0,0.78
no_graph,109,22,100,0,0,0,0.78
no_graph,110,22,100,0,0,0,0.78
no_graph,111,22,100,0,0,0,0.78
no_graph,112,22,100,0,0,0,0.78
no_graph,113,22,100,0,0,0,0.78
no_graph,114,22,100,0,0,0,0.78
no_graph,115,22,100,0,0,0,0.78
no_graph,116,22,100,0,0,0,0.78
no_graph,117,22,100,0,0,0,0.78
no_graph,118,22,100,0,0,0,0.78
no_graph,119,22,100,0,0,0,0.78
no_graph,120,22,100,0,0,0,0.78
no_graph,121,22,100,0,0,0,0.78
no_graph,122,22,100,0,0,0,0.78
no_graph,123,22,100,0,0,0,0.78
no_graph,124,22,100,0,0,0,0.78
no_graph,125,22,100,0,0,0,0.78
no_graph,126,22,100,0,0,0,0.78
no_graph,127,22,100,0,0,0,0.78
no_graph,128,22,100,0,0,0,0.78
