metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,no_graph,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,30,0.4,1,0.6,0.1333333333,1,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,30,0.4,1,0.6,0.1333333333,1,3000,20260717
timeout,Timeout,rate,false,3,30,0.6,0,-0.6,-1,-0.1333333333,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,30,134.1,5.6,-128.5,-214.4333333,-28.2325,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,30,0.2748611193,1,0.7251388807,0.4390277611,0.9941666665,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,30,0.2181349249,0.4399735533,0.2218386284,0.04652667643,0.37322752,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,30,0.06595238095,0.1599603175,0.09400793651,0.01458333333,0.1608475529,3000,20260717
steps,Episode length,steps,false,3,30,174.1,45.6,-128.5,-214.4333333,-28.2325,3000,20260717
