method,replicates,episodes_per_replicate,success_mean,success_std,chain_closed_mean,chain_closed_std,attack_window_formed_mean,attack_window_formed_std,attack_window_rate_mean,attack_window_rate_std,tracking_rate_mean,tracking_rate_std,comm_connectivity_mean,comm_connectivity_std,mean_message_age_mean,mean_message_age_std,collision_mean,collision_std,timeout_mean,timeout_std,constraint_violation_mean,constraint_violation_std,steps_mean,steps_std,avg_mean_range_mean,avg_mean_range_std,final_mean_range_mean,final_mean_range_std,reward_sum_mean,reward_sum_std
Geometric controller,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.029629630512661403,0.0,0.4296296338240306,0.0,1.0,0.0,42.37036912706163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,14824.327528211805,0.0,5051.9990234375,0.0,40.2714504301548,0.0
RI-GMAPPO from scratch,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333432674408,0.0,1.0,0.0,22.837178978782433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,39103.353461162864,0.0,84304.4609375,0.0,2.4556863317266107,0.0
RI-GMAPPO BC-only,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307921556327,0.0,0.4615384695621637,0.0,115.07051233144907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,30387.91024263822,0.0,68093.78125,0.0,-24.864983725361526,0.0
RI-GMAPPO BC-to-PPO,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307921556327,0.0,0.4615384695621637,0.0,115.07051233144907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,30387.91024263822,0.0,68093.78125,0.0,-24.864983725361526,0.0
