method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,47,5.191489362,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,57,5.771929825,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
