graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,180,45,0,0,0,0
single,181,45,0,0,0,0
single,182,45,0,0,0,0
single,183,45,0,0,0,0
single,184,45,0,0,0,0
single,185,45,0,0,0,0
single,186,45,0,0,0,0
single,187,45,0,0,0,0
single,188,45,0,0,0,0
single,189,45,0,0,0,0
single,190,45,0,0,0,0
single,191,45,0,0,0,0
single,192,45,0,0,0,0
single,193,45,0,0,0,0
single,194,45,0,0,0,0
single,195,45,0,0,0,0
single,196,45,0,0,0,0
single,197,45,0,0,0,0
single,198,45,0,0,0,0
single,199,45,0,0,0,0
single,200,45,0,0,0,0
single,201,45,0.00740741,0,0,0
single,202,45,0.00740741,0,0,0
single,203,45,0.00740741,0,0,0
single,204,45,0.00740741,0,0.0222222,0.0222222
single,205,44,0,0,0,0
single,206,44,0.00757576,0,0,0
single,207,44,0.00757576,0.00757576,0,0
single,208,44,0.00757576,0.00378788,0,0
single,209,44,0.00757576,0.0151515,0.0227273,0.0227273
single,210,43,0,0.0116279,0,0
single,211,43,0,0.0155039,0,0
single,212,43,0,0.00775194,0,0
single,213,43,0,0.00387597,0,0
single,214,43,0,0.0116279,0,0
single,215,43,0,0.0116279,0,0
single,216,43,0,0.0155039,0,0
single,217,43,0,0.0155039,0,0
single,218,43,0,0.0155039,0,0
single,219,43,0,0.0155039,0,0
single,220,43,0,0.00387597,0,0
