method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611000,0,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.027210885164689044,0.3537415071409576,1.0,40.87074710459125,0.0,0.0,0.0,49.0,46.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,14467.798738440688,5127.32666015625,40.56180861592293
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611001,1,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.02836879517169709,0.4397163169181093,1.0,42.41134627321933,0.0,0.0,0.0,47.0,44.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,14493.73711768617,4657.14208984375,41.45430400967598
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611002,2,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,36.592591518825955,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14816.838715277778,5051.99560546875,40.73995190858841
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611003,3,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,43.33333206176758,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14678.580247961956,4927.95849609375,41.12938955426216
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611004,4,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.027777778605620067,0.35416667722165585,1.0,40.26388772390783,0.0,0.0,0.0,48.0,45.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,14603.868845621744,5391.5615234375,40.03504174947739
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611005,5,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.03030303120613098,0.40909091383218765,1.0,35.454544414173476,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15161.938643022017,5782.19384765625,39.26771867275238
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611006,6,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.02836879517169709,0.3546099396462136,1.0,42.73049521002363,0.0,0.0,0.0,47.0,44.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,14808.96323346077,5978.12890625,39.069724798202515
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611007,7,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.03030303120613098,0.4242424287579276,1.0,37.424241326072,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15099.256036931818,5670.587890625,39.55807566642761
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611008,8,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,37.6811583145805,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14616.734682829483,4696.46044921875,41.56171864271164
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611009,9,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,36.592591518825955,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14813.856184895832,5052.4638671875,40.6587590277195
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed1/actor_critic_best.pt,checkpoint,611010,10,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.028985508110212242,0.3840579792209294,1.0,41.449274146038555,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14721.010498046875,5215.6884765625,39.91139307618141
