method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612000,0,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.029629630512661403,0.22962963647312587,1.0,28.99999915295177,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,15496.88779296875,7925.9453125,34.3077355325222
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612001,1,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.0025641026405187756,0.037179488287522246,0.3217948753100175,70.03717897866781,0.0,1.0,0.0,260.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19455.413313176083,29266.990234375,1.5695517119020224
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612002,2,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.028985508110212242,0.23188406488169794,1.0,28.413042649626732,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,15388.984629755434,7781.11865234375,34.76722577214241
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612003,3,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.0025641026405187756,0.04102564224830041,0.34102564580165423,66.0807694417926,0.0,1.0,0.0,260.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19610.807147686297,27989.765625,4.131451422581449
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612004,4,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,1.0,1.0,1.0,0.029629630512661403,0.24444445172945659,1.0,28.99999915295177,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,15490.614539930555,7923.818359375,34.623772233724594
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612005,5,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,0.0,0.0,0.07179487393452572,0.25769230769230766,80.33717847248683,0.0,1.0,0.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18214.094713416467,30101.486328125,-1.3762244042009115
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612006,6,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.003846153960778163,0.04102564224830041,0.30256410573537534,71.81923109224209,0.0,1.0,0.0,260.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19508.551673302285,29447.8125,1.5183565700426698
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612007,7,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.0025641026405187756,0.038461539607781633,0.26666666911198544,75.7358972839438,0.0,1.0,0.0,260.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20401.129298753003,30628.591796875,-2.7444512103684247
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612008,8,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.003846153960778163,0.038461539607781633,0.2782051309943199,74.07435882240534,0.0,1.0,0.0,260.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20946.621138822116,33782.3046875,-3.8091038949787617
EA-RG-MAPPO-S,results/intercept_3d_no_graph_source_curriculum/runs/no_graph/bc_ppo_seed2/actor_critic_best.pt,checkpoint,612009,9,50,straight,1.0,0.0,0,0.0,-1,0,0,none,none,none,True,0.0,0.0,1.0,0.0025641026405187756,0.038461539607781633,0.2705128230727636,75.17051266855918,0.0,1.0,0.0,260.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20770.114291616588,31563.474609375,-3.1654483964666724
