method,metric,unit,n_recovered_episodes,mean,note
no_graph,recovered_only_recovery_steps,steps,19,5.263157895,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,56,5.946428571,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
