metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,no_graph,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.3166666667,0.9333333333,0.6166666667,0,1,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.3166666667,0.9333333333,0.6166666667,0,1,3000,20260717
timeout,Timeout,rate,false,3,60,0.6833333333,0.06666666667,-0.6166666667,-1,0,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,152,20.21666667,-131.7833333,-214,-0.04916666667,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.2016765933,0.9438194447,0.7421428513,0.3305409083,0.9947916665,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.1366137598,0.3108724712,0.1742587114,0.04067605035,0.2676038827,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.05178571429,0.1393915344,0.08760582011,-0.0009060846561,0.1474677579,3000,20260717
steps,Episode length,steps,false,3,60,192,60.21666667,-131.7833333,-214,-0.04916666667,3000,20260717
