metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.3833333333,0.9833333333,0.6,0.2666666667,0.8666666667,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.3833333333,0.9833333333,0.6,0.2666666667,0.8666666667,3000,20260717
timeout,Timeout,rate,false,3,60,0.6166666667,0.01666666667,-0.6,-0.8666666667,-0.2666666667,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,138,9.316666667,-128.6833333,-186.23375,-57.115,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.4717592616,0.985763889,0.5140046274,0.2287961027,0.748064233,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.1970486157,0.3314801854,0.1344315697,0.03317221952,0.2085887429,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.05601190476,0.1521103896,0.09609848485,0.03985965308,0.1438988246,3000,20260717
steps,Episode length,steps,false,3,60,178,49.31666667,-128.6833333,-186.23375,-57.115,3000,20260717
