graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,5,0.333333,0.833333,0,0
no_graph,-19,5,0.333333,0.9,0,0
no_graph,-18,5,0.333333,0.766667,0,0
no_graph,-17,5,0.333333,0.866667,0,0
no_graph,-16,5,0.333333,0.933333,0,0
no_graph,-15,5,0.333333,0.866667,0,0
no_graph,-14,5,0.333333,0.666667,0,0
no_graph,-13,5,0.333333,0.866667,0,0
no_graph,-12,5,0.333333,0.866667,0,0
no_graph,-11,5,0.4,0.9,0,0
no_graph,-10,5,0.333333,0.666667,0,0
no_graph,-9,5,0.4,0.866667,0,0
no_graph,-8,5,0.333333,0.9,0,0
no_graph,-7,5,0.266667,0.833333,0,0
no_graph,-6,5,0.2,0.866667,0,0
no_graph,-5,5,0.133333,0.933333,0,0
no_graph,-4,5,0.133333,0.933333,0,0
no_graph,-3,5,0.0666667,0.9,0,0
no_graph,-2,5,0.0666667,0.833333,0,0
no_graph,-1,5,0,0.866667,0,0
no_graph,0,5,0,0.933333,0,0
no_graph,1,5,0,0.233333,0,0
no_graph,2,5,0,0.166667,0,0
no_graph,3,5,0,0.166667,0,0
no_graph,4,5,0,0.2,0,0
no_graph,5,5,0,0.233333,0,0
no_graph,6,5,0,0.2,0,0
no_graph,7,5,0,0.266667,0,0
no_graph,8,5,0,0.266667,0,0
no_graph,9,5,0,0.2,0,0
no_graph,10,5,0,0.266667,0,0
no_graph,11,5,0,0.133333,0,0
no_graph,12,5,0,0.166667,0,0
no_graph,13,5,0,0.133333,0,0
no_graph,14,5,0,0,0,0
no_graph,15,5,0,0,0,0
no_graph,16,5,0,0,0,0
no_graph,17,5,0,0,0,0
no_graph,18,5,0,0,0,0
no_graph,19,5,0,0,0,0
no_graph,20,5,0,0,0,0
no_graph,21,5,0,0,0,0
no_graph,22,5,0,0,0,0
no_graph,23,5,0,0,0,0
no_graph,24,5,0,0,0,0
no_graph,25,5,0,0,0,0
no_graph,26,5,0,0,0,0
no_graph,27,5,0,0,0,0
no_graph,28,5,0,0,0,0
no_graph,29,5,0,0,0,0
no_graph,30,5,0,0,0,0
no_graph,31,5,0,0,0,0
no_graph,32,5,0,0,0,0
no_graph,33,5,0,0,0,0
no_graph,34,5,0,0,0,0
no_graph,35,5,0,0,0,0
no_graph,36,5,0,0,0,0
no_graph,37,5,0,0,0,0
no_graph,38,5,0,0,0,0
no_graph,39,5,0,0,0,0
no_graph,40,5,0,0,0,0
no_graph,41,5,0,0,0,0
no_graph,42,5,0,0,0,0
no_graph,43,5,0,0,0,0
no_graph,44,5,0,0,0,0
no_graph,45,5,0,0,0,0
no_graph,46,5,0,0,0,0
no_graph,47,5,0,0,0,0
no_graph,48,5,0,0,0,0
no_graph,49,5,0,0,0,0
no_graph,50,5,0,0,0,0
no_graph,51,5,0,0,0,0
no_graph,52,5,0,0,0,0
no_graph,53,5,0,0,0,0
no_graph,54,5,0,0,0,0
no_graph,55,5,0,0,0,0
no_graph,56,5,0,0,0,0
no_graph,57,5,0,0,0,0
no_graph,58,5,0,0,0,0
no_graph,59,5,0,0,0,0
no_graph,60,5,0,0,0,0
no_graph,61,5,0,0,0,0
no_graph,62,5,0,0,0,0
no_graph,63,5,0,0,0,0
no_graph,64,5,0,0,0,0
no_graph,65,5,0,0,0,0
no_graph,66,5,0,0,0,0
no_graph,67,5,0,0,0,0
no_graph,68,5,0,0,0,0
no_graph,69,5,0,0,0,0
no_graph,70,5,0,0,0,0
no_graph,71,5,0,0,0,0
no_graph,72,5,0,0,0,0
no_graph,73,5,0,0,0,0
no_graph,74,5,0,0,0,0
no_graph,75,5,0,0,0,0
no_graph,76,5,0,0,0,0
no_graph,77,5,0,0,0,0
no_graph,78,5,0,0,0,0
no_graph,79,5,0,0,0,0
no_graph,80,5,0,0,0,0
no_graph,81,5,0,0,0,0
no_graph,82,5,0,0,0,0
no_graph,83,5,0,0,0,0
no_graph,84,5,0,0,0,0
no_graph,85,5,0,0,0,0
no_graph,86,5,0,0,0,0
no_graph,87,5,0,0,0,0
no_graph,88,5,0,0,0,0
no_graph,89,5,0,0,0,0
no_graph,90,5,0,0,0,0
no_graph,91,5,0,0,0,0
no_graph,92,5,0,0,0,0
no_graph,93,5,0,0,0,0
no_graph,94,5,0,0,0,0
no_graph,95,5,0,0,0,0
no_graph,96,5,0,0,0,0
no_graph,97,5,0,0,0,0
no_graph,98,5,0,0,0,0
no_graph,99,5,0,0,0,0
no_graph,100,5,0,0,0,0
no_graph,101,5,0,0,0,0
no_graph,102,5,0,0,0,0
no_graph,103,5,0,0,0,0
no_graph,104,5,0,0,0,0
no_graph,105,5,0,0,0,0
no_graph,106,5,0,0,0,0
no_graph,107,5,0,0,0,0
no_graph,108,5,0,0,0,0
no_graph,109,5,0,0,0,0
no_graph,110,5,0,0,0,0
no_graph,111,5,0,0,0,0
no_graph,112,5,0,0,0,0
no_graph,113,5,0,0,0,0
no_graph,114,5,0,0,0,0
no_graph,115,5,0,0,0,0
no_graph,116,5,0,0,0,0
no_graph,117,5,0,0,0,0
no_graph,118,5,0,0,0,0
no_graph,119,5,0,0,0,0
no_graph,120,5,0,0,0,0
no_graph,121,5,0,0,0,0
no_graph,122,5,0,0,0,0
no_graph,123,5,0,0,0,0
no_graph,124,5,0,0,0,0
no_graph,125,5,0,0,0,0
no_graph,126,5,0,0,0,0
no_graph,127,5,0,0,0,0
no_graph,128,5,0,0,0,0
no_graph,129,5,0,0,0,0
no_graph,130,5,0,0,0,0
no_graph,131,5,0,0,0,0
no_graph,132,5,0,0,0,0
no_graph,133,5,0,0,0,0
no_graph,134,5,0,0,0,0
no_graph,135,5,0,0,0,0
no_graph,136,5,0,0,0,0
no_graph,137,5,0,0,0,0
no_graph,138,5,0,0,0,0
no_graph,139,5,0,0,0,0
no_graph,140,5,0,0,0,0
no_graph,141,5,0,0,0,0
no_graph,142,5,0,0,0,0
no_graph,143,5,0,0,0,0
no_graph,144,5,0,0.0333333,0,0
no_graph,145,5,0,0.0333333,0,0
no_graph,146,5,0,0.0666667,0,0
no_graph,147,5,0,0,0,0
no_graph,148,5,0,0.0333333,0,0
no_graph,149,5,0,0.0333333,0,0
no_graph,150,5,0,0,0,0
no_graph,151,5,0,0.0666667,0,0
no_graph,152,5,0,0.0666667,0,0
no_graph,153,5,0,0.0666667,0,0
no_graph,154,5,0,0.0333333,0,0
no_graph,155,5,0,0.0333333,0,0
no_graph,156,5,0,0.0333333,0,0
no_graph,157,5,0,0.0333333,0,0
no_graph,158,5,0,0.0333333,0,0
no_graph,159,5,0,0.0333333,0,0
no_graph,160,5,0,0.0666667,0,0
no_graph,161,5,0,0.0666667,0,0
no_graph,162,5,0,0.0333333,0,0
no_graph,163,5,0,0.0666667,0,0
no_graph,164,5,0,0.0666667,0,0
no_graph,165,5,0,0.0333333,0,0
no_graph,166,5,0,0.0666667,0,0
no_graph,167,5,0,0.0333333,0,0
no_graph,168,5,0,0.0666667,0,0
no_graph,169,5,0,0.0333333,0,0
no_graph,170,5,0,0.0333333,0,0
no_graph,171,5,0,0,0,0
no_graph,172,5,0,0.0666667,0,0
no_graph,173,5,0,0.0333333,0,0
no_graph,174,5,0,0.0333333,0,0
no_graph,175,5,0,0.0666667,0,0
no_graph,176,5,0,0.0666667,0,0
no_graph,177,5,0,0.0666667,0,0
no_graph,178,5,0,0.0666667,0,0
no_graph,179,5,0,0.0333333,0,0
no_graph,180,5,0,0.0666667,0,0
no_graph,181,5,0,0.0666667,0,0
no_graph,182,5,0,0.0666667,0,0
no_graph,183,5,0,0,0,0
no_graph,184,5,0,0.0333333,0,0
no_graph,185,5,0,0.0666667,0,0
no_graph,186,5,0,0.0333333,0,0
no_graph,187,5,0,0.0666667,0,0
no_graph,188,5,0,0.0333333,0,0
no_graph,189,5,0,0.0333333,0,0
no_graph,190,5,0,0.0666667,0,0
no_graph,191,5,0,0.0333333,0,0
no_graph,192,5,0,0.0333333,0,0
no_graph,193,5,0,0.0666667,0,0
no_graph,194,5,0,0.0333333,0,0
no_graph,195,5,0,0.0333333,0,0
no_graph,196,5,0,0.0666667,0,0
no_graph,197,5,0,0.0333333,0,0
no_graph,198,5,0,0.0666667,0,0
no_graph,199,5,0,0.0333333,0,0
no_graph,200,5,0,0.0666667,0,0
no_graph,201,5,0,0.0333333,0,0
no_graph,202,5,0,0.0333333,0,0
