method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,80,5.925,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,130,5.769230769,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
