method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_smoke/runs/bc_only_seed0/actor_critic_best.pt,checkpoint,40000,0,2,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,0.0,0.0,0.08974359241815713,0.29871795039910537,74.44871778316222,0.0,1.0,0.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19353.88698918269,38066.41015625,-2.1896627540700138
EA-RG-MAPPO-S,results/intercept_3d_no_task_support_baseline_smoke/runs/bc_only_seed0/actor_critic_best.pt,checkpoint,40001,1,2,straight,1.0,0.0,0,0.0,-1,0,0,no_task_support,True,0.0,0.0,0.0,0.0,0.07692307921556327,0.29871795028448106,74.5923068212775,0.0,1.0,0.0,260.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19608.277413236177,39673.12109375,-4.600265095476061
