current_value,future_value,prior,scout_distance,specialist_current_distance,specialist_future_distance,current_deadline,value_commit,value_reserve,value_active_reveal,value_aura_style,best_policy,active_gain_over_best_nonactive,active_feasible,signal_changes_commitment
12.0,10.0,0.8,3.0,2.0,3.0,5.0,12.0,12.399999999999999,11.9,14.0,aura_style,-2.0999999999999996,False,False
12.0,10.0,0.8,3.0,2.0,3.0,8.0,12.0,12.399999999999999,12.96,14.0,aura_style,-1.0399999999999991,True,True
12.0,10.0,0.8,3.0,2.0,6.0,5.0,12.0,12.399999999999999,11.9,14.0,aura_style,-2.0999999999999996,False,False
12.0,10.0,0.8,3.0,2.0,6.0,8.0,12.0,12.399999999999999,12.96,14.0,aura_style,-1.0399999999999991,True,True
12.0,10.0,0.8,3.0,4.0,3.0,5.0,12.0,12.399999999999999,11.9,14.0,aura_style,-2.0999999999999996,False,False
12.0,10.0,0.8,3.0,4.0,3.0,8.0,12.0,12.399999999999999,12.96,14.0,aura_style,-1.0399999999999991,True,True
12.0,10.0,0.8,3.0,4.0,6.0,5.0,12.0,12.399999999999999,11.9,12.0,reserve,-0.4999999999999982,False,False
12.0,10.0,0.8,3.0,4.0,6.0,8.0,12.0,12.399999999999999,12.96,14.0,aura_style,-1.0399999999999991,True,True
12.0,14.0,0.2,1.0,2.0,3.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,1.0,2.0,3.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,1.0,2.0,6.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,1.0,2.0,6.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,1.0,4.0,3.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,False,False
12.0,14.0,0.2,1.0,4.0,3.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,1.0,4.0,6.0,5.0,12.0,23.6,23.1,20.8,reserve,-0.5,False,False
12.0,14.0,0.2,1.0,4.0,6.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,3.0,2.0,3.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,False,False
12.0,14.0,0.2,3.0,2.0,3.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,3.0,2.0,6.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,False,False
12.0,14.0,0.2,3.0,2.0,6.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,3.0,4.0,3.0,5.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,False,False
12.0,14.0,0.2,3.0,4.0,3.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.2,3.0,4.0,6.0,5.0,12.0,23.6,23.1,20.8,reserve,-0.5,False,False
12.0,14.0,0.2,3.0,4.0,6.0,8.0,12.0,23.6,23.1,23.200000000000003,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,2.0,3.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,2.0,3.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,2.0,6.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,2.0,6.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,4.0,3.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,False,False
12.0,14.0,0.5,1.0,4.0,3.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,1.0,4.0,6.0,5.0,12.0,20.0,19.5,13.0,reserve,-0.5,False,False
12.0,14.0,0.5,1.0,4.0,6.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,3.0,2.0,3.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,False,False
12.0,14.0,0.5,3.0,2.0,3.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,3.0,2.0,6.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,False,False
12.0,14.0,0.5,3.0,2.0,6.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,3.0,4.0,3.0,5.0,12.0,20.0,19.5,19.0,reserve,-0.5,False,False
12.0,14.0,0.5,3.0,4.0,3.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.5,3.0,4.0,6.0,5.0,12.0,20.0,19.5,13.0,reserve,-0.5,False,False
12.0,14.0,0.5,3.0,4.0,6.0,8.0,12.0,20.0,19.5,19.0,reserve,-0.5,True,False
12.0,14.0,0.8,1.0,2.0,3.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,1.0,2.0,3.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,1.0,2.0,6.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,1.0,2.0,6.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,1.0,4.0,3.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,1.0,4.0,3.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,1.0,4.0,6.0,5.0,12.0,16.4,15.900000000000002,12.0,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,1.0,4.0,6.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,3.0,2.0,3.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,3.0,2.0,3.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,3.0,2.0,6.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,3.0,2.0,6.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,3.0,4.0,3.0,5.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,3.0,4.0,3.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
12.0,14.0,0.8,3.0,4.0,6.0,5.0,12.0,16.4,15.900000000000002,12.0,reserve,-0.49999999999999645,False,False
12.0,14.0,0.8,3.0,4.0,6.0,8.0,12.0,16.4,15.900000000000002,14.8,reserve,-0.49999999999999645,True,False
