source_commit,historical_path,sha256,bytes,data_rows,has_strict_pre_endpoint_field,has_after_loss_field,has_survival_like_fields
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/checkpoint_sweep/validation_selected_checkpoints.csv,c00cbf8e14f0d6d02e20f20f3edfb1961fc94deed107861b7ff0ae8386e07acc,3412,15,False,False,False
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_no_graph_vs_multi/intercept_3d_strict_sensing_recovered_only_steps.csv,32e83721be43b509db7ac75347412711a23cc84276601d478ff6655212e89241,389,2,False,False,False
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_no_graph_vs_multi/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,da43449d6b55225d7e07dd43147e4fd7037b33254cc7dbeacfb941a3cb3d728a,1162,8,False,False,True
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_no_graph_vs_multi/intercept_3d_strict_sensing_seed_level_deltas.csv,d68c05d8ba798cc7cef884281c65909c4f0eab9e9ba814558d01bd0ba7e561cc,3258,40,False,False,False
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_single_vs_multi/intercept_3d_strict_sensing_recovered_only_steps.csv,d94153be167f1a6f91c53b4157b29888fc607ff79b37f8afd9fa24bdc5573002,387,2,False,False,False
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_single_vs_multi/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,a09f688d0944aee5de99496f7b27b8f0031a38a6af6559dfb41d5cf005f100ef,1163,8,False,False,True
e02a753,results/intercept_3d_gate1_dropout030_bottleneck_5seed_formal/seed_aware_single_vs_multi/intercept_3d_strict_sensing_seed_level_deltas.csv,be5faa2d9d9c2937de73201a9bd8c0e57b3fc6a705fe0afde768ec67515ba979,3290,40,False,False,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep/validation_checkpoint_summary.csv,64fdbcd0982569cac00a42ea45db09aa47fed713c71c8f7858b5202d7d8b569b,5058,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep/validation_episode_metrics.csv,9a4a1249b9d7b9842beef48614f66c42f9c69b365ab484b0562fefaba6ba6dd1,270553,540,False,True,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/test_checkpoint_summary.csv,a71a7342dd3cd3df204a4841773e3a5d2c833de3bcb3a4386b5bca32ead3f6ee,2614,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/test_episode_metrics.csv,58797096192ceb11d044cb7eda5d29f870856fac4c42c5c14f8e907652dce9e0,223166,450,False,True,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/test_selected_checkpoints.csv,ff1c6583acc5b66b5f0e3eef6dde883c5d31dd90e370a2712682a264a851758c,2178,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/validation_checkpoint_summary.csv,549e21be9fb4d514b5f229ce6f5533c5f6f063898b8635b8ab24d02dccc75966,5059,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/validation_episode_metrics.csv,9a4a1249b9d7b9842beef48614f66c42f9c69b365ab484b0562fefaba6ba6dd1,270553,540,False,True,False
e02a753,results/intercept_3d_gate1_hardened_20update_3seed_dev/checkpoint_sweep_relaxed/validation_selected_checkpoints.csv,2c405d31f8d4faaafdc20d6b0c6af16de718391b2e7833f40334b1d3038e6f89,2291,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/test_checkpoint_summary.csv,1e8d657bc45fcfa1db3f1c3bd81b9e54e4087b86f490982119855c82ee85d0e6,2632,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/test_episode_metrics.csv,9d010fe86a0df044917c3fa63b0c0f00911af56ef44fa96988b240837bc8ee4f,222925,450,False,True,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/test_selected_checkpoints.csv,99dfc0302d48b47a7a246a67a252b5f620af861dc7ec575192a2b5ad55071d09,2194,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/validation_checkpoint_summary.csv,36a210e32bf22be46b7b499c3ea9803f37c53b6fef567ce555abf31648a36232,14047,54,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/validation_episode_metrics.csv,fbce17d9c26cdcbc02785cdcfd2ec5598f44b55f7a8564170c2ade8e55aaa15a,808000,1620,False,True,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/checkpoint_sweep/validation_selected_checkpoints.csv,c9caea8841f0ed4d0095d724b12d05fdc1920bb49c2d51d21db223563694d654,2259,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_no_graph/intercept_3d_strict_sensing_recovered_only_steps.csv,a197f0b5deb300a5004deb7265da9ee612e579af5e0107483133371d47460e6e,379,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_no_graph/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,f9fde0d391e588f26fc085fa775f931dd75d90262e2a5ba43fd9d54b76de0af0,1281,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_no_graph/intercept_3d_strict_sensing_seed_level_deltas.csv,c88bd9036b7b1c6dbe99f807798a7475ac324afde4a1d4d9716bbb944ff05363,1972,24,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_single/intercept_3d_strict_sensing_recovered_only_steps.csv,f179a60e794d657e64c82b93a3f79ec03892cde93dc5d9d110699ac530c36e04,383,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_single/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,b56940c88021e2a1919105bb26733c927999973283b21a728113b776be360970,1253,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_60update_3seed_dev/seed_aware_multi_vs_single/intercept_3d_strict_sensing_seed_level_deltas.csv,59d2f53a7fb11856d3cfe295449ef0e693cdb0a086643c59d366c986c0484863,1996,24,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/test_checkpoint_summary.csv,80973dc94868e18e870acc084b4e753d743af4750e8dc6f3b74988de2133c3cd,2629,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/test_episode_metrics.csv,b6a46792c9202d9c14dd093471253f225f74bf4c7e5763e9467903ec5835c937,228577,450,False,True,True
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/test_selected_checkpoints.csv,87d5cd68376aec1feb537eb530f2ad88d7378f9efd33e9d12a812c6e77df7fd7,2177,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/validation_checkpoint_summary.csv,f8f44b83a31db3f842a05416e215acaad16c4cb27b5490461d88bce210444e9c,14168,54,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/validation_episode_metrics.csv,32becdf5678b377dc034670486a9dd61072db402c7132d1570a2334e9d6fe0ff,828306,1620,False,True,True
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/checkpoint_sweep/validation_selected_checkpoints.csv,ec3b0d88ce0c5fae356e0055ceedf3a8ebf5169be13acc859066bb89c1ed774c,2295,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_recovered_only_steps.csv,af1dd295771b1ff8ad9ab6d7667f73c2a3c2c711e9906870b84a97b25161d583,387,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,00481a95aa1cd7aa4c4efae04f1e7f84bdf0ac556ceda7d3b7ced27e72354cfa,1221,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_seed_level_deltas.csv,059fbb7773117c41040bbb3a3bf16c9447c1264f1c9ae1b35b688050745f73ed,1982,24,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_recovered_only_steps.csv,991c6d9adfe1ae184f993f4231e895fcd3fe02d604eb7879423a6bdc6ddc1665,380,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,35aeb242795d235e6e0b3252dcd11721e17911ef9889a09dfc478b15c19bd0f4,1250,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag/seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_seed_level_deltas.csv,b5fdaaf78fb853605847d179adbb7379d3600d5eb274664c88b482fcf18cf789,1990,24,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag_min_distance_eval/checkpoint_sweep/test_checkpoint_summary.csv,1a078b5253e004f3c3bd0b9f3d8ab148bbeff4dbacc164e6a7233dc2d6e43b3d,2843,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag_min_distance_eval/checkpoint_sweep/test_episode_metrics.csv,71e2233eeb4bddbebe5710c807ddcb18511d5ade4f654fc81a9ecec920e76017,258860,450,False,True,True
e02a753,results/intercept_3d_gate1_hardened_60update_safety_diag_min_distance_eval/checkpoint_sweep/test_selected_checkpoints.csv,af7175bb5d6d6d168f4c8832cf790122ab7c8af6cce93ae4b5bded214afd9ff4,2391,9,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep/validation_checkpoint_summary.csv,8ba0e48fd630c1662877b8a0e18c7c3bda2efb1771e51af36c97bba3c102be26,3721,12,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep/validation_episode_metrics.csv,7ca85f31b816dd67168e1a1bec81a5e32cb646883e41e9901abc09bd92517bcb,352140,600,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged/fixed_update60_selected_checkpoints.csv,213b8592d9100337440958761c1bbff7950983d08a1b99c38a8262c4f44f00df,2720,15,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged/test_checkpoint_summary.csv,bd0782d8023420a50518a0b3d9f3158f13cb9d0b35acd64e4f214c710a944265,4561,15,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged/test_episode_metrics.csv,609da15ae199219b9adc363c4f5e0157983af8d6817b9dacdfb9554f5f877122,877250,1500,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged/test_selected_checkpoints.csv,c985b4c2fc48b1dc77a7f62c6ada23637f162596f91cc8fbbad53fcd66204a83,3904,15,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_recovered_only_steps.csv,90c6bd12ce7a479296a2bf50030b4071bbff35323b7f42ab120e752ba46b8f39,389,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,4eeffe1ea0442b50deac4c06aee8c15d2ef252a445416bd3aa749f0dc985cd9c,1112,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_no_graph/intercept_3d_strict_sensing_seed_level_deltas.csv,ac7ec00d8ee7364e2d8837834e56622aaf855ed2d2546a37eaa41eb0a235c6ea,3249,40,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_recovered_only_steps.csv,054b6a4c5a50b02135a435655ab827900e232e692bb426c8d21ac2e8d3c113fe,387,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,b7519646ec17891d63efee743f5a214d462cc0b9f0ae8c7df179f11d4ddb8474,1104,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/merged_seed_aware_stats/multi_vs_single/intercept_3d_strict_sensing_seed_level_deltas.csv,633f6b932aeb43c320ef45adf616e560da92a7b3c149617b1fec162d63bee6ee,3285,40,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed0/test_checkpoint_summary.csv,67745c6c5c070505e47fe739be374ef94acf46f716e5604f342b4f63747f645c,1331,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed0/test_episode_metrics.csv,e7d67722d0cea5c3c491c3237fe1cb104ea69a3c69d2bbe40093fa2ad85fa7ba,174860,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed0/test_selected_checkpoints.csv,a4206104c9efeca0fb42b29b14ffc5a8aa32a32c33a86d44bc859fd25a45fd5a,1111,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed1/test_checkpoint_summary.csv,a0312ee72b103cfca5ac60a294fccf097e9b1f3889d4bb13275d1f52397eeded,1337,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed1/test_episode_metrics.csv,4b1ae93007e6a942cdfddf238e2549655c4335c6ea18652b2f2a98b16c233c0f,177931,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed1/test_selected_checkpoints.csv,4d36c58bf691e4df23a09e163464a10c2a7d91ac7f607fa99530f4fbf1832744,1113,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed2/test_checkpoint_summary.csv,316d3141316627f7cd9c4bccb16d4d2ed6becd0e5b51b222ff98a15961f068f1,1314,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed2/test_episode_metrics.csv,02de749a397689ad9ec47054698ccaba76acdde5e41da1a36816690d4b30a18d,174118,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed2/test_selected_checkpoints.csv,d712878962eb24e80fcb2e8e6b67c52e23d80b20596aaa738b75da7bd6aeaae7,1101,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed3/test_checkpoint_summary.csv,9fe04acf731aadad8bc0c328559aaca2886d20a2ea4e34669521a1d9cbfdbdaf,1322,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed3/test_episode_metrics.csv,fda6927bbe888ff091508828ff4667c24a33401fd818c76818fd6966b92ed86c,176525,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed3/test_selected_checkpoints.csv,4fe352ccd769f5633e7bb429bf7abd7388925b64fed72b40d5c10dac74f99eca,1108,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed4/test_checkpoint_summary.csv,71a67cf627c65078091b6b8e429b80a2ed80e201f4e3ec636bdead8a9f3f36c4,1353,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed4/test_episode_metrics.csv,96dd9bc92a5c1068bfa21a21d4173f580a9bf3bf8fbe6fcbeb043e7eb97676b2,178632,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_fixed_update60_test/seed4/test_selected_checkpoints.csv,8ffa02908d45210e77b8819453f2c7d7dbee1bf5ca4a66c6f383fe0bcc008c7f,1123,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed0/validation_checkpoint_summary.csv,b351ed470339b057727f2b9013177e6e914ffc3f60bf6f1d429de5a47f172c3e,1282,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed0/validation_episode_metrics.csv,1f7e7da55327f88b3889a04c16af45a2c44ee864a3f72024aabd449b67b807cd,86243,150,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed1/validation_checkpoint_summary.csv,3d94ed3cf789a187d5fa1b57249dda566ef475919d0501493eb494fd58325185,2446,7,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed1/validation_episode_metrics.csv,0782725a40bbfaba74a21cd7d65e2941e32da96fac673c103e039efa83483241,210156,350,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed2/validation_checkpoint_summary.csv,c08b05ba3f97abe0223b4e8a65822c9977bcb9c9cefb153f3d34b03dd0ddcd5e,1296,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed2/validation_episode_metrics.csv,0f8d11ca29fc372a77b2a952c02073234411bb2bc00eb03b09a7d841f9454386,87273,150,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed3/validation_checkpoint_summary.csv,7daddf61bf4ec91a79a84f42b62e4e39c43a64359831eebe65ee91e51f0aad2e,1270,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed3/validation_episode_metrics.csv,f33488b7ea863cf3f59b7174b7de003697e528219018e4138c5be3f818c6b15d,85915,150,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed4/validation_checkpoint_summary.csv,4b5abf00ef4861a6bb0cf5cc9e6eec352b066f7682289289f8f7f931831e473e,1632,4,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel/seed4/validation_episode_metrics.csv,4f8bcecca311c762d29560c9d847c11e35eb7a2c1948a11f26bdd87cbb022ec8,117334,200,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed0/validation_checkpoint_summary.csv,1f0ed523c18353820e2fca7c88e4cb2fdaf50cea0bdaad910e708f218c0a2815,5422,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed0/validation_episode_metrics.csv,da45906cb1b75981041c37a6c88cd061ae82401604fcac1f76b6803645c5cd01,525880,900,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed0/validation_selected_checkpoints.csv,4d28217e1aa8658632c8f69c178168f0655850f9016ff6ab72e4c6de6d624ca3,1128,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed1/validation_checkpoint_summary.csv,23fddefb34a9f3358e27bed6d1eaaa7ac91f3d29f38f4c545d19bdafb8fff5e7,5544,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed1/validation_episode_metrics.csv,536631e1d30f4e593b872a27df434a189abae277af2d5af6118f353d6934c2b9,535156,900,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed1/validation_selected_checkpoints.csv,d4fb3556332305fce0431de9c895842a036527091649dbec9900f2ed4c5e5f26,1135,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed2/validation_checkpoint_summary.csv,1b4cc786e9fc99d5d8399efee80c83767344caebde2c31f1509492d678267f89,5246,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed2/validation_episode_metrics.csv,c8212bae65c514b0354f936c49255e4e470572cb09b229473aaf86ae6e93e60c,524842,900,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed2/validation_selected_checkpoints.csv,dde3b728303e3dabc120c83b90567c0d10ef23e81e6b69849504ab1176af4a70,1103,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed3/validation_checkpoint_summary.csv,59af4d9ebbd61d8283acb9e5ed813b712e1bb4f0420fcb5199d1a406e28f5ec5,5313,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed3/validation_episode_metrics.csv,087e71c52c0213351d542aaffb78838ef87d0e9b66477114e15dcc661b442ac3,525460,900,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed3/validation_selected_checkpoints.csv,c88977a80485cf6eef77f569c0ffa8f54a06519d5723bee3a3672173365288a0,1113,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed4/validation_checkpoint_summary.csv,34453d7c6957432732ee653c7cf16e7f2a5abc69b206888a66beb2c0b9e965db,5531,18,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed4/validation_episode_metrics.csv,c70af2c300f21c6df97f601723c3b688cdd7fb7f21c5b9afae26928a38fce1f5,536466,900,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_batched10/seed4/validation_selected_checkpoints.csv,8cc4f0e63a0d2e64f2a86838db62f9e470fd3c8cf0bc07707412d6487e2b171d,1126,3,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed0/validation_checkpoint_summary.csv,c3c0f2ef5973fd4831ba04b0537bc1cc03b59614e8d4f59029e72aa10583d0d2,2335,7,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed0/validation_episode_metrics.csv,fac033bd06d72760a596ac6a7850227559a4d22278c8bffbcb226786d737a147,201375,350,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed1/validation_checkpoint_summary.csv,5bb627d812044576a53e001845a2fb31e3b23d64b103a94a1e63219958a58312,3818,12,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed1/validation_episode_metrics.csv,1033384e8dca955907287f213704f58f1fbfb711433f940b8fba9589695fec88,355409,600,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed2/validation_checkpoint_summary.csv,361de6e31948f5b0b9bff40bde238bf014e9f513f037dd6079ead6cabf261e4c,2076,6,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed2/validation_episode_metrics.csv,2c48538813ffa2346e458c270c668ddc32dbb7357044fc09b093d26ee3ebbb15,173860,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed3/validation_checkpoint_summary.csv,39c3f8ca94b9188c2f7db7faba5f5824e503e747d7535a4294c0d88c40ee7eb1,2032,6,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed3/validation_episode_metrics.csv,e9a3995a2b8c6274c4cf7ae955f29abdd92a0fb8a96e78e4a0cec4e3b718bcad,170600,300,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed4/validation_checkpoint_summary.csv,5c367aa3a7452396f00010f9adb9a67e0006d91a3d824132cd2e27aa6e646d65,2738,8,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/checkpoint_sweep_parallel_limited/seed4/validation_episode_metrics.csv,f361421bfae34bea530a4e17c9fec883ccd0ae5ed2e6e409e8830bf965916815,233934,400,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/checkpoint_sweep_fixed_update60_test_matched_full/test_checkpoint_summary.csv,0852d26796714df6589f1a277ee69158e48aa09796a8cb1b09edf87eef7b8ed6,2251,5,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/checkpoint_sweep_fixed_update60_test_matched_full/test_episode_metrics.csv,5ba06591c153f1f1d49f0f5a4c399c92e11e58f9575439631afedf8d60865c85,317727,500,False,True,True
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/checkpoint_sweep_fixed_update60_test_matched_full/test_selected_checkpoints.csv,5eadc48bcc50dc9ae1ac7fc6d7b8f2be02b95164ad3f4c154e68c8d3f9d2c166,1957,5,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/comparison_vs_full/seed_aware_stats_matched_full/intercept_3d_strict_sensing_recovered_only_steps.csv,b3b365b309f34d367c61d0619b48018684414811cb9b9a51254b8a412fd29e65,398,2,False,False,False
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/comparison_vs_full/seed_aware_stats_matched_full/intercept_3d_strict_sensing_seed_aware_bootstrap.csv,6f6007ef92cc51b2d02691963d621b2792c4710023101898aee9e3aeb3f9d61a,1123,8,False,False,True
e02a753,results/intercept_3d_gate1_hardened_safety_no_role_pair_gate_5seed_fixed_update60_candidate/comparison_vs_full/seed_aware_stats_matched_full/intercept_3d_strict_sensing_seed_level_deltas.csv,d3e608d1833788146348080f05df40afb8286d2c930a3f43b679199b0da63d5e,3302,40,False,False,False
