method,metric,unit,n_recovered_episodes,mean,note
no_graph,recovered_only_recovery_steps,steps,17,5.176470588,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,59,5.694915254,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
