metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.4333333333,0.9333333333,0.5,0.15,0.8,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.4333333333,0.9333333333,0.5,0.15,0.8,3000,20260717
timeout,Timeout,rate,false,3,60,0.5666666667,0.05,-0.5166666667,-0.8,-0.2,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,127.3166667,16.75,-110.5666667,-171.7,-42.23291667,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.513757718,0.9534722226,0.4397145046,0.1635817899,0.6903090249,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.2063062217,0.3219044683,0.1155982465,0.02545050177,0.1905018083,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.06306216931,0.1409072872,0.07784511785,0.01922423641,0.1289776786,3000,20260717
steps,Episode length,steps,false,3,60,167.3166667,56.75,-110.5666667,-171.7,-42.23291667,3000,20260717
