method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,26,6.115384615,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,56,5.892857143,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
