graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,50,50,0.333333,0.823333,0,0
no_graph,-19,50,50,0.333333,0.806667,0,0
no_graph,-18,50,50,0.333333,0.863333,0,0
no_graph,-17,50,50,0.333333,0.86,0,0
no_graph,-16,50,50,0.333333,0.85,0,0
no_graph,-15,50,50,0.333333,0.84,0,0
no_graph,-14,50,50,0.333333,0.886667,0,0
no_graph,-13,50,50,0.333333,0.866667,0,0
no_graph,-12,50,50,0.333333,0.846667,0,0
no_graph,-11,50,50,0.326667,0.873333,0,0
no_graph,-10,50,50,0.3,0.896667,0,0
no_graph,-9,50,50,0.24,0.883333,0,0
no_graph,-8,50,50,0.2,0.836667,0,0
no_graph,-7,50,50,0.153333,0.836667,0,0
no_graph,-6,50,50,0.1,0.876667,0,0
no_graph,-5,50,50,0.0133333,0.89,0,0
no_graph,-4,50,50,0.00666667,0.84,0,0
no_graph,-3,50,50,0,0.856667,0,0
no_graph,-2,50,50,0,0.82,0,0
no_graph,-1,50,50,0,0.89,0,0
no_graph,0,50,50,0,0.233333,0,0
no_graph,1,50,50,0,0.216667,0,0
no_graph,2,50,50,0,0.22,0,0
no_graph,3,50,50,0,0.24,0,0
no_graph,4,50,50,0,0.22,0,0
no_graph,5,50,50,0,0.213333,0,0
no_graph,6,50,50,0,0.236667,0,0
no_graph,7,50,50,0,0.223333,0,0
no_graph,8,50,50,0,0.233333,0,0
no_graph,9,50,50,0,0.206667,0,0
no_graph,10,50,50,0,0.22,0,0
no_graph,11,50,50,0,0.21,0,0
no_graph,12,50,50,0,0.02,0,0
no_graph,13,50,50,0,0,0,0
no_graph,14,50,50,0,0,0,0
no_graph,15,50,50,0,0,0,0
no_graph,16,50,50,0,0,0,0
no_graph,17,50,50,0,0,0,0
no_graph,18,50,50,0,0,0,0
no_graph,19,50,50,0,0,0,0
no_graph,20,50,50,0,0,0,0
no_graph,21,50,50,0,0,0,0
no_graph,22,50,50,0,0,0,0
no_graph,23,50,50,0,0,0,0
no_graph,24,50,50,0,0,0,0
no_graph,25,50,50,0,0,0,0
no_graph,26,50,50,0,0,0,0
no_graph,27,49,50,0,0,0,0
no_graph,28,49,50,0,0,0,0
no_graph,29,49,50,0,0,0,0
no_graph,30,49,50,0,0,0,0
no_graph,31,49,50,0,0,0,0
no_graph,32,49,50,0,0,0,0
no_graph,33,49,50,0,0,0,0
no_graph,34,49,50,0,0,0,0
no_graph,35,49,50,0,0,0,0
no_graph,36,49,50,0,0,0,0
no_graph,37,49,50,0,0,0,0
no_graph,38,49,50,0,0,0,0
no_graph,39,49,50,0,0,0,0
no_graph,40,49,50,0,0,0,0
no_graph,41,49,50,0,0,0,0
no_graph,42,49,50,0,0,0,0
no_graph,43,49,50,0,0,0,0
no_graph,44,49,50,0,0,0,0
no_graph,45,49,50,0,0,0,0
no_graph,46,49,50,0,0,0,0
no_graph,47,49,50,0,0,0,0
no_graph,48,49,50,0,0,0,0
no_graph,49,49,50,0,0,0,0
no_graph,50,49,50,0,0,0,0
no_graph,51,49,50,0,0,0,0
no_graph,52,49,50,0,0,0,0
no_graph,53,49,50,0,0,0,0
no_graph,54,49,50,0,0,0,0
no_graph,55,49,50,0,0,0,0
no_graph,56,49,50,0,0,0,0
no_graph,57,49,50,0,0,0,0
no_graph,58,49,50,0,0,0,0
no_graph,59,49,50,0,0,0,0
no_graph,60,49,50,0,0,0,0
no_graph,61,49,50,0,0,0,0
no_graph,62,49,50,0,0,0,0
no_graph,63,49,50,0,0,0,0
no_graph,64,49,50,0,0,0,0
no_graph,65,49,50,0,0,0,0
no_graph,66,49,50,0,0,0,0
no_graph,67,49,50,0,0,0,0
no_graph,68,49,50,0,0,0,0
no_graph,69,49,50,0,0,0,0
no_graph,70,49,50,0,0,0,0
no_graph,71,49,50,0,0,0,0
no_graph,72,49,50,0,0,0,0
no_graph,73,49,50,0,0,0,0
no_graph,74,49,50,0,0,0,0
no_graph,75,49,50,0,0,0,0
no_graph,76,49,50,0,0,0,0
no_graph,77,49,50,0,0,0,0
no_graph,78,49,50,0,0,0,0
no_graph,79,49,50,0,0,0,0
no_graph,80,49,50,0,0,0,0
no_graph,81,49,50,0,0,0,0
no_graph,82,49,50,0,0,0,0
no_graph,83,49,50,0,0,0,0
no_graph,84,49,50,0,0,0,0
no_graph,85,49,50,0,0,0,0
no_graph,86,49,50,0,0,0,0
no_graph,87,49,50,0,0,0,0
no_graph,88,49,50,0,0,0,0
no_graph,89,49,50,0,0,0,0
no_graph,90,49,50,0,0,0,0
no_graph,91,49,50,0,0,0,0
no_graph,92,49,50,0,0,0,0
no_graph,93,49,50,0,0,0,0
no_graph,94,49,50,0,0,0,0
no_graph,95,49,50,0,0,0,0
no_graph,96,49,50,0,0,0,0
no_graph,97,49,50,0,0,0,0
no_graph,98,49,50,0,0,0,0
no_graph,99,49,50,0,0,0,0
no_graph,100,49,50,0,0,0,0
no_graph,101,49,50,0,0,0,0
no_graph,102,49,50,0,0,0,0
no_graph,103,49,50,0,0,0,0
no_graph,104,49,50,0,0,0,0
no_graph,105,49,50,0,0.00680272,0,0
no_graph,106,49,50,0,0.00340136,0,0
no_graph,107,49,50,0,0.00340136,0,0
no_graph,108,49,50,0,0.00680272,0,0
no_graph,109,49,50,0,0,0,0
no_graph,110,49,50,0,0.00680272,0,0
no_graph,111,49,50,0,0.00340136,0,0
no_graph,112,49,50,0,0.00340136,0,0
no_graph,113,49,50,0,0,0,0
no_graph,114,49,50,0,0,0,0
no_graph,115,49,50,0,0,0,0
no_graph,116,49,50,0,0,0,0
no_graph,117,49,50,0,0,0,0
no_graph,118,49,50,0,0,0,0
no_graph,119,49,50,0,0,0,0
no_graph,120,49,50,0,0,0,0
no_graph,121,49,50,0,0,0,0
no_graph,122,49,50,0,0,0,0
no_graph,123,49,50,0,0,0,0
no_graph,124,49,50,0,0,0,0
no_graph,125,49,50,0,0,0,0
no_graph,126,49,50,0,0,0,0
no_graph,127,49,50,0,0,0,0
no_graph,128,49,50,0,0,0,0
no_graph,129,49,50,0,0,0,0
no_graph,130,49,50,0,0,0,0
no_graph,131,49,50,0,0,0,0
no_graph,132,49,50,0,0,0,0
no_graph,133,49,50,0,0,0,0
no_graph,134,49,50,0,0,0,0
no_graph,135,49,50,0,0,0,0
no_graph,136,49,50,0,0,0,0
no_graph,137,49,50,0,0,0,0
no_graph,138,49,50,0,0,0,0
no_graph,139,49,50,0,0,0,0
no_graph,140,49,50,0,0,0,0
no_graph,141,49,50,0,0,0,0
no_graph,142,49,50,0,0,0,0
no_graph,143,49,50,0,0,0,0
no_graph,144,49,50,0,0,0,0
no_graph,145,49,50,0,0,0,0
