graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,100,100,0.333333,0.826667,0,0
no_graph,-19,100,100,0.333333,0.84,0,0
no_graph,-18,100,100,0.333333,0.8,0,0
no_graph,-17,100,100,0.333333,0.895,0,0
no_graph,-16,100,100,0.333333,0.853333,0,0
no_graph,-15,100,100,0.333333,0.865,0,0
no_graph,-14,100,100,0.333333,0.866667,0,0
no_graph,-13,100,100,0.333333,0.853333,0,0
no_graph,-12,100,100,0.333333,0.878333,0,0
no_graph,-11,100,100,0.336667,0.826667,0,0
no_graph,-10,100,100,0.43,0.84,0,0
no_graph,-9,100,100,0.336667,0.866667,0,0
no_graph,-8,100,100,0.216667,0.836667,0,0
no_graph,-7,100,100,0.253333,0.823333,0,0
no_graph,-6,100,100,0.256667,0.88,0,0
no_graph,-5,100,100,0.203333,0.816667,0,0
no_graph,-4,100,100,0.193333,0.875,0,0
no_graph,-3,100,100,0.186667,0.845,0,0
no_graph,-2,100,100,0.186667,0.873333,0,0
no_graph,-1,100,100,0.183333,0.83,0,0
no_graph,0,100,100,0.183333,0.218333,0,0
no_graph,1,100,100,0.176667,0.221667,0,0
no_graph,2,100,100,0.166667,0.233333,0,0
no_graph,3,100,100,0.16,0.216667,0,0
no_graph,4,100,100,0.153333,0.218333,0,0
no_graph,5,100,100,0.15,0.215,0,0
no_graph,6,100,100,0.143333,0.218333,0,0
no_graph,7,100,100,0.14,0.25,0,0
no_graph,8,100,100,0.14,0.236667,0,0
no_graph,9,100,100,0.14,0.23,0,0
no_graph,10,100,100,0.13,0.211667,0,0
no_graph,11,100,100,0.123333,0.225,0,0
no_graph,12,100,100,0.106667,0.236667,0,0
no_graph,13,100,100,0.103333,0.145,0,0
no_graph,14,100,100,0.103333,0,0,0
no_graph,15,100,100,0.0933333,0,0,0
no_graph,16,100,100,0.0933333,0,0,0
no_graph,17,100,100,0.0933333,0,0,0
no_graph,18,100,100,0.0766667,0,0,0
no_graph,19,100,100,0.06,0,0,0
no_graph,20,100,100,0.0366667,0,0,0
no_graph,21,100,100,0.00666667,0,0,0
no_graph,22,99,100,0,0,0,0
no_graph,23,99,100,0,0,0,0
no_graph,24,99,100,0,0,0,0
no_graph,25,99,100,0,0,0,0
no_graph,26,99,100,0,0,0,0
no_graph,27,99,100,0,0,0,0
no_graph,28,99,100,0,0,0,0
no_graph,29,99,100,0,0,0,0
no_graph,30,99,100,0,0,0,0
no_graph,31,99,100,0,0,0,0
no_graph,32,99,100,0,0,0,0
no_graph,33,99,100,0,0,0,0
no_graph,34,99,100,0,0,0,0
no_graph,35,99,100,0,0,0,0
no_graph,36,99,100,0,0,0,0
no_graph,37,99,100,0,0,0,0
no_graph,38,99,100,0,0,0,0
no_graph,39,99,100,0,0,0,0
no_graph,40,99,100,0,0,0,0
no_graph,41,99,100,0,0,0,0
no_graph,42,99,100,0,0,0,0
no_graph,43,99,100,0,0,0,0
no_graph,44,99,100,0,0,0,0
no_graph,45,99,100,0,0,0,0
no_graph,46,99,100,0,0,0,0
no_graph,47,99,100,0,0,0,0
no_graph,48,99,100,0,0,0,0
no_graph,49,99,100,0,0,0,0
no_graph,50,99,100,0,0,0,0
no_graph,51,99,100,0,0,0,0
no_graph,52,99,100,0,0,0,0
no_graph,53,99,100,0,0,0,0
no_graph,54,99,100,0,0,0,0
no_graph,55,99,100,0,0,0,0
no_graph,56,99,100,0,0,0,0
no_graph,57,99,100,0,0,0,0
no_graph,58,99,100,0,0,0,0
no_graph,59,99,100,0,0,0,0
no_graph,60,99,100,0,0,0,0
no_graph,61,99,100,0,0,0,0
no_graph,62,99,100,0,0,0,0
no_graph,63,99,100,0,0,0,0
no_graph,64,99,100,0,0,0,0
no_graph,65,99,100,0,0,0,0
no_graph,66,99,100,0,0,0,0
no_graph,67,99,100,0,0,0,0
no_graph,68,99,100,0,0,0,0
no_graph,69,99,100,0,0,0,0
no_graph,70,99,100,0,0,0,0
no_graph,71,99,100,0,0,0,0
no_graph,72,99,100,0,0,0,0
no_graph,73,99,100,0,0,0,0
no_graph,74,99,100,0,0,0,0
no_graph,75,99,100,0,0,0,0
no_graph,76,99,100,0,0,0,0
no_graph,77,99,100,0,0,0,0
no_graph,78,99,100,0,0,0,0
no_graph,79,99,100,0,0,0,0
no_graph,80,99,100,0,0,0,0
no_graph,81,99,100,0,0,0,0
no_graph,82,99,100,0,0,0,0
no_graph,83,99,100,0,0,0,0
no_graph,84,99,100,0,0,0,0
no_graph,85,99,100,0,0,0,0
no_graph,86,99,100,0,0,0,0
no_graph,87,99,100,0,0,0,0
no_graph,88,99,100,0,0,0,0
no_graph,89,99,100,0,0,0,0
no_graph,90,99,100,0,0,0,0
no_graph,91,99,100,0,0,0,0
no_graph,92,99,100,0,0,0,0
no_graph,93,99,100,0,0,0,0
no_graph,94,99,100,0,0,0,0
no_graph,95,99,100,0,0,0,0
no_graph,96,99,100,0,0,0,0
no_graph,97,99,100,0,0,0,0
no_graph,98,99,100,0,0,0,0
no_graph,99,99,100,0,0,0,0
no_graph,100,99,100,0,0,0,0
no_graph,101,99,100,0,0,0,0
no_graph,102,99,100,0,0,0,0
no_graph,103,99,100,0,0,0,0
no_graph,104,99,100,0,0,0,0
no_graph,105,99,100,0,0,0,0
no_graph,106,99,100,0,0,0,0
no_graph,107,99,100,0,0,0,0
no_graph,108,99,100,0,0,0,0
no_graph,109,99,100,0,0,0,0
no_graph,110,99,100,0,0,0,0
no_graph,111,99,100,0,0,0,0
no_graph,112,99,100,0,0,0,0
no_graph,113,99,100,0,0,0,0
no_graph,114,99,100,0,0,0,0
no_graph,115,99,100,0,0,0,0
no_graph,116,99,100,0,0,0,0
no_graph,117,99,100,0,0,0,0
no_graph,118,99,100,0,0,0,0
no_graph,119,99,100,0,0,0,0
no_graph,120,99,100,0,0,0,0
no_graph,121,99,100,0,0,0,0
no_graph,122,99,100,0,0,0,0
no_graph,123,99,100,0,0,0,0
no_graph,124,99,100,0,0,0,0
no_graph,125,99,100,0,0,0,0
no_graph,126,99,100,0,0,0,0
no_graph,127,99,100,0,0,0,0
no_graph,128,99,100,0,0,0,0
no_graph,129,99,100,0,0,0,0
no_graph,130,99,100,0,0,0,0
no_graph,131,99,100,0,0,0,0
no_graph,132,99,100,0,0,0,0
no_graph,133,99,100,0,0,0,0
no_graph,134,99,100,0,0,0,0
no_graph,135,99,100,0,0,0,0
no_graph,136,99,100,0,0,0,0
no_graph,137,99,100,0,0,0,0
no_graph,138,99,100,0,0,0,0
no_graph,139,99,100,0,0,0,0
no_graph,140,99,100,0,0,0,0
no_graph,141,99,100,0,0,0,0
no_graph,142,99,100,0,0,0,0
no_graph,143,99,100,0,0,0,0
no_graph,144,99,100,0,0,0,0
no_graph,145,99,100,0,0.003367,0,0
no_graph,146,99,100,0,0.003367,0,0
no_graph,147,99,100,0,0.00505051,0,0
no_graph,148,99,100,0,0.00673401,0,0
no_graph,149,99,100,0,0.00841751,0,0
no_graph,150,99,100,0,0.00505051,0,0
no_graph,151,99,100,0,0.010101,0,0
no_graph,152,99,100,0,0.00841751,0,0
no_graph,153,99,100,0,0.00841751,0,0
no_graph,154,99,100,0,0.00841751,0,0
no_graph,155,99,100,0,0.0117845,0,0
no_graph,156,99,100,0,0.00841751,0,0
no_graph,157,99,100,0,0.00841751,0,0
no_graph,158,99,100,0,0.0117845,0,0
no_graph,159,99,100,0,0.013468,0,0
no_graph,160,99,100,0,0.016835,0,0
no_graph,161,99,100,0,0.010101,0,0
no_graph,162,99,100,0,0.0117845,0,0
no_graph,163,99,100,0,0.016835,0,0
no_graph,164,99,100,0,0.010101,0,0
no_graph,165,99,100,0,0.016835,0,0
no_graph,166,99,100,0,0.0185185,0,0
no_graph,167,99,100,0,0.0185185,0,0
no_graph,168,99,100,0,0.023569,0,0
no_graph,169,99,100,0,0.0218855,0,0
no_graph,170,99,100,0,0.0286195,0,0
no_graph,171,99,100,0,0.026936,0,0
no_graph,172,99,100,0,0.030303,0,0
no_graph,173,99,100,0,0.0252525,0,0
no_graph,174,99,100,0,0.0252525,0,0
no_graph,175,99,100,0,0.0286195,0,0
no_graph,176,99,100,0,0.020202,0,0
no_graph,177,99,100,0,0.0252525,0,0
no_graph,178,99,100,0,0.026936,0,0
no_graph,179,99,100,0,0.020202,0,0
no_graph,180,99,100,0,0.03367,0,0
no_graph,181,99,100,0,0.030303,0,0
no_graph,182,99,100,0,0.0252525,0,0
no_graph,183,99,100,0,0.023569,0,0
no_graph,184,99,100,0,0.020202,0,0
no_graph,185,99,100,0,0.013468,0,0
no_graph,186,99,100,0,0.020202,0,0
no_graph,187,99,100,0,0.0185185,0,0
no_graph,188,99,100,0,0.013468,0,0
no_graph,189,99,100,0,0.0117845,0,0
no_graph,190,99,100,0,0.00841751,0,0
no_graph,191,99,100,0,0.00505051,0,0
no_graph,192,99,100,0,0.00673401,0,0
no_graph,193,99,100,0,0.00673401,0,0
no_graph,194,99,100,0,0.0016835,0,0
no_graph,195,99,100,0,0.003367,0,0
no_graph,196,99,100,0.003367,0.0016835,0,0
no_graph,197,99,100,0.00673401,0.0016835,0,0
no_graph,198,99,100,0.010101,0,0,0
no_graph,199,99,100,0.010101,0,0,0
no_graph,200,99,100,0.00673401,0,0,0
no_graph,201,99,100,0.00673401,0,0,0
no_graph,202,99,100,0.00673401,0,0,0
no_graph,203,99,100,0.00673401,0,0,0
no_graph,204,99,100,0.010101,0,0,0
no_graph,205,99,100,0.010101,0,0,0
no_graph,206,99,100,0.010101,0,0,0
no_graph,207,99,100,0.010101,0,0,0
no_graph,208,99,100,0.010101,0,0,0
no_graph,209,99,100,0.010101,0,0,0
no_graph,210,99,100,0.010101,0,0,0
no_graph,211,99,100,0.010101,0,0,0
no_graph,212,99,100,0.010101,0,0,0
no_graph,213,99,100,0.010101,0,0,0
no_graph,214,99,100,0.010101,0.0016835,0,0
no_graph,215,99,100,0.010101,0.003367,0,0
no_graph,216,99,100,0.010101,0.00841751,0,0
no_graph,217,99,100,0.010101,0.010101,0,0
no_graph,218,99,100,0.010101,0.00841751,0,0
no_graph,219,99,100,0.010101,0.0151515,0,0
no_graph,220,99,100,0.010101,0.020202,0,0
single,-20,100,100,0.333333,0.63,0,0
single,-19,100,100,0.333333,0.631667,0,0
single,-18,100,100,0.333333,0.623333,0,0
single,-17,100,100,0.333333,0.6,0,0
single,-16,100,100,0.333333,0.633333,0,0
single,-15,100,100,0.333333,0.588333,0,0
single,-14,100,100,0.333333,0.651667,0,0
single,-13,100,100,0.333333,0.62,0,0
single,-12,100,100,0.343333,0.67,0,0
single,-11,100,100,0.503333,0.64,0,0
single,-10,100,100,0.583333,0.653333,0,0
single,-9,100,100,0.656667,0.685,0,0
single,-8,100,100,0.666667,0.735,0,0
single,-7,100,100,0.973333,0.801667,0,0
single,-6,100,100,1,0.761667,0,0
single,-5,100,100,1,0.791667,0,0
single,-4,100,100,1,0.778333,0,0
single,-3,100,100,1,0.811667,0,0
single,-2,100,100,1,0.843333,0,0
single,-1,100,100,1,0.848333,0,0
