epoch,loss,action_accuracy,samples,demo_success_rate,balanced_loss
1,3.175204873085022,0.1317277869002007,1827,1.0,1
2,2.925617516040802,0.1819011129355957,1827,1.0,1
3,2.699097692966461,0.17478562306148512,1827,1.0,1
4,2.4951572716236115,0.1578179164386061,1827,1.0,1
5,2.3351642191410065,0.15617588031381135,1827,1.0,1
6,2.1995014250278473,0.24958949096880131,1827,1.0,1
7,2.111014097929001,0.29647874475460684,1827,1.0,1
8,2.044258788228035,0.28005838350665935,1827,1.0,1
9,1.9996825456619263,0.23043240284619596,1827,1.0,1
10,1.977307751774788,0.19850392264185368,1827,1.0,1
