cohort,seed,bin_id,update_start,update_end,environment_steps_million_end,utr_mean_train_reward,drtp_mean_train_reward,drtp_minus_utr_train_reward
formal_2301_2305,2305,39,19501,20000,5.12,0.2238603423908353,0.2746010667383671,0.050740724347531796
formal_2301_2305,2301,40,20001,20500,5.248,0.2770197068452835,0.2343861320540309,-0.0426335747912526
formal_2301_2305,2302,40,20001,20500,5.248,0.23271025428175926,0.22439220796525478,-0.008318046316504485
formal_2301_2305,2303,40,20001,20500,5.248,0.23208041822910308,0.25046119339764117,0.018380775168538088
formal_2301_2305,2304,40,20001,20500,5.248,0.24271431551501155,0.2647602488994598,0.02204593338444827
formal_2301_2305,2305,40,20001,20500,5.248,0.23696500776708126,0.26790928158164024,0.03094427381455897
formal_2301_2305,2301,41,20501,21000,5.376,0.2884161458313465,0.2258226370960474,-0.06259350873529909
formal_2301_2305,2302,41,20501,21000,5.376,0.21782681861519815,0.21693261310085654,-0.0008942055143416061
formal_2301_2305,2303,41,20501,21000,5.376,0.11398236735071987,0.26952823129296305,0.15554586394224318
formal_2301_2305,2304,41,20501,21000,5.376,0.18840386605449022,0.28876571522653105,0.10036184917204083
formal_2301_2305,2305,41,20501,21000,5.376,0.23129436700046063,0.28281745237112044,0.051523085370659805
formal_2301_2305,2301,42,21001,21500,5.504,0.30316796055436135,0.23080756022036075,-0.0723604003340006
formal_2301_2305,2302,42,21001,21500,5.504,0.22748064963519574,0.13973960033617913,-0.0877410492990166
formal_2301_2305,2303,42,21001,21500,5.504,0.1838379822447896,0.25567909897863866,0.07184111673384908
formal_2301_2305,2304,42,21001,21500,5.504,0.23647490374743937,0.2768818542957306,0.040406950548291215
formal_2301_2305,2305,42,21001,21500,5.504,0.18705830937623977,0.2812688611149788,0.09421055173873902
formal_2301_2305,2301,43,21501,22000,5.632,0.27113129261136054,0.21970013082772494,-0.051431161783635604
formal_2301_2305,2302,43,21501,22000,5.632,0.2406448036581278,0.20049030586332084,-0.040154497794806954
formal_2301_2305,2303,43,21501,22000,5.632,0.1929778859987855,0.2581122655123472,0.06513437951356174
formal_2301_2305,2304,43,21501,22000,5.632,0.22951296408474445,0.2764411646127701,0.046928200528025626
formal_2301_2305,2305,43,21501,22000,5.632,0.21772351735830306,0.29002563445270063,0.07230211709439757
formal_2301_2305,2301,44,22001,22500,5.76,0.2724185296744108,0.2362048316895962,-0.036213697984814636
formal_2301_2305,2302,44,22001,22500,5.76,0.21569137667119503,0.2118637718707323,-0.003827604800462736
formal_2301_2305,2303,44,22001,22500,5.76,0.19880481739714742,0.24553643189370633,0.04673161449655891
formal_2301_2305,2304,44,22001,22500,5.76,0.23396196204423905,0.2674958586990833,0.03353389665484427
