cohort,method,seed,bin_id,update_start,update_end,environment_steps_million_end,metric,mean_value
formal_2301_2305,utr_sg,2301,35,17501,18000,4.608,grad_norm,5.849904423713684
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,train_avg_reward,0.2804978642463684
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,entropy,1.6844172126054764
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,approx_kl,0.0013999088827607296
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,policy_loss,-0.002370420762021249
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,value_loss,0.6204931978732348
formal_2301_2305,utr_sg,2301,36,18001,18500,4.736,grad_norm,5.688190063655377
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,train_avg_reward,0.27378967943787574
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,entropy,1.6143003761172294
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,approx_kl,0.001393776363296939
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,policy_loss,-0.002479368302861915
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,value_loss,1.058556777941063
formal_2301_2305,utr_sg,2301,37,18501,19000,4.864,grad_norm,8.1340543063879
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,train_avg_reward,0.29308263850212096
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,entropy,1.6356000586152077
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,approx_kl,0.0013615240332513442
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,policy_loss,-0.0022197234326792902
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,value_loss,0.6216222134977579
formal_2301_2305,utr_sg,2301,38,19001,19500,4.992,grad_norm,7.205125798001886
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,train_avg_reward,0.2951935965269804
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,entropy,1.5759046949148179
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,approx_kl,0.0015356295398403267
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,policy_loss,-0.002478761191594247
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,value_loss,0.59459835684672
formal_2301_2305,utr_sg,2301,39,19501,20000,5.12,grad_norm,6.227008422195912
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,train_avg_reward,0.2770197068452835
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,entropy,1.6134961042404175
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,approx_kl,0.0016144974263655333
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,policy_loss,-0.0026976955699176556
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,value_loss,0.4798675844054669
formal_2301_2305,utr_sg,2301,40,20001,20500,5.248,grad_norm,4.890439925968647
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,train_avg_reward,0.2884161458313465
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,entropy,1.578872507750988
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,approx_kl,0.0014927670609104062
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,policy_loss,-0.002355543526589339
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,value_loss,0.6795009032413364
formal_2301_2305,utr_sg,2301,41,20501,21000,5.376,grad_norm,6.408832838058472
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,train_avg_reward,0.30316796055436135
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,entropy,1.5738875923752784
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,approx_kl,0.0015608262348793353
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,policy_loss,-0.002294309687321475
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,value_loss,0.7029776633363217
formal_2301_2305,utr_sg,2301,42,21001,21500,5.504,grad_norm,9.288347558051347
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,train_avg_reward,0.27113129261136054
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,entropy,1.6298955011367797
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,approx_kl,0.0017878812467370124
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,policy_loss,-0.002681107610303144
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,value_loss,0.94325961782597
formal_2301_2305,utr_sg,2301,43,21501,22000,5.632,grad_norm,7.682026780515909
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,train_avg_reward,0.2724185296744108
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,entropy,1.677944622337818
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,approx_kl,0.0017455908879037423
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,policy_loss,-0.0027183785982158462
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,value_loss,0.6847719481121749
formal_2301_2305,utr_sg,2301,44,22001,22500,5.76,grad_norm,6.774853082478047
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,train_avg_reward,0.2608430372029543
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,entropy,1.5792317851781845
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,approx_kl,0.001900013191246214
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,policy_loss,-0.002759793604685487
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,value_loss,0.6921294727232307
formal_2301_2305,utr_sg,2301,45,22501,23000,5.888,grad_norm,6.323523345202208
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,train_avg_reward,0.2651840164810419
