scenario,graph_encoder,train_method,train_seed,method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96000,0,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.15897436371216409,0.1692307696892665,95.53333317706218,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.3333333432674408,0.06250000149011611,29614.418017578126,40775.98046875,1.1395544223487377
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96001,1,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.13974359390827326,0.1692307696892665,95.53333317706218,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.3333333432674408,0.06250000149011611,29430.901340895434,41039.75390625,-2.205864569172263
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96002,2,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0923076950586759,0.19358974477419486,92.35256500267066,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.18750000558793545,0.1416666705161333,21152.015782752405,35457.21484375,-4.738091349601746
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96003,3,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0833333358168602,0.19230769345393547,92.59615364097633,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.1666666716337204,0.1375000037252903,21128.08214017428,34214.53515625,-5.219894331879914
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96004,4,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.10769231090178856,0.1987179500552324,91.72435766389737,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.24166667386889457,0.15833333767950536,20081.569242037258,33001.84765625,-0.3929443359375
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96005,5,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.13974359390827326,0.1679487183690071,95.80128065278898,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.3333333432674408,0.05833333469927311,28730.69855018029,39769.65625,-1.3641391471028328
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96006,6,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.08717948977763836,0.1897435908134167,92.42051375485383,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.18333333879709243,0.12916667014360428,21225.295748197117,33215.04296875,-3.1756371185183525
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96007,7,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.14871795315008898,0.1679487183690071,95.80128065278898,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.3333333432674408,0.05833333469927311,27159.70087890625,39322.73828125,0.3928966633975506
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96008,8,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.06923077129400694,0.1897435908134167,93.08718040195795,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.13750000409781932,0.12916667014360428,21837.405855618992,34024.05859375,-6.991804834920913
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_node_failure_curriculum_pilot_seed0/runs/single/bc_ppo_seed0/actor_critic_best.pt,checkpoint,96009,9,30,weaving_mild,1.0,0.0,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.16153846635268285,0.19358974477419486,92.35256500267066,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,0.0,0.24166667386889457,0.1416666705161333,21737.55477764423,35637.45703125,6.18255452439189
