method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,52,5.442307692,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,56,5.946428571,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
