method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,reward_sum
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42000,0,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,50.0740726047092,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14902.570638020834,5415.82373046875,39.760804533958435
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42001,1,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.029629630512661403,0.4296296338240306,1.0,50.0740726047092,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14898.204752604166,5399.78125,39.65601423382759
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42002,2,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.03030303120613098,0.4166666716337204,1.0,51.21211970936168,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15244.46865012429,6029.40869140625,38.516418159008026
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42003,3,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,44.29629499647353,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14869.663932291667,5276.20458984375,40.14232835173607
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42004,4,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.03030303120613098,0.4242424287579276,1.0,45.3030289736661,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15118.459761186079,5745.17236328125,39.162151873111725
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42005,5,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,44.29629499647353,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14852.907866753472,5243.28564453125,40.16011402010918
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42006,6,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,47.101447893225625,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14655.910793138586,4953.36181640625,40.915786266326904
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42007,7,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,50.0740726047092,0.0,0.0,0.0,45.0,42.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,14902.538682725695,5415.62939453125,39.76079902052879
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42008,8,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,43.33333206176758,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14644.488355553669,4879.3388671875,41.15884503722191
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42009,9,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,43.33333206176758,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14664.967465608017,4887.57861328125,41.162881046533585
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42010,10,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.02836879517169709,0.4609929120286982,1.0,46.099289427412316,0.0,0.0,0.0,47.0,44.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,14471.807232795878,4619.40869140625,41.79908949136734
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42011,11,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.03030303120613098,0.4242424287579276,1.0,45.3030289736661,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15141.032859108665,5802.72265625,39.12072438001633
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42012,12,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.03030303120613098,0.41666667095639487,1.0,45.3030289736661,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15166.300359552557,5804.07763671875,38.94415530562401
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42013,13,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.03030303120613098,0.4242424287579276,1.0,51.21211970936168,0.0,0.0,0.0,44.0,41.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,15136.961059570312,5857.35693359375,38.79351478815079
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42014,14,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.028985508110212242,0.44927536663801776,1.0,43.33333206176758,0.0,0.0,0.0,46.0,43.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,14699.819590692934,4930.6845703125,41.157463759183884
EA-RG-MAPPO-S,results/intercept_3d_no_role_identity_baseline_formal/runs/bc_ppo_seed2/actor_critic_best.pt,checkpoint,42015,15,30,straight,1.0,0.0,0,0.0,-1,0,0,none,none,no_role_identity,True,1.0,1.0,1.0,0.02836879517169709,0.4539007132357739,1.0,46.099289427412316,0.0,0.0,0.0,47.0,44.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,14472.750051944813,4581.841796875,41.71905308961868
