method,checkpoint,policy_source,seed,episode,episodes,target_policy,strict_target_sensing,agent_target_info_bottleneck,target_prior_position,max_target_message_age_steps,min_target_confidence,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,min_success_step,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,post_failure_chain_recovery_steps_censored,post_failure_chain_recovered_only_steps,post_failure_chain_maintained,post_failure_chain_recovered_after_loss,pre_failure_chain_established,chain_lost_after_failure,pre_failure_chain_maintained,pre_failure_chain_recovered_after_loss,post_failure_chain_first_established,post_failure_chain_never_established,post_failure_chain_unrecovered,post_failure_fresh_info_recovered,post_failure_fresh_info_recovery_steps,post_failure_fresh_info_acquired_without_prior_loss,post_failure_fresh_info_first_established,post_failure_fresh_direct_recovered,post_failure_fresh_comm_recovered,post_failure_post_delivered_old_info_recovered,post_failure_stale_cache_recovered,post_failure_first_chain_step,t_failure,t_loss,t_recovery,delta_t_loss_to_recovery,event,censor_time,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,episode_min_blue_red_distance,episode_min_blue_blue_distance,final_min_blue_red_distance,final_min_blue_blue_distance,reward_sum
MAPPO,results/canonical_v2/smoke/mappo/seed0/actor_critic_latest.pt,checkpoint,130000,0,1,straight,True,True,10000;0;5000,80,0.2,1.0,0.3,2,0.0,1,40,80,0,none,none,none,True,0.0,0.0,0.0,0.0,0.023076923764668977,0.08012820694309014,152.93717947739822,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,40.0,40.0,-1.0,-1.0,0.0,260.0,0.0,0.0,0.0,26986.94167668269,50214.12890625,8727.55078125,5408.05322265625,41013.06640625,32829.92578125,-38.95489341102075
