cohort,group,n_training_seeds,mean_J,mean_J_nominal,mean_J_nominal_minus_group,mean_success,mean_timeout,mean_collision,mean_actual_non_nominal_exposure_share,mean_final_q,mean_final_logged_difficulty,mean_selection_count,mean_non_nominal_selection_count
A,F0,5,218.48891490106286,231.8999465302527,13.411031629189853,0.394,0.592,0.013999999999999999,0.0938640694466479,0.06215113779558219,0.03662102328510559,1816.8,19360.4
A,TE,5,213.52764342000987,231.8999465302527,18.372303110242814,0.39,0.608,0.002,0.161822304991997,0.12514876513632298,0.037766072005975995,3132.4,19360.4
A,TL,5,219.0911152495984,231.8999465302527,12.8088312806543,0.394,0.592,0.013999999999999999,0.09518636524526078,0.10404977274580271,0.10193623747705768,1843.8,19360.4
A,DS,5,223.7875509171784,231.8999465302527,8.112395613074302,0.352,0.6439999999999999,0.004,0.0812263522178945,0.10606280625469813,0.024285095202640335,1572.8,19360.4
A,DL,5,216.01833507198094,231.8999465302527,15.881611458271744,0.41600000000000004,0.568,0.016,0.26307183698695646,0.26937044451804537,0.07898608447585395,5093.8,19360.4
A,CP,5,209.0389616080215,231.8999465302527,22.860984922231175,0.418,0.5780000000000001,0.004,0.30482907111124335,0.3332170735495487,0.08311476932402694,5900.8,19360.4
