scenario,graph_encoder,train_method,train_seed,method,checkpoint,policy_source,seed,episode,episodes,target_policy,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,avg_mean_range,final_mean_range,reward_sum
nominal,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_single_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,1.0,0.0,0,0.0,-1,0,0,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,42.37036912706163,0.0,0.0,0.0,45.0,14853.18986545139,5192.931640625,40.290495693683624
range_050,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_single_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,0.5,0.0,0,0.0,-1,0,0,True,0.0,0.0,1.0,0.005128205281037551,0.10641025809141305,0.14743589873497304,158.1128198476938,0.0,1.0,0.0,260.0,38348.929204852764,83171.1328125,-45.9455706179142
relay_failure,single,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_single_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,1.0,0.0,0,0.0,1,40,80,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,0.9259259270297157,42.5925913506084,0.0,0.0,0.0,45.0,14853.011859809028,5188.80029296875,39.61563491821289
nominal,multi_relation,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_multirelation_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,1.0,0.0,0,0.0,-1,0,0,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,1.0,50.0740726047092,0.0,0.0,0.0,45.0,14878.589388020833,5283.54736328125,39.8651505112648
range_050,multi_relation,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_multirelation_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,0.5,0.0,0,0.0,-1,0,0,True,0.0,0.0,1.0,0.0025641026405187756,0.1025641042452592,0.20384615568014292,146.20897310697114,0.0,1.0,0.0,260.0,38546.520681527945,83680.7421875,-45.37216682173312
relay_failure,multi_relation,bc_ppo,0,EA-RG-MAPPO-S,results/intercept_3d_multirelation_matched_protocol/runs/bc_ppo_seed0/actor_critic_best.pt,checkpoint,80000,0,1,straight,1.0,0.0,0,0.0,1,40,80,True,1.0,1.0,1.0,0.029629630512661403,0.4370370414521959,0.9259259270297157,50.296294828255974,0.0,0.0,0.0,45.0,14878.274739583334,5277.7744140625,39.19155406951904
