method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,28,5.071428571,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,30,5.6,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
