graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,-20,100,0.333333,0.801667,0,0
single,-19,100,0.333333,0.821667,0,0
single,-18,100,0.333333,0.83,0,0
single,-17,100,0.333333,0.86,0,0
single,-16,100,0.333333,0.85,0,0
single,-15,100,0.333333,0.828333,0,0
single,-14,100,0.333333,0.791667,0,0
single,-13,100,0.333333,0.838333,0,0
single,-12,100,0.333333,0.838333,0,0
single,-11,100,0.366667,0.836667,0,0
single,-10,100,0.503333,0.868333,0,0
single,-9,100,0.636667,0.8,0,0
single,-8,100,0.656667,0.833333,0,0
single,-7,100,0.816667,0.838333,0,0
single,-6,100,0.966667,0.89,0,0
single,-5,100,0.973333,0.861667,0,0
single,-4,100,0.96,0.823333,0,0
single,-3,100,0.953333,0.796667,0,0
single,-2,100,0.926667,0.838333,0,0
single,-1,100,0.91,0.838333,0,0
single,0,100,0.89,0.818333,0,0
single,1,100,0.866667,0.21,0,0
single,2,100,0.846667,0.218333,0,0
single,3,100,0.823333,0.233333,0,0
single,4,100,0.803333,0.241667,0,0
single,5,100,0.773333,0.246667,0.06,0.06
single,6,94,0.762411,0.244681,0.106383,0.106383
single,7,83,0.726908,0.23494,0.144578,0.144578
single,8,71,0.666667,0.20892,0.028169,0.028169
single,9,69,0.647343,0.224638,0,0
single,10,69,0.637681,0.231884,0,0
single,11,68,0.627451,0.227941,0,0
single,12,68,0.593137,0.240196,0,0
single,13,68,0.553922,0.220588,0,0
single,14,68,0.504902,0.220588,0,0
single,15,68,0.446078,0.252451,0,0
single,16,68,0.372549,0.240196,0,0
single,17,68,0.254902,0.230392,0,0
single,18,68,0.186275,0.237745,0,0
single,19,68,0.107843,0.235294,0,0
single,20,68,0.0588235,0.247549,0,0
single,21,68,0.0147059,0.240196,0,0
single,22,68,0.00490196,0.22549,0,0
single,23,68,0,0.227941,0,0
single,24,68,0,0.198529,0,0
single,25,68,0,0.171569,0,0
single,26,68,0,0.164216,0,0
single,27,68,0,0.144608,0,0
single,28,68,0,0.142157,0,0
single,29,68,0,0.0906863,0,0
single,30,68,0,0.0710784,0,0
single,31,68,0,0.0367647,0,0
single,32,68,0,0.0122549,0,0
single,33,68,0,0.00245098,0,0
single,34,68,0,0.00490196,0,0
single,35,68,0,0.00490196,0,0
single,36,68,0,0.00245098,0,0
single,37,68,0,0,0,0
single,38,68,0,0,0,0
single,39,68,0,0,0,0
single,40,68,0,0,0,0
single,41,68,0,0,0,0
single,42,68,0,0,0,0
single,43,68,0,0,0,0
single,44,68,0,0,0,0
single,45,68,0,0,0,0
single,46,68,0,0,0,0
single,47,68,0,0,0,0
single,48,68,0,0,0,0
single,49,68,0,0,0,0
single,50,68,0,0,0,0
single,51,68,0,0,0,0
single,52,68,0,0,0,0
single,53,68,0,0,0,0
single,54,68,0,0,0,0
single,55,68,0,0,0,0
single,56,68,0,0,0,0
single,57,68,0,0,0,0
single,58,68,0,0,0,0
single,59,68,0,0,0,0
single,60,68,0,0,0,0
single,61,68,0,0,0,0
single,62,68,0,0,0,0
single,63,68,0,0,0,0
single,64,68,0,0,0,0
single,65,68,0,0,0,0
single,66,68,0,0,0,0
single,67,68,0,0,0,0
single,68,68,0,0,0,0
single,69,68,0,0,0,0
single,70,68,0,0,0,0
single,71,68,0,0,0,0
single,72,68,0,0,0,0
single,73,68,0,0,0,0
single,74,68,0,0,0,0
single,75,68,0,0,0,0
single,76,68,0,0,0,0
single,77,68,0,0,0,0
single,78,68,0,0,0,0
single,79,68,0,0,0,0
single,80,68,0,0,0,0
single,81,68,0,0.10049,0,0
single,82,68,0,0.10049,0,0
single,83,68,0,0.0882353,0,0
single,84,68,0,0.0882353,0,0
single,85,68,0,0.0857843,0,0
single,86,68,0,0.0784314,0,0
single,87,68,0,0.0857843,0,0
single,88,68,0,0.0931373,0,0
single,89,68,0,0.0833333,0,0
single,90,68,0,0.0661765,0,0
single,91,68,0,0.0808824,0,0
single,92,68,0,0.0710784,0,0
single,93,68,0,0.0661765,0,0
single,94,68,0,0.0710784,0,0
single,95,68,0,0.0563726,0,0
single,96,68,0,0.0416667,0,0
single,97,68,0,0.0441176,0,0
single,98,68,0,0.0490196,0,0
single,99,68,0,0.0416667,0,0
single,100,68,0,0.0514706,0,0
single,101,68,0,0.0392157,0,0
single,102,68,0,0.0343137,0,0
single,103,68,0,0.0318627,0,0
single,104,68,0,0.0220588,0,0
single,105,68,0,0.0171569,0,0
single,106,68,0,0.0245098,0,0
single,107,68,0,0.0220588,0,0
single,108,68,0,0.0269608,0,0
single,109,68,0,0.0269608,0,0
single,110,68,0,0.0122549,0,0
single,111,68,0,0.0196078,0,0
single,112,68,0,0.0147059,0,0
single,113,68,0,0.0122549,0,0
single,114,68,0,0.0196078,0,0
single,115,68,0,0.00980392,0,0
single,116,68,0,0.0122549,0,0
single,117,68,0,0.0171569,0,0
single,118,68,0,0.0147059,0,0
single,119,68,0,0.0122549,0,0
single,120,68,0,0.00735294,0,0
single,121,68,0,0.00980392,0,0
single,122,68,0,0.0122549,0,0
single,123,68,0,0.0122549,0,0
single,124,68,0,0.00980392,0,0
single,125,68,0,0.0147059,0,0
single,126,68,0,0.00980392,0,0
single,127,68,0,0.00980392,0,0
single,128,68,0,0.0122549,0,0
single,129,68,0,0.00735294,0,0
single,130,68,0,0.00735294,0,0
single,131,68,0,0.00735294,0,0
single,132,68,0,0.00980392,0,0
single,133,68,0,0.00980392,0,0
single,134,68,0,0.00490196,0,0
single,135,68,0,0.00490196,0,0
single,136,68,0,0.00980392,0,0
single,137,68,0,0.00735294,0,0
single,138,68,0,0.00735294,0,0
single,139,68,0,0.00735294,0,0
