graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,140,68,0,0.00490196,0,0
single,141,68,0,0.00980392,0,0
single,142,68,0,0.00735294,0,0
single,143,68,0,0.00490196,0,0
single,144,68,0,0.00490196,0,0
single,145,68,0,0.00735294,0,0
single,146,68,0,0.00735294,0,0
single,147,68,0,0.00980392,0,0
single,148,68,0,0.00980392,0,0
single,149,68,0,0.00490196,0,0
single,150,68,0,0.00490196,0,0
single,151,68,0,0,0,0
single,152,68,0,0,0,0
single,153,68,0,0,0,0
single,154,68,0,0,0,0
single,155,68,0,0,0,0
single,156,68,0,0,0,0
single,157,68,0,0,0,0
single,158,68,0,0,0,0
single,159,68,0,0,0,0
single,160,68,0,0,0,0
single,161,68,0,0,0,0
single,162,68,0,0,0,0
single,163,68,0,0,0,0
single,164,68,0,0,0,0
single,165,68,0,0,0,0
single,166,68,0,0,0,0
single,167,68,0,0,0,0
single,168,68,0,0,0,0
single,169,68,0,0,0,0
single,170,68,0,0,0,0
single,171,68,0,0,0,0
single,172,68,0,0,0,0
single,173,68,0,0,0,0
single,174,68,0,0,0,0
single,175,68,0,0,0,0
single,176,68,0,0,0,0
single,177,68,0,0,0,0
single,178,68,0,0,0,0
single,179,68,0,0,0,0
single,180,68,0,0,0,0
single,181,68,0,0,0,0
single,182,68,0,0,0,0
single,183,68,0,0,0,0
single,184,68,0,0,0,0
single,185,68,0,0,0,0
single,186,68,0,0,0,0
single,187,68,0,0,0,0
single,188,68,0,0,0,0
single,189,68,0,0,0,0
single,190,68,0,0,0,0
single,191,68,0,0,0,0
single,192,68,0,0,0,0
single,193,68,0,0,0,0
single,194,68,0,0,0,0
single,195,68,0,0,0,0
single,196,68,0,0,0,0
single,197,68,0,0,0,0
single,198,68,0,0,0,0
single,199,68,0,0,0,0
single,200,68,0,0,0,0
single,201,68,0,0,0,0
single,202,68,0,0,0,0
single,203,68,0,0,0,0
single,204,68,0,0,0,0
single,205,68,0,0,0,0
single,206,68,0,0,0,0
single,207,68,0,0,0,0
single,208,68,0,0,0,0
single,209,68,0,0,0,0
single,210,68,0,0,0,0
single,211,68,0,0,0,0
single,212,68,0,0,0,0
single,213,68,0,0,0,0
single,214,68,0,0,0,0
single,215,68,0,0,0,0
single,216,68,0,0,0,0
single,217,68,0,0,0,0
single,218,68,0,0,0,0
single,219,68,0,0,0,0
single,220,68,0,0,0,0
