method,replicates,episodes_per_replicate,success_mean,success_std,chain_closed_mean,chain_closed_std,attack_window_formed_mean,attack_window_formed_std,attack_window_rate_mean,attack_window_rate_std,tracking_rate_mean,tracking_rate_std,comm_connectivity_mean,comm_connectivity_std,mean_message_age_mean,mean_message_age_std,collision_mean,collision_std,timeout_mean,timeout_std,constraint_violation_mean,constraint_violation_std,steps_mean,steps_std,avg_mean_range_mean,avg_mean_range_std,final_mean_range_mean,final_mean_range_std,reward_sum_mean,reward_sum_std
RI-GMAPPO BC-only,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461538564700347,0.0,0.4987179503991054,0.0,58.280768212561426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,17125.148674128606,0.0,35857.01953125,0.0,1.9911841084249318,0.0
RI-GMAPPO BC-to-PPO,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589743696726286,0.0,0.497435899078846,0.0,58.45769159392669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,16356.09110952524,0.0,33763.265625,0.0,3.7168277292512357,0.0
