method,metric,unit,n_recovered_episodes,mean,note
no_graph,recovered_only_recovery_steps,steps,116,22.1637931,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,441,26.04081633,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
