epoch,loss,action_accuracy,attacker_action_accuracy,support_action_accuracy,samples,demo_success_rate,balanced_loss,geometric_policy_mode,attacker_action_weight
1,3.04949489235878,0.18671926364234057,0.07100591715976332,0.2445759368836292,507,1.0,0,direct,1.0
