method,train_seed,cell,episode_id,eval_seed,checkpoint_path,checkpoint_sha256,checkpoint_update,protocol_tag,implementation_tag,preflight_lock_tag,steps,failure_start_step,failure_exposed,success,collision,post_failure_chain_recovered,recovery_window_start_step,recovery_event_time,censor_time,recovery_observed,reward
full_ea_rg,2,J1,76,1208683,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-24.925563210621476
full_ea_rg,2,J1,77,1208684,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-43.93166317977011
full_ea_rg,2,J1,78,1208685,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-23.432718630880117
full_ea_rg,2,J1,79,1208686,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-39.64623164571822
full_ea_rg,2,J1,80,1208687,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-14.795236634090543
full_ea_rg,2,J1,81,1208688,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-23.502416145056486
full_ea_rg,2,J1,82,1208689,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-33.543979274109006
full_ea_rg,2,J1,83,1208690,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-35.27250085026026
full_ea_rg,2,J1,84,1208691,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-42.817844338715076
full_ea_rg,2,J1,85,1208692,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-22.576927360147238
full_ea_rg,2,J1,86,1208693,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-35.74168523773551
full_ea_rg,2,J1,87,1208694,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-25.42224747315049
full_ea_rg,2,J1,88,1208695,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-31.18282370083034
full_ea_rg,2,J1,89,1208696,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-25.541574358940125
full_ea_rg,2,J1,90,1208697,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-39.269186452031136
full_ea_rg,2,J1,91,1208698,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-37.113496197387576
full_ea_rg,2,J1,92,1208699,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-32.58019873313606
full_ea_rg,2,J1,93,1208700,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-13.567336013540626
full_ea_rg,2,J1,94,1208701,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-36.17991209216416
full_ea_rg,2,J1,95,1208702,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-31.67969855479896
full_ea_rg,2,J1,96,1208703,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-24.282673057168722
full_ea_rg,2,J1,97,1208704,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-30.246235786005855
full_ea_rg,2,J1,98,1208705,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-31.485178511589766
full_ea_rg,2,J1,99,1208706,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-36.02441653423011
full_ea_rg,2,M1,0,1208607,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-25.070128318853676
full_ea_rg,2,M1,1,1208608,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-27.364706251770258
full_ea_rg,2,M1,2,1208609,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-23.712643651058897
full_ea_rg,2,M1,3,1208610,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-25.97552107553929
full_ea_rg,2,M1,4,1208611,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-33.49222008138895
full_ea_rg,2,M1,5,1208612,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-43.99013763666153
full_ea_rg,2,M1,6,1208613,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-41.77985020540655
full_ea_rg,2,M1,7,1208614,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-44.91280481405556
full_ea_rg,2,M1,8,1208615,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-33.44411614537239
full_ea_rg,2,M1,9,1208616,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-37.19767842814326
full_ea_rg,2,M1,10,1208617,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-36.27027279138565
full_ea_rg,2,M1,11,1208618,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-33.12694204598665
full_ea_rg,2,M1,12,1208619,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-35.02144840732217
full_ea_rg,2,M1,13,1208620,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-26.30928237293847
full_ea_rg,2,M1,14,1208621,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-26.173320395871997
full_ea_rg,2,M1,15,1208622,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-42.69330673292279
full_ea_rg,2,M1,16,1208623,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-14.038746826350689
full_ea_rg,2,M1,17,1208624,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-36.53423354960978
full_ea_rg,2,M1,18,1208625,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-26.93217512127012
full_ea_rg,2,M1,19,1208626,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-33.79036445170641
full_ea_rg,2,M1,20,1208627,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-27.030358992516994
full_ea_rg,2,M1,21,1208628,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-13.634559605270624
full_ea_rg,2,M1,22,1208629,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-7.802462689578533
full_ea_rg,2,M1,23,1208630,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-5.8467767983675
full_ea_rg,2,M1,24,1208631,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-15.886876231059432
full_ea_rg,2,M1,25,1208632,D:\Code\Codex\ri_gmappo_uav\results\paper_config_runs\formal_budget_post_sixth_freeze_v1.4_formal_main_20260802\ea_rg_mappo_s_gate_prior\ppo_seed2_1m\actor_critic_update_0977.pt,BD4ADC24E01728BB8153796D40E0097152210654A157DFA1AB5D02B2B509526A,977,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,260.0,25.0,1.0,0.0,0.0,0.0,-1.0,-1.0,235.0,0.0,-34.980517745018005
