graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
no_graph,-20,2,0.333333,1,0,0
no_graph,-19,2,0.333333,0.833333,0,0
no_graph,-18,2,0.333333,0.833333,0,0
no_graph,-17,2,0.333333,0.583333,0,0
no_graph,-16,2,0.333333,0.5,0,0
no_graph,-15,2,0.333333,1,0,0
no_graph,-14,2,0.333333,0.75,0,0
no_graph,-13,2,0.333333,0.833333,0,0
no_graph,-12,2,0.333333,1,0,0
no_graph,-11,2,0.333333,0.75,0,0
no_graph,-10,2,0.333333,0.666667,0,0
no_graph,-9,2,0.166667,0.833333,0,0
no_graph,-8,2,0,0.833333,0,0
no_graph,-7,2,0,1,0,0
no_graph,-6,2,0,0.75,0,0
no_graph,-5,2,0,1,0,0
no_graph,-4,2,0,1,0,0
no_graph,-3,2,0,0.833333,0,0
no_graph,-2,2,0,0.666667,0,0
no_graph,-1,2,0,0.833333,0,0
no_graph,0,2,0,0.666667,0,0
no_graph,1,2,0,0.25,0,0
no_graph,2,2,0,0.166667,0,0
no_graph,3,2,0,0.25,0,0
no_graph,4,2,0,0.166667,0,0
no_graph,5,2,0,0.25,0,0
no_graph,6,2,0,0.333333,0,0
no_graph,7,2,0,0.166667,0,0
no_graph,8,2,0,0.25,0,0
no_graph,9,2,0,0.25,0,0
no_graph,10,2,0,0.25,0,0
no_graph,11,2,0,0.333333,0,0
no_graph,12,2,0,0.25,0,0
no_graph,13,2,0,0,0,0
no_graph,14,2,0,0,0,0
no_graph,15,2,0,0,0,0
no_graph,16,2,0,0,0,0
no_graph,17,2,0,0,0,0
no_graph,18,2,0,0,0,0
no_graph,19,2,0,0,0,0
no_graph,20,2,0,0,0,0
no_graph,21,2,0,0,0,0
no_graph,22,2,0,0,0,0
no_graph,23,2,0,0,0,0
no_graph,24,2,0,0,0,0
no_graph,25,2,0,0,0,0
no_graph,26,2,0,0,0,0
no_graph,27,2,0,0,0,0
no_graph,28,2,0,0,0,0
no_graph,29,2,0,0,0,0
no_graph,30,2,0,0,0,0
no_graph,31,2,0,0,0,0
no_graph,32,2,0,0,0,0
no_graph,33,2,0,0,0,0
no_graph,34,2,0,0,0,0
no_graph,35,2,0,0,0,0
no_graph,36,2,0,0,0,0
no_graph,37,2,0,0,0,0
no_graph,38,2,0,0,0,0
no_graph,39,2,0,0,0,0
no_graph,40,2,0,0,0,0
no_graph,41,2,0,0,0,0
no_graph,42,2,0,0,0,0
no_graph,43,2,0,0,0,0
no_graph,44,2,0,0,0,0
no_graph,45,2,0,0,0,0
no_graph,46,2,0,0,0,0
no_graph,47,2,0,0,0,0
no_graph,48,2,0,0,0,0
no_graph,49,2,0,0,0,0
no_graph,50,2,0,0,0,0
no_graph,51,2,0,0,0,0
no_graph,52,2,0,0,0,0
no_graph,53,2,0,0,0,0
no_graph,54,2,0,0,0,0
no_graph,55,2,0,0,0,0
no_graph,56,2,0,0,0,0
no_graph,57,2,0,0,0,0
no_graph,58,2,0,0,0,0
no_graph,59,2,0,0,0,0
no_graph,60,2,0,0,0,0
no_graph,61,2,0,0,0,0
no_graph,62,2,0,0,0,0
no_graph,63,2,0,0,0,0
no_graph,64,2,0,0,0,0
no_graph,65,2,0,0,0,0
no_graph,66,2,0,0,0,0
no_graph,67,2,0,0,0,0
no_graph,68,2,0,0,0,0
no_graph,69,2,0,0,0,0
no_graph,70,2,0,0,0,0
no_graph,71,2,0,0,0,0
no_graph,72,2,0,0,0,0
no_graph,73,2,0,0,0,0
no_graph,74,2,0,0,0,0
no_graph,75,2,0,0,0,0
no_graph,76,2,0,0,0,0
no_graph,77,2,0,0,0,0
no_graph,78,2,0,0,0,0
no_graph,79,2,0,0,0,0
no_graph,80,2,0,0,0,0
no_graph,81,2,0,0,0,0
no_graph,82,2,0,0,0,0
no_graph,83,2,0,0,0,0
no_graph,84,2,0,0,0,0
no_graph,85,2,0,0,0,0
no_graph,86,2,0,0,0,0
no_graph,87,2,0,0,0,0
no_graph,88,2,0,0,0,0
no_graph,89,2,0,0,0,0
no_graph,90,2,0,0,0,0
no_graph,91,2,0,0,0,0
no_graph,92,2,0,0,0,0
no_graph,93,2,0,0,0,0
no_graph,94,2,0,0,0,0
no_graph,95,2,0,0,0,0
no_graph,96,2,0,0,0,0
no_graph,97,2,0,0,0,0
no_graph,98,2,0,0,0,0
no_graph,99,2,0,0,0,0
no_graph,100,2,0,0,0,0
no_graph,101,2,0,0,0,0
no_graph,102,2,0,0,0,0
no_graph,103,2,0,0,0,0
no_graph,104,2,0,0,0,0
no_graph,105,2,0,0,0,0
no_graph,106,2,0,0,0,0
no_graph,107,2,0,0,0,0
no_graph,108,2,0,0,0,0
no_graph,109,2,0,0,0,0
no_graph,110,2,0,0,0,0
no_graph,111,2,0,0,0,0
no_graph,112,2,0,0,0,0
no_graph,113,2,0,0,0,0
no_graph,114,2,0,0,0,0
no_graph,115,2,0,0,0,0
no_graph,116,2,0,0,0,0
no_graph,117,2,0,0,0,0
no_graph,118,2,0,0,0,0
no_graph,119,2,0,0,0,0
no_graph,120,2,0,0,0,0
no_graph,121,2,0,0,0,0
no_graph,122,2,0,0,0,0
no_graph,123,2,0,0,0,0
no_graph,124,2,0,0,0,0
no_graph,125,2,0,0,0,0
no_graph,126,2,0,0,0,0
no_graph,127,2,0,0,0,0
no_graph,128,2,0,0,0,0
no_graph,129,2,0,0,0,0
no_graph,130,2,0,0,0,0
no_graph,131,2,0,0,0,0
no_graph,132,2,0,0,0,0
no_graph,133,2,0,0,0,0
no_graph,134,2,0,0,0,0
no_graph,135,2,0,0,0,0
no_graph,136,2,0,0,0,0
no_graph,137,2,0,0,0,0
no_graph,138,2,0,0,0,0
no_graph,139,2,0,0,0,0
no_graph,140,2,0,0,0,0
no_graph,141,2,0,0,0,0
no_graph,142,2,0,0,0,0
no_graph,143,2,0,0,0,0
no_graph,144,2,0,0,0,0
no_graph,145,2,0,0,0,0
no_graph,146,2,0,0,0,0
no_graph,147,2,0,0,0,0
no_graph,148,2,0,0,0,0
no_graph,149,2,0,0,0,0
no_graph,150,2,0,0,0,0
no_graph,151,2,0,0,0,0
no_graph,152,2,0,0,0,0
no_graph,153,2,0,0,0,0
no_graph,154,2,0,0,0,0
no_graph,155,2,0,0,0,0
no_graph,156,2,0,0,0,0
no_graph,157,2,0,0,0,0
no_graph,158,2,0,0,0,0
no_graph,159,2,0,0,0,0
no_graph,160,2,0,0,0,0
no_graph,161,2,0,0,0,0
no_graph,162,2,0,0,0,0
no_graph,163,2,0,0,0,0
no_graph,164,2,0,0,0,0
no_graph,165,2,0,0,0,0
no_graph,166,2,0,0,0,0
no_graph,167,2,0,0,0,0
no_graph,168,2,0,0,0,0
no_graph,169,2,0,0,0,0
no_graph,170,2,0,0,0,0
no_graph,171,2,0,0,0,0
no_graph,172,2,0,0,0,0
no_graph,173,2,0,0,0,0
no_graph,174,2,0,0,0,0
no_graph,175,2,0,0,0,0
no_graph,176,2,0,0,0,0
no_graph,177,2,0,0,0,0
no_graph,178,2,0,0,0,0
no_graph,179,2,0,0,0,0
