method,replicates,episodes_per_replicate,success_mean,success_std,chain_closed_mean,chain_closed_std,attack_window_formed_mean,attack_window_formed_std,attack_window_rate_mean,attack_window_rate_std,tracking_rate_mean,tracking_rate_std,comm_connectivity_mean,comm_connectivity_std,mean_message_age_mean,mean_message_age_std,collision_mean,collision_std,timeout_mean,timeout_std,constraint_violation_mean,constraint_violation_std,steps_mean,steps_std,avg_mean_range_mean,avg_mean_range_std,final_mean_range_mean,final_mean_range_std,reward_sum_mean,reward_sum_std
Geometric controller,3,30,1.0,0.0,1.0,0.0,1.0,0.0,0.02947111763742942,9.519920650963741e-05,0.4372975372761867,0.0012767736700798236,1.0,0.0,41.873903872222826,0.1614724812104183,0.0,0.0,0.0,0.0,0.0,0.0,45.26666666666666,0.15275252316519294,14800.487663162981,33.827920850758744,4992.683919270833,63.61610713687004,40.61295942763488,0.13840063635462027
RI-GMAPPO from scratch,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06975489578740035,0.05157569680346821,0.4036184494566342,0.08245007124909469,88.21366669005143,35.293999989828094,0.0,0.0,0.7222222222222222,0.4811252243246882,0.2777777777777778,0.4811252243246882,247.46666666666667,21.708370121529924,25489.937553920598,6316.805988727026,52082.397699652785,18605.155179906138,-14.57841373433928,12.622244218493012
RI-GMAPPO BC-only,3,30,0.8444444444444444,0.07698003589195009,0.8444444444444444,0.07698003589195009,0.9666666666666667,0.033333333333333326,0.025096398486253408,0.0021613519315513987,0.38617727006254987,0.026215128337375757,0.9531339034756533,0.019194378147462537,44.166425247219905,2.317439420904177,0.0,0.0,0.15555555555555556,0.0769800358919501,0.0,0.0,78.86666666666667,16.512520502132112,18193.15459020725,1821.4102091998247,16198.725065104169,5859.891586199952,34.32356268796656,3.2363341935852343
RI-GMAPPO BC-to-PPO,3,30,0.9666666666666668,0.033333333333333326,0.9666666666666668,0.033333333333333326,0.9888888888888889,0.01924500897298752,0.028489738882034377,0.0009545447474502291,0.4267387828703968,0.009729742058839034,0.9858547009107395,0.017380242565629204,40.64261880892821,4.165980217240769,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,52.56666666666666,7.3020545054114745,15417.832690166348,648.972826766657,7155.648388671875,2243.992548745612,39.30483195339847,1.8052292870327178
