case,oracle_mode,target_policy,rollout_seed,episode,step,success,timeout,collision,constraint_violation,mean_range,min_blue_red_distance,min_blue_blue_distance,tracking_rate,attack_window_rate,attack_geometry_score,chain_closed,comm_connectivity,mean_message_age,action_0,action_1,action_2,blue0_x,blue0_y,blue0_z,blue1_x,blue1_y,blue1_z,blue2_x,blue2_y,blue2_z,red0_x,red0_y,red0_z
weaving_tiny_offset,offset,weaving_tiny,509000,0,13.0,0.0,0.0,0.0,0.0,19615.630859375,18702.51953125,4408.318359375,0.0,0.0,0.0,0.0,1.0,86.66666412353516,4,4,4,-11035.7119140625,-4583.25390625,4862.25830078125,-13236.4521484375,225.46910095214844,5169.845703125,-10974.810546875,3996.125,4852.982421875,7463.10302734375,-1841.7247314453125,5111.54150390625
weaving_tiny_offset,offset,weaving_tiny,509000,0,14.0,0.0,0.0,0.0,0.0,19228.439453125,18280.171875,4272.037109375,0.0,0.0,0.0,0.0,1.0,0.0,13,4,22,-10805.1943359375,-4500.412109375,4867.158203125,-13019.8427734375,212.4569091796875,5169.845703125,-10764.341796875,3828.693603515625,4876.84619140625,7297.203125,-1970.0340576171875,5122.2177734375
weaving_tiny_offset,offset,weaving_tiny,509000,0,15.0,0.0,0.0,0.0,0.0,18850.05078125,17862.5,4123.32763671875,0.0,0.0,0.0,0.0,1.0,0.0,4,13,4,-10571.9189453125,-4425.6875,4872.05810546875,-12803.2333984375,199.44471740722656,5169.845703125,-10562.859375,3650.549072265625,4900.7099609375,7137.37744140625,-2105.83740234375,5132.857421875
weaving_tiny_offset,offset,weaving_tiny,509000,0,16.0,0.0,0.0,0.0,0.0,18482.134765625,17453.48046875,3967.96630859375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,4,4,-10341.4013671875,-4342.845703125,4876.9580078125,-12587.111328125,179.94107055664062,5169.845703125,-10370.9091796875,3462.173095703125,4924.57373046875,6983.96142578125,-2248.8505859375,5143.380859375
weaving_tiny_offset,offset,weaving_tiny,509000,0,17.0,0.0,0.0,0.0,0.0,18120.138671875,17050.3671875,3833.56396484375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-10108.1259765625,-4268.12109375,4881.85791015625,-12371.671875,153.96351623535156,5169.845703125,-10169.4267578125,3284.028564453125,4948.4375,6837.27734375,-2398.774169921875,5153.7080078125
weaving_tiny_offset,offset,weaving_tiny,509000,0,18.0,0.0,0.0,0.0,0.0,17769.015625,16655.55078125,3686.874755859375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,13,4,-9874.8505859375,-4193.396484375,4886.7578125,-12156.232421875,127.9859619140625,5169.845703125,-9977.4765625,3095.652587890625,4972.30126953125,6697.63330078125,-2555.294189453125,5163.7587890625
weaving_tiny_offset,offset,weaving_tiny,509000,0,19.0,0.0,0.0,0.0,0.0,17426.673828125,16267.9921875,3547.51708984375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-9639.103515625,-4126.880859375,4891.65771484375,-11941.6689453125,95.5578842163086,5169.845703125,-9785.5263671875,2907.276611328125,4996.1650390625,6565.32373046875,-2718.0830078125,5173.4521484375
weaving_tiny_offset,offset,weaving_tiny,509000,0,20.0,0.0,0.0,0.0,0.0,17096.197265625,15889.96484375,3401.727294921875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,4,4,-9403.3564453125,-4060.365234375,4896.5576171875,-11728.1748046875,56.708465576171875,5169.845703125,-9603.6259765625,2709.17822265625,5020.02880859375,6440.6279296875,-2886.799560546875,5182.708984375
weaving_tiny_offset,offset,weaving_tiny,509000,0,21.0,0.0,0.0,0.0,0.0,16773.208984375,15520.505859375,3271.577392578125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,22,-9165.42578125,-4002.1396484375,4901.45751953125,-11514.6806640625,17.859046936035156,5169.845703125,-9411.67578125,2520.80224609375,5043.892578125,6323.81005859375,-3061.090087890625,5191.45166015625
weaving_tiny_offset,offset,weaving_tiny,509000,0,22.0,0.0,0.0,0.0,0.0,16462.818359375,15161.7744140625,3135.167236328125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,4,4,-8927.4951171875,-3943.9140625,4906.357421875,-11302.4482421875,-27.376754760742188,5169.845703125,-9229.775390625,2322.703857421875,5067.75634765625,6215.1181640625,-3240.588134765625,5199.6044921875
weaving_tiny_offset,offset,weaving_tiny,509000,0,23.0,0.0,0.0,0.0,0.0,16160.6875,14812.8427734375,3014.799072265625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,22,-8687.6728515625,-3894.050048828125,4911.25732421875,-11090.2158203125,-72.61255645751953,5169.845703125,-9037.8251953125,2134.327880859375,5091.6201171875,6114.783203125,-3424.916259765625,5207.09423828125
weaving_tiny_offset,offset,weaving_tiny,509000,0,24.0,0.0,0.0,0.0,0.0,15871.2939453125,14474.306640625,2888.4072265625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,4,-8446.2529296875,-3852.608642578125,4916.1572265625,-10879.435546875,-124.19403076171875,5169.845703125,-8855.9248046875,1936.2296142578125,5115.48388671875,6023.01953125,-3613.685546875,5213.85205078125
weaving_tiny_offset,offset,weaving_tiny,509000,0,25.0,0.0,0.0,0.0,0.0,15593.2373046875,14148.0126953125,2764.51123046875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,13,13,-8204.8330078125,-3811.167236328125,4921.05712890625,-10668.6552734375,-175.77549743652344,5169.845703125,-8674.0244140625,1738.13134765625,5139.34765625,5940.02392578125,-3806.496826171875,5219.81201171875
weaving_tiny_offset,offset,weaving_tiny,509000,0,26.0,0.0,0.0,0.0,0.0,15326.4814453125,13834.12109375,2649.14013671875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,7,4,10,-7963.55615234375,-3778.3955078125,4948.1962890625,-10459.5166015625,-233.65621948242188,5169.845703125,-8491.4462890625,1539.2945556640625,5133.9482421875,5865.97412109375,-4002.94189453125,5224.91357421875
weaving_tiny_offset,offset,weaving_tiny,509000,0,27.0,0.0,0.0,0.0,0.0,15071.078125,13532.126953125,2536.64599609375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,13,-7721.2802734375,-3754.0869140625,4975.33544921875,-10250.3779296875,-291.5369567871094,5169.845703125,-8308.8681640625,1340.457763671875,5128.548828125,5801.02978515625,-4202.603515625,5229.10107421875
weaving_tiny_offset,offset,weaving_tiny,509000,0,28.0,0.0,0.0,0.0,0.0,14827.27734375,13242.427734375,2432.712890625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-7478.30224609375,-3738.27099609375,5002.474609375,-10043.0703125,-355.66485595703125,5169.845703125,-8126.2900390625,1141.6209716796875,5123.1494140625,5745.3310546875,-4405.056640625,5232.32470703125
weaving_tiny_offset,offset,weaving_tiny,509000,0,29.0,0.0,0.0,0.0,0.0,14595.20703125,12965.3642578125,2337.461669921875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-7234.91943359375,-3730.96728515625,5029.61376953125,-9837.779296875,-425.982177734375,5169.845703125,-7943.7119140625,942.7841186523438,5117.75,5698.99755859375,-4609.86962890625,5234.5400390625
weaving_tiny_offset,offset,weaving_tiny,509000,0,30.0,0.0,0.0,0.0,0.0,14374.703125,12701.2041015625,2240.67578125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,13,-6991.43017578125,-3732.184814453125,5056.7529296875,-9630.4716796875,-490.11004638671875,5169.845703125,-7761.1337890625,743.947265625,5112.3505859375,5662.1298828125,-4816.60498046875,5235.70947265625
weaving_tiny_offset,offset,weaving_tiny,509000,0,31.0,0.0,0.0,0.0,0.0,14165.99609375,12450.1435546875,2153.18212890625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-6748.1328125,-3741.921875,5083.89208984375,-9425.1806640625,-560.4273681640625,5169.845703125,-7578.5556640625,545.1104125976562,5106.951171875,5634.80712890625,-5024.81982421875,5235.80224609375
weaving_tiny_offset,offset,weaving_tiny,509000,0,32.0,0.0,0.0,0.0,0.0,13967.2451171875,12212.3134765625,2088.5771484375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-6505.3251953125,-3760.166748046875,5111.03125,-9222.0908203125,-636.870849609375,5169.845703125,-7385.8896484375,356.0321044921875,5101.5517578125,5617.087890625,-5234.068359375,5234.794921875
weaving_tiny_offset,offset,weaving_tiny,509000,0,33.0,0.0,0.0,0.0,0.0,13782.0029296875,11987.7626953125,2019.7015380859375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,4,-6263.3046875,-3786.89697265625,5138.17041015625,-9021.3857421875,-719.3717651367188,5169.845703125,-7203.3115234375,157.1952667236328,5096.15234375,5609.009765625,-5443.90234375,5232.6708984375
weaving_tiny_offset,offset,weaving_tiny,509000,0,34.0,0.0,0.0,0.0,0.0,13606.2626953125,11776.470703125,1964.038818359375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,22,-6022.36767578125,-3822.079833984375,5165.3095703125,-8818.2958984375,-795.8153076171875,5169.845703125,-7010.6455078125,-31.883026123046875,5090.7529296875,5610.58935546875,-5653.87109375,5229.421875
weaving_tiny_offset,offset,weaving_tiny,509000,0,35.0,0.0,0.0,0.0,0.0,13441.90234375,11578.345703125,1917.7735595703125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-5782.8095703125,-3865.672119140625,5192.44873046875,-8617.5908203125,-878.3162231445312,5169.845703125,-6817.9794921875,-220.96131896972656,5085.353515625,5621.8212890625,-5863.52490234375,5225.0458984375
weaving_tiny_offset,offset,weaving_tiny,509000,0,36.0,0.0,0.0,0.0,0.0,13288.6796875,11393.2255859375,1880.6885986328125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-5544.92333984375,-3917.62060546875,5219.587890625,-8419.4501953125,-966.8002319335938,5169.845703125,-6625.3134765625,-410.03961181640625,5079.9541015625,5642.67919921875,-6072.4140625,5219.55029296875
weaving_tiny_offset,offset,weaving_tiny,509000,0,37.0,0.0,0.0,0.0,0.0,13144.7197265625,11220.88671875,1860.1806640625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,22,-5309.00048828125,-3977.861572265625,5246.72705078125,-8221.3095703125,-1055.2843017578125,5169.845703125,-6423.080078125,-588.8482055664062,5074.5546875,5673.1162109375,-6280.091796875,5212.94873046875
weaving_tiny_offset,offset,weaving_tiny,509000,0,38.0,0.0,0.0,0.0,0.0,13012.734375,11061.0458984375,1836.3409423828125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,4,-5075.33056640625,-4046.3212890625,5273.8662109375,-8025.91259765625,-1149.671875,5169.845703125,-6230.4140625,-777.926513671875,5069.1552734375,5713.0634765625,-6486.11376953125,5205.263671875
weaving_tiny_offset,offset,weaving_tiny,509000,0,39.0,0.0,0.0,0.0,0.0,12888.6865234375,10911.7275390625,1824.5501708984375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,1,22,22,-4842.814453125,-4123.37451171875,5278.76611328125,-7827.7724609375,-1238.1558837890625,5169.845703125,-6028.1806640625,-956.735107421875,5063.755859375,5762.4326171875,-6690.041015625,5196.5244140625
weaving_tiny_offset,offset,weaving_tiny,509000,0,40.0,0.0,0.0,0.0,0.0,12774.3828125,10774.0927734375,1820.5552978515625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-4613.13720703125,-4208.51708984375,5283.666015625,-7632.37548828125,-1332.54345703125,5169.845703125,-5825.947265625,-1135.543701171875,5058.3564453125,5821.1142578125,-6891.439453125,5186.767578125
weaving_tiny_offset,offset,weaving_tiny,509000,0,41.0,0.0,0.0,0.0,0.0,12669.3994140625,10647.724609375,1823.7882080078125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-4386.57958984375,-4301.64453125,5288.56591796875,-7439.8974609375,-1432.74951171875,5169.845703125,-5623.7138671875,-1314.352294921875,5052.95703125,5888.9794921875,-7089.88134765625,5176.037109375
weaving_tiny_offset,offset,weaving_tiny,509000,0,42.0,0.0,0.0,0.0,0.0,12572.0634765625,10532.19140625,1839.724365234375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,22,-4163.419921875,-4402.64306640625,5293.4658203125,-7247.41943359375,-1532.95556640625,5169.845703125,-5412.4599609375,-1482.4078369140625,5047.5576171875,5965.8798828125,-7284.94677734375,5164.3837890625
weaving_tiny_offset,offset,weaving_tiny,509000,0,43.0,0.0,0.0,0.0,0.0,12484.0439453125,10427.046875,1849.341552734375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,4,-3943.930908203125,-4511.388671875,5298.36572265625,-7054.94140625,-1633.16162109375,5169.845703125,-5210.2265625,-1661.2164306640625,5042.158203125,6051.6484375,-7476.22412109375,5151.865234375
weaving_tiny_offset,offset,weaving_tiny,509000,0,44.0,0.0,0.0,0.0,0.0,12402.94140625,10331.8515625,1873.4930419921875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-3728.381591796875,-4627.748046875,5303.265625,-6865.5556640625,-1739.0960693359375,5169.845703125,-4998.97265625,-1829.27197265625,5036.7587890625,6146.099609375,-7663.31103515625,5138.54443359375
weaving_tiny_offset,offset,weaving_tiny,509000,0,45.0,0.0,0.0,0.0,0.0,12329.1484375,10246.173828125,1899.636962890625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,13,-3517.0361328125,-4751.5791015625,5308.16552734375,-6676.169921875,-1845.030517578125,5169.845703125,-4787.71875,-1997.3275146484375,5031.359375,6249.0302734375,-7845.81494140625,5124.490234375
weaving_tiny_offset,offset,weaving_tiny,509000,0,46.0,0.0,0.0,0.0,0.0,12262.1953125,10169.611328125,1927.6925048828125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,13,13,-3310.1533203125,-4882.7294921875,5313.0654296875,-6486.7841796875,-1950.9649658203125,5169.845703125,-4576.46484375,-2165.383056640625,5025.9599609375,6360.220703125,-8023.3544921875,5109.77685546875
weaving_tiny_offset,offset,weaving_tiny,509000,0,47.0,0.0,0.0,0.0,0.0,12201.0869140625,10101.7890625,1966.84423828125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-3107.986572265625,-5021.0390625,5317.96533203125,-6300.66162109375,-2062.532470703125,5169.845703125,-4356.76171875,-2322.231201171875,5020.560546875,6479.43359375,-8195.55859375,5094.482421875
weaving_tiny_offset,offset,weaving_tiny,509000,0,48.0,0.0,0.0,0.0,0.0,12146.4365234375,10042.380859375,1997.9337158203125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,4,-2910.783447265625,-5166.33837890625,5322.865234375,-6111.27587890625,-2168.467041015625,5169.845703125,-4145.5078125,-2490.28662109375,5015.1611328125,6606.41650390625,-8362.0693359375,5078.6904296875
weaving_tiny_offset,offset,weaving_tiny,509000,0,49.0,0.0,0.0,0.0,0.0,12096.7578125,9991.109375,2039.0645751953125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-2718.78564453125,-5318.44970703125,5327.76513671875,-5925.1533203125,-2280.03466796875,5169.845703125,-3925.8046875,-2647.134765625,5009.76171875,6740.90185546875,-8522.541015625,5062.48681640625
weaving_tiny_offset,offset,weaving_tiny,509000,0,50.0,0.0,0.0,0.0,0.0,12052.3671875,9947.7548828125,2083.187255859375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,13,-2532.22802734375,-5477.18603515625,5332.6650390625,-5742.4609375,-2397.134765625,5169.845703125,-3706.1015625,-2803.98291015625,5004.3623046875,6882.60693359375,-8676.640625,5045.96044921875
weaving_tiny_offset,offset,weaving_tiny,509000,0,51.0,0.0,0.0,0.0,0.0,12012.0703125,9912.162109375,2130.838623046875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,22,-2351.33935546875,-5642.353515625,5337.56494140625,-5556.33837890625,-2508.7021484375,5169.845703125,-3478.54296875,-2949.199462890625,4998.962890625,7031.23486328125,-8824.0478515625,5029.20263671875
weaving_tiny_offset,offset,weaving_tiny,509000,0,52.0,0.0,0.0,0.0,0.0,11974.4091796875,9877.34375,2175.802490234375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,4,4,-2164.78173828125,-5801.08984375,5342.46484375,-5373.64599609375,-2625.80224609375,5169.845703125,-3258.83984375,-3106.047607421875,4993.5634765625,7186.4755859375,-8964.45703125,5012.30615234375
weaving_tiny_offset,offset,weaving_tiny,509000,0,53.0,0.0,0.0,0.0,0.0,11940.4072265625,9849.5380859375,2228.379638671875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-1983.8931884765625,-5966.25732421875,5347.36474609375,-5194.54833984375,-2748.32958984375,5169.845703125,-3031.28125,-3251.26416015625,4988.1640625,7348.005859375,-9097.5771484375,4995.36474609375
weaving_tiny_offset,offset,weaving_tiny,509000,0,54.0,0.0,0.0,0.0,0.0,11907.3095703125,9821.755859375,2278.786376953125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,22,13,-1797.335693359375,-6124.99365234375,5352.2646484375,-5011.85595703125,-2865.4296875,5169.845703125,-2803.72265625,-3396.480712890625,4982.7646484375,7515.48974609375,-9223.130859375,4978.47216796875
weaving_tiny_offset,offset,weaving_tiny,509000,0,55.0,0.0,0.0,0.0,0.0,11877.30078125,9800.337890625,2335.691162109375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,-1616.4471435546875,-6290.1611328125,5357.16455078125,-4832.75830078125,-2987.95703125,5169.845703125,-2568.923583984375,-3529.67333984375,4977.365234375,7688.57958984375,-9340.8564453125,4961.72216796875
weaving_tiny_offset,offset,weaving_tiny,509000,0,56.0,0.0,0.0,0.0,0.0,11847.4892578125,9778.2412109375,2386.203369140625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,22,4,-1429.8896484375,-6448.8974609375,5362.064453125,-4650.06591796875,-3105.05712890625,5169.845703125,-2341.364990234375,-3674.889892578125,4971.9658203125,7866.91552734375,-9450.5078125,4945.20751953125
weaving_tiny_offset,offset,weaving_tiny,509000,0,57.0,0.0,0.0,0.0,0.0,11818.8564453125,9758.5166015625,2443.092041015625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,4,22,-1243.3321533203125,-6607.6337890625,5366.96435546875,-4470.96826171875,-3227.58447265625,5169.845703125,-2106.56591796875,-3808.08251953125,4966.56640625,8050.12744140625,-9551.85546875,4929.0185546875
weaving_tiny_offset,offset,weaving_tiny,509000,0,58.0,0.0,0.0,0.0,0.0,11790.4296875,9740.0244140625,2497.79541015625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,22,13,-1056.774658203125,-6766.3701171875,5371.8642578125,-4288.27587890625,-3344.6845703125,5169.845703125,-1871.7669677734375,-3941.275146484375,4961.1669921875,8235.541015625,-9649.1845703125,4913.24365234375
weaving_tiny_offset,offset,weaving_tiny,509000,0,59.0,0.0,0.0,0.0,0.0,11761.4560546875,9718.6533203125,2558.16943359375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,4,22,-864.7767333984375,-6918.4814453125,5376.76416015625,-4109.17822265625,-3467.2119140625,5169.845703125,-1630.3624267578125,-4062.083740234375,4955.767578125,8420.9482421875,-9746.60546875,4897.96826171875
weaving_tiny_offset,offset,weaving_tiny,509000,0,60.0,0.0,0.0,0.0,0.0,11733.3623046875,9700.92578125,2612.855712890625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,4,-678.21923828125,-7077.2177734375,5381.6640625,-3926.485595703125,-3584.31201171875,5169.845703125,-1395.5634765625,-4195.2763671875,4950.3681640625,8606.421875,-9843.98828125,4883.2744140625
weaving_tiny_offset,offset,weaving_tiny,509000,0,61.0,0.0,0.0,0.0,0.0,11704.7080078125,9680.25,2673.309814453125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,4,22,-486.2213439941406,-7229.3291015625,5386.56396484375,-3747.3876953125,-3706.83935546875,5169.845703125,-1154.158935546875,-4316.0849609375,4944.96875,8791.9482421875,-9941.3701171875,4869.2392578125
weaving_tiny_offset,offset,weaving_tiny,509000,0,62.0,0.0,0.0,0.0,0.0,11676.9658203125,9663.32421875,2727.9794921875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,22,4,-299.6638488769531,-7388.0654296875,5391.4638671875,-3564.695068359375,-3823.939453125,5169.845703125,-919.3599853515625,-4449.27783203125,4939.5693359375,8977.6005859375,-10038.61328125,4855.93603515625
weaving_tiny_offset,offset,weaving_tiny,509000,0,63.0,0.0,0.0,0.0,0.0,11648.64453125,9643.37890625,2788.50634765625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,4,22,-107.66595458984375,-7540.1767578125,5396.36376953125,-3385.59716796875,-3946.466796875,5169.845703125,-677.9555053710938,-4570.08642578125,4934.169921875,9163.365234375,-10135.7490234375,4843.43212890625
weaving_tiny_offset,offset,weaving_tiny,509000,0,64.0,0.0,0.0,0.0,0.0,11620.0947265625,9623.79296875,2843.159912109375,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,22,4,84.33193969726562,-7692.2880859375,5401.263671875,-3202.904541015625,-4063.56689453125,5169.845703125,-443.1565246582031,-4703.279296875,4928.7705078125,9349.29296875,-10232.6787109375,4831.78955078125
weaving_tiny_offset,offset,weaving_tiny,509000,0,65.0,0.0,0.0,0.0,0.0,11592.0947265625,9604.568359375,2903.75244140625,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,13,4,22,276.329833984375,-7844.3994140625,5406.16357421875,-3023.806640625,-4186.09423828125,5169.845703125,-201.7520294189453,-4824.087890625,4923.37109375,9535.392578125,-10329.3837890625,4821.06396484375
weaving_tiny_offset,offset,weaving_tiny,509000,0,66.0,0.0,0.0,0.0,0.0,11562.76171875,9582.419921875,2958.389892578125,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,22,22,4,473.532958984375,-7989.69873046875,5411.0634765625,-2841.114013671875,-4303.1943359375,5169.845703125,33.04695129394531,-4957.28076171875,4917.9716796875,9721.69140625,-10425.806640625,4811.30419921875
weaving_tiny_offset,offset,weaving_tiny,509000,0,67.0,0.0,0.0,0.0,0.0,11535.0703125,9563.9072265625,3019.0419921875,0.3333333432674408,0.0,0.0,0.0,1.0,0.0,4,4,22,665.5308837890625,-8141.81005859375,5415.96337890625,-2662.01611328125,-4425.7216796875,5169.845703125,274.4514465332031,-5078.08935546875,4912.572265625,9908.2216796875,-10521.87890625,4802.552734375
