graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
multi_relation,-20,100,0.333333,0.826667,0,0
multi_relation,-19,100,0.333333,0.84,0,0
multi_relation,-18,100,0.333333,0.84,0,0
multi_relation,-17,100,0.333333,0.818333,0,0
multi_relation,-16,100,0.333333,0.841667,0,0
multi_relation,-15,100,0.333333,0.83,0,0
multi_relation,-14,100,0.333333,0.813333,0,0
multi_relation,-13,100,0.333333,0.831667,0,0
multi_relation,-12,100,0.333333,0.841667,0,0
multi_relation,-11,100,0.44,0.833333,0,0
multi_relation,-10,100,0.593333,0.818333,0,0
multi_relation,-9,100,0.66,0.816667,0,0
multi_relation,-8,100,0.666667,0.853333,0,0
multi_relation,-7,100,0.753333,0.853333,0,0
multi_relation,-6,100,0.99,0.855,0,0
multi_relation,-5,100,1,0.8,0,0
multi_relation,-4,100,0.993333,0.841667,0,0
multi_relation,-3,100,0.98,0.786667,0,0
multi_relation,-2,100,0.956667,0.846667,0,0
multi_relation,-1,100,0.916667,0.848333,0,0
multi_relation,0,100,0.866667,0.813333,0,0
multi_relation,1,100,0.82,0.241667,0,0
multi_relation,2,100,0.78,0.25,0,0
multi_relation,3,100,0.726667,0.23,0,0
multi_relation,4,100,0.673333,0.26,0.02,0.02
multi_relation,5,98,0.605442,0.234694,0.163265,0.163265
multi_relation,6,82,0.52439,0.237805,0.329268,0.329268
multi_relation,7,55,0.381818,0.19697,0.2,0.2
multi_relation,8,44,0.257576,0.234848,0.113636,0.113636
multi_relation,9,39,0.128205,0.264957,0,0
multi_relation,10,39,0.0940171,0.230769,0,0
multi_relation,11,39,0.0598291,0.222222,0,0
multi_relation,12,39,0.042735,0.24359,0,0
multi_relation,13,39,0.034188,0.230769,0,0
multi_relation,14,39,0.017094,0.25641,0,0
multi_relation,15,39,0.017094,0.217949,0,0
multi_relation,16,39,0.017094,0.235043,0,0
multi_relation,17,39,0.00854701,0.239316,0,0
multi_relation,18,39,0.00854701,0.226496,0,0
multi_relation,19,39,0.00854701,0.188034,0,0
multi_relation,20,39,0.00854701,0.111111,0,0
multi_relation,21,39,0.00854701,0.0982906,0,0
multi_relation,22,39,0,0.034188,0,0
multi_relation,23,39,0,0.0299145,0,0
multi_relation,24,39,0,0,0,0
multi_relation,25,39,0,0,0,0
multi_relation,26,39,0,0,0,0
multi_relation,27,39,0,0,0,0
multi_relation,28,39,0,0,0,0
multi_relation,29,39,0,0,0,0
multi_relation,30,39,0,0,0,0
multi_relation,31,39,0,0,0,0
multi_relation,32,39,0,0,0,0
multi_relation,33,39,0,0,0,0
multi_relation,34,39,0,0,0,0
multi_relation,35,39,0,0,0,0
multi_relation,36,39,0,0,0,0
multi_relation,37,39,0,0,0,0
multi_relation,38,39,0,0,0,0
multi_relation,39,39,0,0,0,0
multi_relation,40,39,0,0,0,0
multi_relation,41,39,0,0,0,0
multi_relation,42,39,0,0,0,0
multi_relation,43,39,0,0,0,0
multi_relation,44,39,0,0,0,0
multi_relation,45,39,0,0,0,0
multi_relation,46,39,0,0,0,0
multi_relation,47,39,0,0,0,0
multi_relation,48,39,0,0,0,0
multi_relation,49,39,0,0,0,0
multi_relation,50,39,0,0,0,0
multi_relation,51,39,0,0,0,0
multi_relation,52,39,0,0,0,0
multi_relation,53,39,0,0,0,0
multi_relation,54,39,0,0,0,0
multi_relation,55,39,0,0,0,0
multi_relation,56,39,0,0,0,0
multi_relation,57,39,0,0,0,0
multi_relation,58,39,0,0,0,0
multi_relation,59,39,0,0,0,0
multi_relation,60,39,0,0,0,0
multi_relation,61,39,0,0,0,0
multi_relation,62,39,0,0,0,0
multi_relation,63,39,0,0,0,0
multi_relation,64,39,0,0,0,0
multi_relation,65,39,0,0,0,0
multi_relation,66,39,0.025641,0,0,0
multi_relation,67,39,0.034188,0,0,0
multi_relation,68,39,0.0512821,0,0,0
multi_relation,69,39,0.042735,0,0,0
multi_relation,70,39,0.0598291,0,0,0
multi_relation,71,39,0.0512821,0,0,0
multi_relation,72,39,0.0683761,0,0,0
multi_relation,73,39,0.0598291,0,0,0
multi_relation,74,39,0.0769231,0,0,0
multi_relation,75,39,0.0683761,0,0,0
multi_relation,76,39,0.0854701,0,0,0
multi_relation,77,39,0.0940171,0,0,0
multi_relation,78,39,0.119658,0,0,0
multi_relation,79,39,0.153846,0,0,0
multi_relation,80,39,0.196581,0,0,0
multi_relation,81,39,0.188034,0.00854701,0,0
multi_relation,82,39,0.205128,0.0042735,0,0
multi_relation,83,39,0.205128,0.00854701,0,0
multi_relation,84,39,0.247863,0.00854701,0,0
multi_relation,85,39,0.222222,0.0042735,0,0
multi_relation,86,39,0.239316,0.00854701,0,0
multi_relation,87,39,0.230769,0.0042735,0,0
multi_relation,88,39,0.25641,0,0,0
multi_relation,89,39,0.213675,0,0,0
multi_relation,90,39,0.239316,0,0,0
multi_relation,91,39,0.25641,0,0,0
multi_relation,92,39,0.264957,0,0,0
multi_relation,93,39,0.25641,0,0,0
multi_relation,94,39,0.264957,0,0,0
multi_relation,95,39,0.273504,0,0,0
multi_relation,96,39,0.273504,0,0,0
multi_relation,97,39,0.25641,0,0.025641,0.025641
multi_relation,98,38,0.254386,0,0,0
multi_relation,99,38,0.27193,0,0,0
multi_relation,100,38,0.254386,0,0,0
multi_relation,101,38,0.280702,0,0.0526316,0.0526316
multi_relation,102,36,0.259259,0,0,0
multi_relation,103,36,0.259259,0,0.0277778,0.0277778
multi_relation,104,35,0.247619,0,0,0
multi_relation,105,35,0.257143,0,0,0
multi_relation,106,35,0.247619,0,0,0
multi_relation,107,35,0.314286,0,0,0
multi_relation,108,35,0.266667,0.00952381,0,0
multi_relation,109,35,0.295238,0.00952381,0.0285714,0.0285714
multi_relation,110,34,0.303922,0.0147059,0,0
multi_relation,111,34,0.284314,0.0196078,0,0
multi_relation,112,34,0.313725,0.0196078,0,0
multi_relation,113,34,0.294118,0.0196078,0,0
multi_relation,114,34,0.284314,0.0245098,0.0588235,0.0588235
multi_relation,115,32,0.25,0.03125,0.03125,0.03125
multi_relation,116,31,0.27957,0.0430108,0.0322581,0.0322581
multi_relation,117,30,0.266667,0.05,0,0
multi_relation,118,30,0.255556,0.0777778,0,0
multi_relation,119,30,0.255556,0.1,0,0
multi_relation,120,30,0.266667,0.0944444,0,0
multi_relation,121,30,0.266667,0.0888889,0,0
multi_relation,122,30,0.266667,0.0944444,0,0
multi_relation,123,30,0.266667,0.122222,0,0
multi_relation,124,30,0.233333,0.1,0,0
multi_relation,125,30,0.244444,0.1,0.0333333,0.0333333
multi_relation,126,29,0.229885,0.0977012,0,0
multi_relation,127,29,0.241379,0.103448,0,0
multi_relation,128,29,0.252874,0.0977012,0,0
multi_relation,129,29,0.218391,0.126437,0.0344828,0.0344828
multi_relation,130,28,0.238095,0.142857,0,0
multi_relation,131,28,0.238095,0.154762,0,0
multi_relation,132,28,0.238095,0.142857,0,0
multi_relation,133,28,0.214286,0.160714,0,0
multi_relation,134,28,0.25,0.166667,0,0
multi_relation,135,28,0.22619,0.154762,0,0
multi_relation,136,28,0.238095,0.178571,0,0
multi_relation,137,28,0.22619,0.160714,0.0357143,0.0357143
multi_relation,138,27,0.246914,0.12963,0,0
multi_relation,139,27,0.209877,0.17284,0,0
multi_relation,140,27,0.259259,0.160494,0,0
multi_relation,141,27,0.197531,0.197531,0,0
multi_relation,142,27,0.259259,0.166667,0,0
multi_relation,143,27,0.222222,0.179012,0.037037,0.037037
multi_relation,144,26,0.24359,0.153846,0.0384615,0.0384615
multi_relation,145,25,0.2,0.18,0,0
multi_relation,146,25,0.24,0.166667,0,0
multi_relation,147,25,0.253333,0.2,0,0
multi_relation,148,25,0.24,0.226667,0,0
multi_relation,149,25,0.226667,0.213333,0.08,0.08
multi_relation,150,23,0.26087,0.210145,0,0
multi_relation,151,23,0.231884,0.188406,0,0
multi_relation,152,23,0.231884,0.217391,0.0434783,0.0434783
multi_relation,153,22,0.242424,0.212121,0,0
multi_relation,154,22,0.272727,0.204545,0,0
multi_relation,155,22,0.212121,0.242424,0,0
multi_relation,156,22,0.227273,0.181818,0,0
multi_relation,157,22,0.242424,0.181818,0.0454545,0.0454545
multi_relation,158,21,0.190476,0.230159,0,0
multi_relation,159,21,0.222222,0.198413,0,0
multi_relation,160,21,0.206349,0.222222,0,0
multi_relation,161,21,0.222222,0.206349,0,0
multi_relation,162,21,0.238095,0.222222,0,0
multi_relation,163,21,0.238095,0.190476,0,0
multi_relation,164,21,0.222222,0.222222,0,0
multi_relation,165,21,0.238095,0.253968,0.047619,0.047619
multi_relation,166,20,0.25,0.2,0.05,0.05
multi_relation,167,19,0.22807,0.201754,0.0526316,0.0526316
multi_relation,168,18,0.222222,0.185185,0.0555556,0.0555556
multi_relation,169,17,0.196078,0.215686,0,0
multi_relation,170,17,0.235294,0.205882,0,0
multi_relation,171,17,0.235294,0.156863,0,0
multi_relation,172,17,0.196078,0.137255,0,0
multi_relation,173,17,0.196078,0.176471,0,0
multi_relation,174,17,0.215686,0.166667,0,0
multi_relation,175,17,0.196078,0.186275,0,0
multi_relation,176,17,0.196078,0.186275,0,0
multi_relation,177,17,0.196078,0.137255,0,0
multi_relation,178,17,0.196078,0.147059,0,0
multi_relation,179,17,0.176471,0.176471,0,0
multi_relation,180,17,0.176471,0.107843,0.0588235,0.0588235
multi_relation,181,16,0.1875,0.15625,0.0625,0.0625
multi_relation,182,15,0.177778,0.133333,0,0
multi_relation,183,15,0.177778,0.144444,0.0666667,0.0666667
multi_relation,184,14,0.142857,0.119048,0,0
multi_relation,185,14,0.166667,0.0952381,0,0
multi_relation,186,14,0.190476,0.0714286,0,0
multi_relation,187,14,0.142857,0.119048,0.0714286,0.0714286
multi_relation,188,13,0.153846,0.0897436,0.0769231,0.0769231
multi_relation,189,12,0.138889,0.0555556,0,0
multi_relation,190,12,0.138889,0.0694444,0,0
multi_relation,191,12,0.138889,0.0555556,0,0
multi_relation,192,12,0.166667,0.0694444,0,0
multi_relation,193,12,0.166667,0.0416667,0,0
multi_relation,194,12,0.166667,0.0277778,0,0
multi_relation,195,12,0.166667,0.0277778,0.0833333,0.0833333
multi_relation,196,11,0.151515,0.030303,0,0
multi_relation,197,11,0.121212,0.0606061,0.0909091,0.0909091
multi_relation,198,10,0.1,0.0666667,0,0
multi_relation,199,10,0.1,0.0666667,0,0
multi_relation,200,10,0.1,0.05,0,0
multi_relation,201,10,0.1,0.05,0,0
multi_relation,202,10,0.1,0.05,0,0
multi_relation,203,10,0.1,0.0333333,0,0
multi_relation,204,10,0.1,0.0666667,0,0
multi_relation,205,10,0.1,0.0333333,0,0
multi_relation,206,10,0.1,0.05,0,0
multi_relation,207,10,0.1,0.05,0,0
multi_relation,208,10,0.1,0.0666667,0,0
multi_relation,209,10,0.1,0.0666667,0,0
multi_relation,210,10,0.1,0.0333333,0,0
multi_relation,211,10,0.1,0.05,0.1,0.1
multi_relation,212,9,0.0740741,0,0.111111,0.111111
multi_relation,213,8,0.0416667,0.0416667,0,0
multi_relation,214,8,0.0416667,0.0208333,0,0
multi_relation,215,8,0.0416667,0.0416667,0,0
multi_relation,216,8,0.0416667,0.0208333,0,0
multi_relation,217,8,0.0416667,0.0416667,0,0
multi_relation,218,8,0.0416667,0.0416667,0,0
multi_relation,219,8,0,0.0208333,0,0
multi_relation,220,8,0.0416667,0.0208333,0,0
