update,loss,policy_loss,value_loss,entropy,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance
1,0.8677903823554516,-0.0054528730470337905,1.7901787273585796,2.1846107468008995,0.01887422800064087,0.13333333333333333,0.0,0.8666666666666667,184.56666666666666,14.318784032265345
2,0.9427268262952566,-0.0040055578774627065,1.9370245561003685,2.177988551557064,0.04901404306292534,,,,,
3,0.5660082185640931,-0.006043829591362737,1.1874001808464527,2.164804182946682,-0.00938113871961832,,,,,
4,0.7507344856858253,-0.0067554552911133214,1.5579909421503544,2.1505526900291443,0.03509609401226044,,,,,
5,0.8114707507193089,-0.006324216985376552,1.67844033613801,2.1425197422504425,0.012261065654456615,,,,,
6,1.0346983168274164,-0.005103159957798198,2.121926534920931,2.1161778569221497,0.03504936769604683,,,,,
7,0.3685698537155986,-0.005239524167791387,0.7897760551422834,2.1078647822141647,0.007994466461241245,,,,,
8,0.5906854551285505,-0.004708851937721192,1.2328643836081028,2.1037888899445534,0.019597241654992104,,,,,
9,0.5833723470568657,-0.005026211219956167,1.2184491530060768,2.0826015397906303,0.035583049058914185,,,,,
10,0.5032370947301388,-0.0056711116958467755,1.0595176182687283,2.0850610956549644,0.024340689182281494,,,,,
11,0.4547835560515523,-0.006384759064530954,0.9636933095753193,2.0678341016173363,0.019871948286890984,,,,,
12,0.609492190182209,-0.006164774806165951,1.2723049018532038,2.0495477616786957,0.021609840914607048,,,,,
13,0.7345533799380064,-0.007104938616976142,1.523928351700306,2.030586488544941,0.02431912161409855,,,,,
14,1.0176578760147095,-0.003269394797825953,2.082492768764496,2.0319106057286263,0.014084450900554657,,,,,
15,0.7911553122103214,-0.002748904368672811,1.6287269592285156,2.04592701792717,0.002720893593505025,0.36666666666666664,0.03333333333333333,0.6,144.16666666666666,13.567331427335738
16,0.3945122202858329,-0.004958957819326315,0.8390644518658519,2.0061046928167343,0.011691033840179443,,,,,
17,0.6618088921532035,-0.0062812448713884805,1.3765396792441607,2.017970345914364,0.021215124055743217,,,,,
18,0.5828240159898996,-0.00588306924328208,1.2178162783384323,2.0201051086187363,0.017141977325081825,,,,,
19,0.4062594030983746,-0.0042736216480534495,0.8611364336684346,2.003519020974636,-0.004307091701775789,,,,,
20,0.8864450752735138,-0.005323628123733215,1.8232005015015602,1.9831549674272537,0.03508513793349266,,,,,
21,0.8505122009664774,-0.0037805535466759466,1.7484142873436213,1.991438739001751,0.011907737702131271,,,,,
22,1.0695857051759958,-0.003822575525191496,2.1865395344793797,1.9861484542489052,0.07167696952819824,,,,,
23,0.7132583986967802,-0.003980330631748075,1.4743530191481113,1.9937785007059574,0.025568341836333275,,,,,
24,0.7948927916586399,-0.005361261093639769,1.6405254378914833,2.0008670911192894,0.039140816777944565,,,,,
25,0.8072797618806362,-0.003925472148694098,1.6617248803377151,1.9657200425863266,0.044700637459754944,,,,,
26,0.7486202726140618,-0.006257475359689124,1.549573328346014,1.9908913932740688,0.033924832940101624,,,,,
27,1.115113116800785,-0.003872819259413518,2.2773284912109375,1.9678320176899433,0.01268941443413496,,,,,
28,1.1964303497225046,-0.004364940352388658,2.44112341850996,1.9766431078314781,0.05688275396823883,,,,,
29,0.8369828090071678,-0.005383635267207865,1.7240474931895733,1.9657302014529705,0.03883487358689308,,,,,
30,1.078140089288354,-0.0034997855364053976,2.2022817842662334,1.950100488960743,0.05346206948161125,0.4,0.1,0.5,147.06666666666666,8.556258774465984
31,0.5372333340346813,-0.006953769130632281,1.127236571162939,1.9431189186871052,0.0342399962246418,,,,,
32,0.34055966418236494,-0.005327139711880591,0.7300055306404829,1.9115963503718376,0.044465694576501846,,,,,
33,0.8028930407017469,-0.003965257143136114,1.651776622980833,1.903000932186842,0.07162165641784668,,,,,
34,1.1259658746421337,-0.004069483140483499,2.297455854713917,1.86925657838583,0.06285100430250168,,,,,
35,0.6671542814001441,-0.0031988399423426017,1.37776492908597,1.8529345653951168,0.0577092170715332,,,,,
36,0.5628588926047087,-0.005235546217591036,1.1743436381220818,1.9077382571995258,0.07850340008735657,,,,,
37,0.44345948100090027,-0.004341106923675397,0.9342556595802307,1.932724792510271,0.059667591005563736,,,,,
38,0.5285130045376718,-0.0032075877729766944,1.1014077495783567,1.8983282670378685,0.03462572395801544,,,,,
39,1.0013098195195198,-0.003487240188405849,2.047227691859007,1.881679479032755,0.04013379290699959,,,,,
40,0.44013231061398983,-0.005398029516072711,0.9282393306493759,1.8589328154921532,0.07709520310163498,,,,,
41,0.7049961974844337,-0.0023623841880180407,1.451827036216855,1.8554937466979027,0.032125893980264664,,,,,
42,0.7864004606381059,-0.0019024922949029133,1.6135808862745762,1.8487495929002762,0.06833947449922562,,,,,
43,0.800879942253232,-0.004345782525888353,1.6465796120464802,1.806406918913126,0.07372314482927322,,,,,
44,0.46368412859737873,-0.002968499687995063,0.9697517994791269,1.8223269581794739,0.05085747316479683,,,,,
45,0.2637406182475388,-0.005310616964152359,0.5739861885085702,1.794186171144247,0.02879914827644825,0.4666666666666667,0.03333333333333333,0.5,134.9,6.892028231753244
46,0.8695824239403009,-0.003802095588980592,1.7831723969429731,1.820168897509575,0.07095459848642349,,,,,
47,0.9279065765440464,-0.0054159948813321535,1.9038125313818455,1.8583703190088272,0.058447957038879395,,,,,
48,0.5975397322326899,-0.005218622254119509,1.2420349586755037,1.8259116113185883,0.06569090485572815,,,,,
49,0.8594634234905243,-0.005376371540478431,1.7664012387394905,1.8360817283391953,0.06060841679573059,,,,,
50,0.6952451784163713,-0.004966919790604152,1.4362275898456573,1.7901702858507633,0.09836184978485107,,,,,
51,1.0851064417511225,-0.003116531421255786,2.212227549403906,1.7890803404152393,0.07344946265220642,,,,,
52,0.9611777570098639,-0.005241992766968906,1.9680515602231026,1.760602880269289,0.06119270995259285,,,,,
53,1.0919462330639362,-0.006446569343097508,2.232588216662407,1.7901303842663765,0.060557689517736435,,,,,
54,0.8305528163909912,-0.005419161643658299,1.7073125429451466,1.7684296742081642,0.08546465635299683,,,,,
55,0.7132439250126481,-0.005260034711682238,1.4713542517274618,1.7173161543905735,0.06345584243535995,,,,,
56,0.7036992041394114,-0.005120337111293338,1.4519342314451933,1.7147574163973331,0.10277858376502991,,,,,
57,0.763856390491128,-0.004256491949490737,1.570831323042512,1.7302776835858822,0.08605512231588364,,,,,
58,1.3636963441967964,-0.0023962469304024125,2.767650429159403,1.773262970149517,0.07266504317522049,,,,,
59,0.6278576673939824,-0.0045558829842775594,1.299795564264059,1.748423233628273,0.044116098433732986,,,,,
60,0.7177789201959968,-0.006150188019091729,1.4826441556215286,1.7392970584332943,0.03953385725617409,0.6666666666666666,0.1,0.23333333333333334,104.5,4.612441464927461
