metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,no_graph,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,5,100,0.37,0.85,0.48,0.04,0.86,3000,74
post_failure_chain_recovered,Post-failure chain recovered,rate,true,5,100,0.37,0.85,0.48,0.04,0.86,3000,74
timeout,Timeout,rate,false,5,100,0.63,0.15,-0.48,-0.86,-0.04,3000,74
capped_recovery_steps,Restricted mean recovery steps,steps,false,5,100,142.27,37.69,-104.58,-188.37,-8.42975,3000,74
tracking_during_failure_rate,Tracking during failure,rate,true,5,100,0.2383358654,0.7833187274,0.544982862,0.2256094062,0.8465316974,3000,74
connectivity_during_failure,Connectivity during failure,rate,true,5,100,0.1749816069,0.2176833879,0.04270178097,-0.01168255431,0.1012107008,3000,74
chain_closed_during_failure_rate,Chain closure during failure,rate,true,5,100,0.05923448773,0.1359924242,0.07675793651,0.001764159452,0.1426240079,3000,74
steps,Episode length,steps,false,5,100,182.27,77.69,-104.58,-188.37,-8.42975,3000,74
