method,metric,unit,n_recovered_episodes,mean,note
no_task_support,recovered_only_recovery_steps,steps,324,19.16975309,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,443,12.34988713,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
