update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,chain_aux_loss,chain_aux_acc,chain_aux_effective_coef,approx_kl,clip_fraction,grad_norm,explained_variance,ppo_epochs_ran,critic_warmup_active,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
27,0.411860641092062,-0.00023473250621464103,0.8326800167560577,1.4148769825696945,0.0,0.0,0.0,0.0,0.0,0.0002643738243932603,0.009602864651242271,1.6488399654626846,0.4829503819346428,2,0.0,0.025462402030825615,,,,,,
28,0.26414396055042744,-0.0005778397899121046,0.5380395501852036,1.432658925652504,0.0,0.0,0.0,0.0,0.0,0.00041465277990937466,0.020345052354969084,1.9470445290207863,0.44178514927625656,2,0.0,0.009247960522770882,,,,,,
29,0.356783390045166,-0.0006728061707690358,0.7232202664017677,1.3846451044082642,0.0,0.0,0.0,0.0,0.0,0.0002347058198211016,0.009765624985448085,1.776359811425209,0.5657988637685776,2,0.0,0.022061094641685486,,,,,,
30,0.29082705825567245,-0.0003979975590482354,0.5906950496137142,1.3741576075553894,0.0,0.0,0.0,0.0,0.0,0.0008034277525439393,0.030761718342546374,2.4199953973293304,0.5356559902429581,2,0.0,0.004016168415546417,,,,,,
31,0.26820176281034946,-0.0003189848503097892,0.5455214455723763,1.4133255630731583,0.0,0.0,0.0,0.0,0.0,0.0003644247590273153,0.018066405784338713,1.9731281027197838,0.5539912506937981,2,0.0,0.006962205749005079,,,,,,
32,0.30063243582844734,-0.000675189308822155,0.6114462055265903,1.471823900938034,0.0,0.0,0.0,0.0,0.0,0.0003580889967906842,0.01497395837213844,1.9584023356437683,0.5284713730216026,2,0.0,-3.4190092264907435e-05,,,,,,
33,0.2851618118584156,-0.000259583077422576,0.579186737537384,1.390658438205719,0.0,0.0,0.0,0.0,0.0,0.00017515304102744267,0.00520833331393078,1.4259720519185066,0.5806469991803169,2,0.0,0.006123704370111227,,,,,,
34,0.3459371030330658,-0.0004775645211338997,0.7010046169161797,1.3625460118055344,0.0,0.0,0.0,0.0,0.0,0.0005173299273337761,0.02034505209303461,1.5732232332229614,0.5195489004254341,2,0.0,0.008911676704883575,,,,,,
35,0.3609158508479595,-9.213201701641083e-05,0.7301444336771965,1.354745015501976,0.0,0.0,0.0,0.0,0.0,0.000341951734981194,0.01318359402648639,2.1519573628902435,0.5360053032636642,2,0.0,0.009913802146911621,,,,,,
36,0.34735578671097755,-0.00033388216979801655,0.7036791294813156,1.3832994103431702,0.0,0.0,0.0,0.0,0.0,0.00032607518210170383,0.012695312383584678,1.6901911869645119,0.5691657289862633,2,0.0,0.01870623789727688,,,,,,
37,0.18702861294150352,0.00023903464898467064,0.3820013292133808,1.4036958515644073,0.0,0.0,0.0,0.0,0.0,0.0005411531556092086,0.015136718633584678,2.0225578248500824,0.632323332130909,2,0.0,0.0019381673773750663,,,,,,
38,0.32878295704722404,0.0001920078429975547,0.6655971333384514,1.4025399684906006,0.0,0.0,0.0,0.0,0.0,0.0002994911301357206,0.01318359375,1.8952200636267662,0.617480643093586,2,0.0,0.009309385903179646,,,,,,
39,0.21488979272544384,7.177208317443728e-05,0.4385242499411106,1.4813674688339233,0.0,0.0,0.0,0.0,0.0,0.0002554781567596365,0.009928385421517305,2.042446881532669,0.6292564794421196,2,0.0,0.005816813092678785,,,,,,
40,0.28054121136665344,-2.1192885469645262e-05,0.5700659900903702,1.4901966154575348,0.0,0.0,0.0,0.0,0.0,0.0009622508314350853,0.03645833267364651,2.346152663230896,0.6558183431625366,2,0.0,0.006054932717233896,,,,,,
41,0.4338318593800068,-0.0006100333412177861,0.877255842089653,1.3953418135643005,0.0,0.0,0.0,0.0,0.0,0.000754884787966148,0.03173828055150807,2.299033537507057,0.6405975446105003,2,0.0,0.046092916280031204,,,,,,
42,0.06885512359440327,-0.0006444911705330014,0.14758547954261303,1.4310413002967834,0.0,0.0,0.0,0.0,0.0,0.00022858256943436572,0.011393228953238577,1.800329104065895,0.4590911343693733,2,0.0,-0.011741477996110916,,,,,,
43,0.4737256094813347,-0.0003933507832698524,0.957145668566227,1.4846245348453522,0.0,0.0,0.0,0.0,0.0,0.00039949967413122067,0.018717447645030916,1.7700098305940628,0.6171149536967278,2,0.0,0.04053090512752533,,,,,,
44,0.059702381608076394,-0.0008598787244409323,0.13039094395935535,1.544403925538063,0.0,0.0,0.0,0.0,0.0,0.00034186394560720146,0.014648437310825102,1.3003182634711266,0.38566190749406815,2,0.0,-0.023852750658988953,,,,,,
45,0.42414695769548416,-0.00023555092047899961,0.8577380180358887,1.4955001026391983,0.0,0.0,0.0,0.0,0.0,0.0006663603710421739,0.021972656017169356,2.943605050444603,0.6676178649067879,2,0.0,0.050464291125535965,,,,,,
46,0.0920209432952106,7.055141031742096e-05,0.19336124323308468,1.5767423212528229,0.0,0.0,0.0,0.0,0.0,0.00031358464093500515,0.012207031075377017,2.6366200745105743,0.27132919430732727,2,0.0,-0.014454327523708344,,,,,,
47,0.35501909255981445,-0.0002776965848170221,0.7192163914442062,1.4371337890625,0.0,0.0,0.0,0.0,0.0,0.0002482003819750389,0.007649739607586525,2.0128517001867294,0.6925536543130875,2,0.0,0.036350589245557785,,,,,,
48,0.15759165585041046,-0.0009419644484296441,0.3260679319500923,1.500115528702736,0.0,0.0,0.0,0.0,0.0,0.00015446375755345798,0.005045572877861559,1.4464066103100777,0.5934703350067139,2,0.0,-0.010013848543167114,,,,,,
49,0.45331406965851784,8.325849194079638e-05,0.9150192588567734,1.4262727051973343,0.0,0.0,0.0,0.0,0.0,0.00047866418344710837,0.01562500005820766,3.1272803395986557,0.6410681530833244,2,0.0,0.04120413586497307,,,,,,
50,0.19240346737205982,-0.00019573589088395238,0.39323996379971504,1.340260535478592,0.0,0.0,0.0,0.0,0.0,0.00021267928468660102,0.010742187674622983,2.048907794058323,0.5463371872901917,2,0.0,-0.016452131792902946,,,,,,
51,0.28948218561708927,-0.00014126673340797424,0.5876898393034935,1.407153069972992,0.0,0.0,0.0,0.0,0.0,0.00045056288809064426,0.020507812965661287,2.6284336149692535,0.7352469190955162,2,0.0,0.028174972161650658,,,,,,
52,0.2246140092611313,0.00018999335588887334,0.4578823409974575,1.505717158317566,0.0,0.0,0.0,0.0,0.0,0.0008761903900449397,0.03597005223855376,4.004472464323044,0.6292004957795143,2,0.0,0.005391864106059074,,,,,,
53,0.21827480383217335,-0.0002461991971358657,0.44551145657896996,1.411574736237526,0.0,0.0,0.0,0.0,0.0,0.000360060697857989,0.012532552238553762,2.474662199616432,0.7675640434026718,2,0.0,0.023852841928601265,,,,,,
54,0.12114025291521102,-0.00023663230240345,0.2516074441373348,1.4756117016077042,0.0,0.0,0.0,0.0,0.0,0.00016598612501184107,0.006347656366415322,1.7477402165532112,0.7082511931657791,2,0.0,-0.02535930834710598,,,,,,
55,0.32904768362641335,-0.00017759238835424185,0.667062796652317,1.4353764206171036,0.0,0.0,0.0,0.0,0.0,0.0006032920787220064,0.02457682299427688,2.4682745039463043,0.7271235063672066,2,0.0,0.02999778650701046,,,,,,
56,0.18847861979156733,-0.00032500119414180517,0.38637499511241913,1.4612909257411957,0.0,0.0,0.0,0.0,0.0,0.0002471011557645397,0.007486979302484542,1.492488443851471,0.6368466913700104,2,0.0,-0.00352850672788918,,,,,,
57,0.31164541095495224,-0.00040446038474328816,0.6328900530934334,1.4650503098964691,0.0,0.0,0.0,0.0,0.0,0.0003970739571741433,0.014973958357586525,2.2345302253961563,0.7544077709317207,2,0.0,0.042624834924936295,,,,,,
58,0.2023926079273224,-0.0007642411364940926,0.415132287889719,1.4697653204202652,0.0,0.0,0.0,0.0,0.0,0.00041695285835885443,0.012695312660071068,1.7273496687412262,0.7238838374614716,2,0.0,-0.009561978280544281,,,,,,
59,0.32547024823725224,5.807739216834307e-05,0.6598371788859367,1.5021424740552902,0.0,0.0,0.0,0.0,0.0,0.00021231492587503453,0.007812499985448085,2.1168406158685684,0.7216594144701958,2,0.0,0.03812871500849724,,,,,,
60,0.19722594507038593,-0.0003684311523102224,0.4041726812720299,1.4973225891590118,0.0,0.0,0.0,0.0,0.0,0.00011266294450251735,0.0032552083721384406,1.7156877964735031,0.7126168012619019,2,0.0,-0.007968121208250523,,,,,,
61,0.22842278517782688,-0.00035541539546102285,0.4662585072219372,1.450350284576416,0.0,0.0,0.0,0.0,0.0,9.318493567889163e-05,0.00211588540696539,1.77819362282753,0.7959705367684364,2,0.0,0.02417445182800293,,,,,,
62,0.15773572772741318,0.00014563591685146093,0.32387666031718254,1.4494125247001648,0.0,0.0,0.0,0.0,0.0,9.75719308371481e-05,0.0030924479651730508,2.167639285326004,0.8008596375584602,2,0.0,-0.011003456078469753,,,,,,
63,0.3186714109033346,-0.00026619527488946915,0.646424725651741,1.424916759133339,0.0,0.0,0.0,0.0,0.0,0.00040789599506751983,0.012044270901242271,2.2449943870306015,0.7500001192092896,2,0.0,0.01954636536538601,,,,,,
64,0.25585699640214443,-3.723078407347202e-05,0.5205054245889187,1.45282743871212,0.0,0.0,0.0,0.0,0.0,0.0002501930878224812,0.010091145755723119,2.2943145185709,0.691607765853405,2,0.0,0.004579684231430292,,,,,,
65,0.3616582527756691,0.0004785721539519727,0.7311199679970741,1.4600981622934341,0.0,0.0,0.0,0.0,0.0,0.0004434090706126881,0.023111978953238577,2.9863638877868652,0.7132639661431313,2,0.0,0.04222401976585388,,,,,,
66,0.20653665903955698,-1.1064461432397366e-05,0.42189906537532806,1.4672688394784927,0.0,0.0,0.0,0.0,0.0,0.000411017039368744,0.016601562325377017,2.994267150759697,0.6576777100563049,2,0.0,0.004944181535393,,,,,,
67,0.2939791474491358,1.782318577170372e-06,0.5968949049711227,1.4900301098823547,0.0,0.0,0.0,0.0,0.0,0.0003006805382028688,0.012369791744276881,2.609971672296524,0.7958823814988136,2,0.0,0.03480825573205948,,,,,,
68,0.2116606179624796,-0.0005111356149427593,0.43329601362347603,1.492084488272667,0.0,0.0,0.0,0.0,0.0,0.0002452612450269953,0.0061848957411712036,2.183445453643799,0.7495923563838005,2,0.0,0.0071448334492743015,,,,,,
69,0.32541211135685444,-0.00015666987746953964,0.6599112451076508,1.4622803032398224,0.0,0.0,0.0,0.0,0.0,0.00044392090785549954,0.01643880200572312,2.6393904238939285,0.7634096592664719,2,0.0,0.0468192994594574,,,,,,
70,0.24417239241302013,-0.00023404182866215706,0.49768075719475746,1.4779804348945618,0.0,0.0,0.0,0.0,0.0,0.0001514081599225392,0.00569661456393078,1.98187954723835,0.7122965604066849,2,0.0,0.0009545932407490909,,,,,,
71,0.22687960416078568,-0.00092802953440696,0.4642788916826248,1.4439375847578049,0.0,0.0,0.0,0.0,0.0,0.0004110605561891134,0.018554687616415322,2.326592206954956,0.7961849421262741,2,0.0,0.038692593574523926,,,,,,
72,0.1300006164237857,-0.0002878695377148688,0.26955118402838707,1.495702251791954,0.0,0.0,0.0,0.0,0.0,0.0004510103490247275,0.016276041671517305,1.859952874481678,0.8379252031445503,2,0.0,0.004737465176731348,,,,,,
73,0.2135837972164154,-0.0004030056297779083,0.43650832772254944,1.4224541783332825,0.0,0.0,0.0,0.0,0.0,0.0005011367968563718,0.019368489447515458,1.859419584274292,0.7905167564749718,2,0.0,0.02030113711953163,,,,,,
74,0.24157094582915306,-0.000350449001416564,0.49273204058408737,1.4815418273210526,0.0,0.0,0.0,0.0,0.0,0.000678498596244026,0.0247395834303461,2.2039408832788467,0.7756493017077446,2,0.0,0.016458062455058098,,,,,,
75,0.251627704128623,-0.0002168011269532144,0.5125988833606243,1.4849797785282135,0.0,0.0,0.0,0.0,0.0,0.00038370723200387147,0.013346354360692203,2.3121103048324585,0.8397898748517036,2,0.0,0.03871868923306465,,,,,,
76,0.2294605765491724,-0.0004366687498986721,0.4683343507349491,1.4233088493347168,0.0,0.0,0.0,0.0,0.0,0.00022418327699824658,0.008951823037932627,2.5084201842546463,0.7989223748445511,2,0.0,0.015813857316970825,,,,,,
77,0.16967043187469244,-0.0004950939328409731,0.3490822948515415,1.458540439605713,0.0,0.0,0.0,0.0,0.0,0.0009070806063391501,0.036295573285315186,3.0248475521802902,0.8094772025942802,2,0.0,0.016411975026130676,,,,,,
78,0.207849214784801,-0.00042408291483297944,0.4253695569932461,1.4704923778772354,0.0,0.0,0.0,0.0,0.0,0.00033015575479566905,0.010579426947515458,1.9427964091300964,0.8188896402716637,2,0.0,0.014018424786627293,,,,,,
79,0.15820492897182703,-0.0004391825059428811,0.32606200873851776,1.4622989296913147,0.0,0.0,0.0,0.0,0.0,0.00021659344020008575,0.006673177151242271,1.3635689243674278,0.81832604855299,2,0.0,0.0033531226217746735,,,,,,
80,0.2963375076651573,-0.0006941657047718763,0.6028116717934608,1.4580540210008621,0.0,0.0,0.0,0.0,0.0,0.00032247114495476126,0.011881510610692203,2.1389990746974945,0.8099124655127525,2,0.0,0.016301942989230156,,,,,,
81,0.20200221054255962,-0.0002858818043023348,0.41310106962919235,1.4208149313926697,0.0,0.0,0.0,0.0,0.0,0.00015760386645524704,0.004394531337311491,1.8866585791110992,0.8867466822266579,2,0.0,0.033178288489580154,,,,,,
82,0.15267830714583397,-0.0006575854495167732,0.31545211747288704,1.4633887112140656,0.0,0.0,0.0,0.0,0.0,0.00030279502516350476,0.013997395610203966,1.6798202246427536,0.7128696441650391,2,0.0,-0.001979915192350745,,,,,,
83,0.34447070956230164,-0.00042979346471838653,0.6988486796617508,1.5079483538866043,0.0,0.0,0.0,0.0,0.0,0.0007925390500531648,0.02962239575572312,2.5437885969877243,0.8333892077207565,2,0.0,0.03482317924499512,,,,,,
84,0.14061071537435055,-6.864883471280336e-05,0.29048392176628113,1.520865112543106,0.0,0.0,0.0,0.0,0.0,0.00021749136851667572,0.006835937587311491,2.7280286848545074,0.731855034828186,2,0.0,0.0005115360836498439,,,,,,
85,0.3393351882696152,0.0008785328900557943,0.6857391893863678,1.4709811359643936,0.0,0.0,0.0,0.0,0.0,0.0004654158556149923,0.01757812527648639,3.485824465751648,0.8570397943258286,2,0.0,0.04328947886824608,,,,,,
86,0.16740644723176956,-0.00022286147577688098,0.3444809094071388,1.5370483249425888,0.0,0.0,0.0,0.0,0.0,0.0001208391627187666,0.0030924479360692203,2.245577037334442,0.6690805405378342,2,0.0,0.008274971507489681,,,,,,
87,0.2782333828508854,-0.00025390065275132656,0.5657717362046242,1.4661946594715118,0.0,0.0,0.0,0.0,0.0,0.0003136683308184729,0.010579427296761423,2.472942665219307,0.8670018464326859,2,0.0,0.03568970039486885,,,,,,
88,0.1667850762605667,-0.000647293752990663,0.344080176204443,1.5359068661928177,0.0,0.0,0.0,0.0,0.0,0.0003876402186051564,0.01057942709303461,2.3257598876953125,0.692880317568779,2,0.0,0.00011697597801685333,,,,,,
89,0.37358877435326576,-0.00042508664773777127,0.7565215155482292,1.4156340807676315,0.0,0.0,0.0,0.0,0.0,0.00015754250694044458,0.006510416613309644,1.985319659113884,0.8162360712885857,2,0.0,0.05780452489852905,,,,,,
90,0.11225217022001743,0.00016068565309979022,0.2330849301069975,1.483659952878952,0.0,0.0,0.0,0.0,0.0,0.0004053686452607508,0.015299479011446238,2.9437578842043877,0.7275835797190666,2,0.0,-0.005080636125057936,,,,,,
91,0.2616233080625534,-0.0002556764520704746,0.53245659917593,1.4497712403535843,0.0,0.0,0.0,0.0,0.0,0.00015499363325943705,0.006347656337311491,2.252521649003029,0.8635218366980553,2,0.0,0.041275713592767715,,,,,,
92,0.15892424620687962,-0.00027895493258256465,0.327703632414341,1.549538105726242,0.0,0.0,0.0,0.0,0.0,0.00029981694069647347,0.01139322918606922,2.1918360888957977,0.558088980615139,2,0.0,-0.019211111590266228,,,,,,
93,0.1955829942598939,-0.0004745977930724621,0.40084482356905937,1.4549398720264435,0.0,0.0,0.0,0.0,0.0,0.00027369677627575584,0.012695312296273187,1.812052384018898,0.8865108639001846,2,0.0,0.041676923632621765,,,,,,
94,0.23468408547341824,-0.0003600703930715099,0.47888491675257683,1.4660994857549667,0.0,0.0,0.0,0.0,0.0,0.00030558708203898277,0.012207031104480848,2.16898874938488,0.5570493638515472,2,0.0,-0.004277295432984829,,,,,,
95,0.3361367806792259,-0.0002344698878005147,0.6815165877342224,1.4623481631278992,0.0,0.0,0.0,0.0,0.0,0.00018474333398899034,0.007324218764551915,2.291274592280388,0.8370679393410683,2,0.0,0.06345810741186142,,,,,,
96,0.2289974633604288,-0.0006708449218422174,0.46871112287044525,1.5624182224273682,0.0,0.0,0.0,0.0,0.0,0.000622866318508386,0.021972656351863407,2.2335367649793625,0.3500969782471657,2,0.0,-0.008521751500666142,,,,,,
97,0.23145347274839878,-0.0004937213379889727,0.4727450720965862,1.4751143902540207,0.0,0.0,0.0,0.0,0.0,0.0003579581932626752,0.014322916802484542,2.024163067340851,0.8777093216776848,2,0.0,0.05206671729683876,,,,,,
98,0.18233208917081356,-6.86416169628501e-05,0.3743746839463711,1.5955391824245453,0.0,0.0,0.0,0.0,0.0,0.00030311900218293886,0.010579427005723119,2.3108038380742073,0.4279260113835335,2,0.0,-0.016015244647860527,,,,,,
99,0.23038839735090733,-0.0009516242425888777,0.47169987112283707,1.5033062547445297,0.0,0.0,0.0,0.0,0.0,0.00031761037644173484,0.014485677151242271,1.604590766131878,0.8699092119932175,2,0.0,0.036928821355104446,,,,,,
100,0.18006691429764032,-0.0004387169610708952,0.3697258234024048,1.452426329255104,0.0,0.0,0.0,0.0,0.0,0.0001738804685373907,0.005696614694898017,2.065924182534218,0.6005899831652641,2,0.0,-0.021521294489502907,0.0,0.0,1.0,260.0,21308.7076171875,nan
101,0.3052493594586849,3.7106103263795376e-05,0.6193265840411186,1.4836807548999786,0.0,0.0,0.0,0.0,0.0,0.00032534751062485157,0.01123046872089617,2.400673545897007,0.8404025882482529,2,0.0,0.04371752217411995,,,,,,
102,0.2258897665888071,4.007625102531165e-05,0.4609929621219635,1.5489309281110764,0.0,0.0,0.0,0.0,0.0,0.0006754894002369838,0.01969401037786156,2.410437375307083,0.5824876129627228,2,0.0,-0.00045560766011476517,,,,,,
103,0.2373171430081129,-9.138404857367277e-05,0.4836837090551853,1.477773740887642,0.0,0.0,0.0,0.0,0.0,0.00026889821765507804,0.013020833299378864,2.7168909162282944,0.8594397231936455,2,0.0,0.03595547005534172,,,,,,
104,0.25896191969513893,5.4147676564753056e-05,0.5271905399858952,1.5624985992908478,0.0,0.0,0.0,0.0,0.0,0.00043689083850040333,0.015624999883584678,3.2643216848373413,0.6541838869452477,2,0.0,0.0009045659680850804,,,,,,
105,0.2644803337752819,-0.0006898879073560238,0.5392260700464249,1.4809388518333435,0.0,0.0,0.0,0.0,0.0,0.00024135769331223855,0.007975260479724966,1.773492082953453,0.828799307346344,2,0.0,0.056712064892053604,,,,,,
106,0.21850721165537834,-5.097989924252033e-05,0.44550348445773125,1.3978520333766937,0.0,0.0,0.0,0.0,0.0,0.00017611610564927105,0.0056966145493788645,2.135080397129059,0.6363218948245049,2,0.0,-0.004153333138674498,,,,,,
107,0.26800999604165554,0.0004076409968547523,0.5440224856138229,1.46963070333004,0.0,0.0,0.0,0.0,0.0,0.0004224601943860762,0.01611328125,2.992153614759445,0.8155095875263214,2,0.0,0.05019838735461235,,,,,,
108,0.19085129350423813,-0.00036199227906763554,0.3913358971476555,1.4848877042531967,0.0,0.0,0.0,0.0,0.0,0.001052884025284584,0.03417968747089617,3.010667771100998,0.6292735263705254,2,0.0,-0.0030019686091691256,,,,,,
109,0.2645767703652382,-0.00020775501616299152,0.538555420935154,1.4977289885282516,0.0,0.0,0.0,0.0,0.0,0.00028532215765153524,0.013020833546761423,2.674283415079117,0.8165396675467491,2,0.0,0.044277116656303406,,,,,,
110,0.2144722081720829,-0.0005353778833523393,0.4392491802573204,1.5389994084835052,0.0,0.0,0.0,0.0,0.0,0.00036562031647235926,0.014811198168899864,2.2742985859513283,0.6684968322515488,2,0.0,-0.0010056797182187438,,,,,,
111,0.15456289146095514,-0.00043921818723902106,0.31893905252218246,1.489138588309288,0.0,0.0,0.0,0.0,0.0,0.00014290901253843913,0.0024414062645519152,2.431569144129753,0.8756254836916924,2,0.0,0.027288319543004036,,,,,,
112,0.21399631164968014,-0.0007960345828905702,0.4384993873536587,1.4857819229364395,0.0,0.0,0.0,0.0,0.0,0.000502374097777647,0.019205728836823255,1.33575951308012,0.6893762946128845,2,0.0,-0.006231948733329773,,,,,,
113,0.20830192789435387,9.094461893255357e-05,0.42509443312883377,1.445411503314972,0.0,0.0,0.0,0.0,0.0,0.00021822457017606212,0.009602864665794186,2.7439388036727905,0.8266878873109818,2,0.0,0.03336656466126442,,,,,,
114,0.2131292223930359,-0.00016611535102128983,0.4353952929377556,1.4674367010593414,0.0,0.0,0.0,0.0,0.0,0.0004470819922062219,0.01920572924427688,2.3623930513858795,0.7654533311724663,2,0.0,0.011036224663257599,,,,,,
115,0.21671290695667267,-0.0007302726153284311,0.4437675252556801,1.4801937192678452,0.0,0.0,0.0,0.0,0.0,0.0005503189149749232,0.02425130200572312,2.242572270333767,0.808168351650238,2,0.0,0.03893289715051651,,,,,,
116,0.25703295692801476,-0.0005717045860365033,0.524317417293787,1.5180135071277618,0.0,0.0,0.0,0.0,0.0,0.0004866125345870387,0.02067057299427688,2.331597715616226,0.7745769321918488,2,0.0,0.014628317207098007,,,,,,
117,0.15578259155154228,-0.0007778261788189411,0.3222855105996132,1.527445912361145,0.0,0.0,0.0,0.0,0.0,0.001310758601903217,0.05175781258731149,2.714762642979622,0.8223809078335762,2,0.0,0.017930420115590096,,,,,,
