update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,chain_aux_loss,chain_aux_acc,chain_aux_effective_coef,approx_kl,clip_fraction,grad_norm,explained_variance,ppo_epochs_ran,critic_warmup_active,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
28,0.5311313271522522,-0.0003813627699855715,1.0718148276209831,1.4649055004119873,0.0,0.0,0.0,0.0,0.0,0.00016578782378928736,0.0055338542588287964,1.4952078610658646,0.22508086264133453,2,0.0,0.06032443046569824,,,,,,
29,0.6816911771893501,-0.00040149223059415817,1.3725508749485016,1.3942551016807556,0.0,0.0,0.0,0.0,0.0,0.00026988523245563556,0.008789062427240424,1.9156914055347443,0.2194332256913185,2,0.0,0.09019974619150162,,,,,,
30,0.3982059396803379,-0.00050362478941679,0.8063225522637367,1.483904168009758,0.0,0.0,0.0,0.0,0.0,0.0002813759037962882,0.01188151043606922,1.789352759718895,0.21042952686548233,2,0.0,0.06063804030418396,,,,,,
31,0.7355891987681389,-3.8849771954119205e-05,1.4797682911157608,1.4187000095844269,0.0,0.0,0.0,0.0,0.0,0.0004324092933529755,0.018717447615927085,1.7832167446613312,0.21857275068759918,2,0.0,0.07866718620061874,,,,,,
32,0.4869246445596218,-0.000832787249237299,0.9844459444284439,1.4885133355855942,0.0,0.0,0.0,0.0,0.0,0.0005603567581147217,0.02425130200572312,1.8015640377998352,0.25564248114824295,2,0.0,0.08170312643051147,,,,,,
33,0.7866217717528343,-0.0004621996413334273,1.5824908912181854,1.3871585726737976,0.0,0.0,0.0,0.0,0.0,0.0003306230224779938,0.013183593677240424,1.4776462987065315,0.23353978246450424,2,0.0,0.07491704076528549,,,,,,
34,0.3348231911659241,-0.0006269552977755666,0.6796838194131851,1.46392160654068,0.0,0.0,0.0,0.0,0.0,0.00032363239142796374,0.009765624883584678,1.739451989531517,0.2511724382638931,2,0.0,0.05786310136318207,,,,,,
35,0.7221273630857468,-0.0009031356712512206,1.4544764012098312,1.40256829559803,0.0,0.0,0.0,0.0,0.0,0.00032011237249207625,0.012858072703238577,1.7505849301815033,0.2576233297586441,2,0.0,0.08612581342458725,,,,,,
36,0.43730952963232994,-0.0006291961763054132,0.884854719042778,1.496211901307106,0.0,0.0,0.0,0.0,0.0,0.0003596910983105772,0.01448567712213844,1.2469669878482819,0.2608460634946823,2,0.0,0.07126259058713913,,,,,,
37,0.5744966194033623,-0.00039948971243575215,1.158763125538826,1.4951497614383698,0.0,0.0,0.0,0.0,0.0,0.00019768067670611345,0.0071614584303461015,1.6669773012399673,0.2987787500023842,2,0.0,0.07997706532478333,,,,,,
38,0.6138374023139477,-0.00036576615821104497,1.2372473776340485,1.473508432507515,0.0,0.0,0.0,0.0,0.0,0.0003000857744837049,0.01090494796517305,1.8901306688785553,0.2561427056789398,2,0.0,0.0763939693570137,,,,,,
39,0.4717363342642784,-0.0008784504025243223,0.9543075785040855,1.5130039304494858,0.0,0.0,0.0,0.0,0.0,0.0004265394886715512,0.018066406351863407,1.3498458415269852,0.27191879600286484,2,0.0,0.05176253244280815,,,,,,
40,0.5553891882300377,-5.2723728003911674e-05,1.119492545723915,1.4347870349884033,0.0,0.0,0.0,0.0,0.0,0.00034960932498506736,0.013020833022892475,1.334358423948288,0.3118620663881302,2,0.0,0.06951084733009338,1.0,0.0,0.0,113.2,12550.4541015625,nan
41,0.7599406912922859,-0.00036594615085050464,1.529103860259056,1.4150922298431396,0.0,0.0,0.0,0.0,0.0,0.0004540043910310487,0.022135416511446238,1.6296204924583435,0.29666972905397415,2,0.0,0.06692806631326675,,,,,,
42,0.34537357091903687,-0.00023130758199840784,0.7005737274885178,1.5606640875339508,0.0,0.0,0.0,0.0,0.0,0.00019464077422526316,0.007812499912688509,2.049316316843033,0.3687116950750351,2,0.0,0.07722822576761246,,,,,,
43,0.6658462062478065,-0.0002856614883057773,1.340938240289688,1.4457499086856842,0.0,0.0,0.0,0.0,0.0,0.0007067611932143336,0.028157552282209508,1.8549521714448929,0.3549267202615738,2,0.0,0.07417791336774826,,,,,,
44,0.5958431288599968,1.897235051728785e-05,1.2009010463953018,1.5421215444803238,0.0,0.0,0.0,0.0,0.0,0.0005281799371914531,0.019694010305101983,1.7853705137968063,0.2885153517127037,2,0.0,0.08552978187799454,,,,,,
45,0.6304072514176369,-0.0006564221876033116,1.270961344242096,1.4723360240459442,0.0,0.0,0.0,0.0,0.0,0.00039449616633646656,0.017903646221384406,2.3493455946445465,0.3817409351468086,2,0.0,0.09744831174612045,,,,,,
46,0.572942428290844,-0.0002268432108394336,1.1550379395484924,1.4499017894268036,0.0,0.0,0.0,0.0,0.0,0.000193105885159639,0.006998697877861559,2.230820655822754,0.40926845371723175,2,0.0,0.1006447896361351,,,,,,
47,0.64523496478796,-0.0006549282697960734,1.3003261238336563,1.4243854582309723,0.0,0.0,0.0,0.0,0.0,0.0002567610426922329,0.00911458331393078,1.718615710735321,0.37100569158792496,2,0.0,0.08586988598108292,,,,,,
48,0.6174531504511833,-0.00044856825843453407,1.244552806019783,1.4582287073135376,0.0,0.0,0.0,0.0,0.0,0.0003906567856120091,0.01334635415696539,1.9869840741157532,0.3910622224211693,2,0.0,0.09235766530036926,,,,,,
49,0.5119480788707733,-0.0006566527299582958,1.0341832414269447,1.4956296682357788,0.0,0.0,0.0,0.0,0.0,0.00045537904088632786,0.017903645988553762,1.5279501304030418,0.3181171417236328,2,0.0,0.07525133341550827,,,,,,
50,0.5369641482830048,-0.0004262407310307026,1.0835515335202217,1.4617951065301895,0.0,0.0,0.0,0.0,0.0,0.00040225234329227533,0.016764322892413475,1.5944505855441093,0.4403717964887619,2,0.0,0.0678204819560051,,,,,,
51,0.3299499936401844,-0.00014078011736273766,0.669113002717495,1.4885737746953964,0.0,0.0,0.0,0.0,0.0,0.0002937132330771419,0.010579427107586525,1.479667954146862,0.3922855854034424,2,0.0,0.05680494382977486,,,,,,
52,0.6637435033917427,-0.00023044785484671593,1.336840108036995,1.4820376187562943,0.0,0.0,0.0,0.0,0.0,0.00010134523256510874,0.0027669271221384406,1.598872184753418,0.40746067464351654,2,0.0,0.07941750437021255,,,,,,
53,0.31789467856287956,-0.0002082532155327499,0.6453502923250198,1.5240721255540848,0.0,0.0,0.0,0.0,0.0,0.0003165495647863281,0.011393229448003694,1.6983592361211777,0.4293474480509758,2,0.0,0.07187152653932571,,,,,,
54,0.5812321789562702,-0.00046565011143684387,1.1722531914710999,1.4762588888406754,0.0,0.0,0.0,0.0,0.0,0.00027206269351154333,0.00992838543606922,1.4495007246732712,0.4232756271958351,2,0.0,0.07392588257789612,,,,,,
55,0.6484831646084785,-0.0009473518002778292,1.3076504170894623,1.4648991078138351,0.0,0.0,0.0,0.0,0.0,0.00036514253997665946,0.014811197586823255,1.7646207809448242,0.41390547901391983,2,0.0,0.08075931668281555,,,,,,
56,0.5228478126227856,-0.0005808895220980048,1.056006371974945,1.5248311161994934,0.0,0.0,0.0,0.0,0.0,0.00020166612443972554,0.006835937383584678,1.5680193603038788,0.4430698826909065,2,0.0,0.0833769366145134,,,,,,
57,0.5174657627940178,-0.0005501639097929001,1.0449708625674248,1.4898360818624496,0.0,0.0,0.0,0.0,0.0,0.00035168152203368663,0.016276041831588373,1.5167611837387085,0.4405261427164078,2,0.0,0.07660035043954849,,,,,,
58,0.6173184737563133,-0.0007871620473451912,1.2451047152280807,1.4822382479906082,0.0,0.0,0.0,0.0,0.0,0.0002980913818078079,0.012207031177240424,1.8558638244867325,0.41454800218343735,2,0.0,0.0875680074095726,,,,,,
59,0.5683076158165932,-8.920680556911975e-06,1.145259827375412,1.4377959221601486,0.0,0.0,0.0,0.0,0.0,0.00017171490799228195,0.00569661456393078,1.6822262108325958,0.517089270055294,2,0.0,0.08139564841985703,,,,,,
60,0.5595793277025223,-0.00023489410523325205,1.1285069286823273,1.479750856757164,0.0,0.0,0.0,0.0,0.0,0.00015432024929395993,0.0043945312208961695,1.2747948169708252,0.49133434146642685,2,0.0,0.07211884111166,1.0,0.0,0.0,117.0,12020.661328125,nan
61,0.6262769103050232,-0.0004897114122286439,1.2622096687555313,1.4460659623146057,0.0,0.0,0.0,0.0,0.0,0.00031185890520646353,0.014160156133584678,1.6559267491102219,0.5112503618001938,2,0.0,0.08272743225097656,,,,,,
62,0.328764908015728,-0.0007756607374176383,0.6683659479022026,1.5474688708782196,0.0,0.0,0.0,0.0,0.0,0.00021037487545072509,0.0073242185899289325,1.5565975159406662,0.5041951537132263,2,0.0,0.0759894847869873,,,,,,
63,0.6530434936285019,4.539964720606804e-05,1.3147136569023132,1.4529155939817429,0.0,0.0,0.0,0.0,0.0,0.0001914963263516256,0.005859375087311491,1.8715597242116928,0.5643525421619415,2,0.0,0.10225600004196167,,,,,,
64,0.4567357487976551,-0.0005799377104267478,0.9239578321576118,1.554409220814705,0.0,0.0,0.0,0.0,0.0,0.00017310387863744836,0.00651041668606922,1.4867295175790787,0.5692040845751762,2,0.0,0.07877175509929657,,,,,,
65,0.5393660850822926,-0.0001829990263502168,1.087902970612049,1.4674656987190247,0.0,0.0,0.0,0.0,0.0,0.0008530626291758381,0.03255208395421505,1.8547217100858688,0.5459265932440758,2,0.0,0.07029583305120468,,,,,,
66,0.40703078731894493,-0.0005458253435790539,0.8242080807685852,1.5091432631015778,0.0,0.0,0.0,0.0,0.0,0.0004244097845003125,0.019042968298890628,1.4901611730456352,0.611869715154171,2,0.0,0.07615324854850769,,,,,,
67,0.6711625829339027,0.000418245792388916,1.3503648936748505,1.4793730676174164,0.0,0.0,0.0,0.0,0.0,0.0004240529342496302,0.017415364971384406,1.9501084983348846,0.5625717267394066,2,0.0,0.10180873423814774,,,,,,
68,0.411175400018692,-0.0002116406540153548,0.8320910930633545,1.552834466099739,0.0,0.0,0.0,0.0,0.0,0.0002125317114405334,0.00699869790696539,1.829245150089264,0.5785566195845604,2,0.0,0.06984242051839828,,,,,,
69,0.5553732886910439,4.5564607717096806e-05,1.1197680085897446,1.51876100897789,0.0,0.0,0.0,0.0,0.0,0.00037263747117322055,0.01627604168606922,2.088235780596733,0.5762277171015739,2,0.0,0.0968925729393959,,,,,,
70,0.44355832412838936,-0.001077014021575451,0.8982475623488426,1.4961460530757904,0.0,0.0,0.0,0.0,0.0,0.0002797840054995504,0.010091145726619288,1.7932780385017395,0.6209536194801331,2,0.0,0.08906344324350357,,,,,,
71,0.34196048229932785,-0.0007671818602830172,0.695006288588047,1.5918253511190414,0.0,0.0,0.0,0.0,0.0,0.0003555045677785529,0.01513671875,1.6982353180646896,0.6236934438347816,2,0.0,0.06377158313989639,,,,,,
72,0.5866186246275902,-0.0005328573752194643,1.1831909269094467,1.4813210219144821,0.0,0.0,0.0,0.0,0.0,0.0004616625333255797,0.021484375043655746,1.637281060218811,0.6247312799096107,2,0.0,0.09050169587135315,,,,,,
73,0.3338039703667164,-0.0004393092240206897,0.6778381243348122,1.5585928112268448,0.0,0.0,0.0,0.0,0.0,0.0007832006995158736,0.025065104171517305,2.299154430627823,0.6569063514471054,2,0.0,0.0872020497918129,,,,,,
74,0.4984732046723366,-0.0011220078449696302,1.0080642104148865,1.4789621233940125,0.0,0.0,0.0,0.0,0.0,0.0006302684914771817,0.026855469070142135,1.5335527062416077,0.6464580595493317,2,0.0,0.07929309457540512,,,,,,
75,0.5701000615954399,-0.0004996164934709668,1.1502261608839035,1.5044678896665573,0.0,0.0,0.0,0.0,0.0,0.0003313172142043186,0.012369791889796034,1.4527763053774834,0.5841956660151482,2,0.0,0.09011619538068771,,,,,,
76,0.5448497012257576,-0.00032117900627781637,1.0991804376244545,1.473110944032669,0.0,0.0,0.0,0.0,0.0,0.00044240738770895405,0.01936848950572312,1.5971209555864334,0.6575505957007408,2,0.0,0.07547388225793839,,,,,,
77,0.44372083619236946,-0.0006408542394638062,0.8978339657187462,1.5184298157691956,0.0,0.0,0.0,0.0,0.0,0.0005392330212998786,0.02360026046517305,1.9449485540390015,0.6798727437853813,2,0.0,0.0911371186375618,,,,,,
78,0.45794934406876564,-0.0005993506347294897,0.9261886179447174,1.5152044892311096,0.0,0.0,0.0,0.0,0.0,0.00046232719023464597,0.018554687660071068,1.6392206400632858,0.6846036091446877,2,0.0,0.06340453773736954,,,,,,
79,0.5006981268525124,-0.00047555891796946526,1.0115275233983994,1.5300259739160538,0.0,0.0,0.0,0.0,0.0,0.0004402582926559262,0.01774088534875773,1.4521363824605942,0.6509385108947754,2,0.0,0.0769796296954155,,,,,,
80,0.28631252236664295,-0.0006767874947399832,0.5832032933831215,1.5374438166618347,0.0,0.0,0.0,0.0,0.0,0.0003856536109196895,0.013509114272892475,1.382602721452713,0.7521723285317421,2,0.0,0.05747707560658455,1.0,0.0,0.0,123.0,12224.91171875,nan
81,0.638205274939537,-0.00044980988604947925,1.2858500480651855,1.4233191162347794,0.0,0.0,0.0,0.0,0.0,0.00021663491747858643,0.005533854113309644,1.6804132461547852,0.7033588588237762,2,0.0,0.06606411188840866,,,,,,
82,0.15107333660125732,-6.293941987678409e-05,0.3122582696378231,1.6642856448888779,0.0,0.0,0.0,0.0,0.0,0.00023169559517555172,0.005696614476619288,2.0135305747389793,0.5246989503502846,2,0.0,0.05251277610659599,,,,,,
83,0.7241404876112938,-0.0004191383486613631,1.4573814123868942,1.377030298113823,0.0,0.0,0.0,0.0,0.0,9.11589210090824e-05,0.001953125,1.7527985870838165,0.7049136757850647,2,0.0,0.08088105171918869,,,,,,
84,0.3181218821555376,-0.001007433165796101,0.647726520895958,1.5779810398817062,0.0,0.0,0.0,0.0,0.0,0.0003744655798527674,0.014811198198003694,1.40059145539999,0.6829294189810753,2,0.0,0.06270325183868408,,,,,,
85,0.5782276466488838,-0.00034596539626363665,1.1656388938426971,1.4152789860963821,0.0,0.0,0.0,0.0,0.0,0.000687014585309953,0.027669271337799728,1.2210537940263748,0.6705140620470047,2,0.0,0.052592869848012924,,,,,,
86,0.4508405514061451,-3.2361713238060474e-05,0.9107494950294495,1.5006107985973358,0.0,0.0,0.0,0.0,0.0,0.0003835300622085924,0.014160156104480848,2.081210285425186,0.7251344919204712,2,0.0,0.07905995100736618,,,,,,
87,0.4067574143409729,-0.0003670351579785347,0.823182724416256,1.4889734983444214,0.0,0.0,0.0,0.0,0.0,0.0004224498279654654,0.017089843546273187,1.710360810160637,0.7866458371281624,2,0.0,0.07889016717672348,,,,,,
88,0.626030832529068,-0.0005354816094040871,1.2618978321552277,1.4608729183673859,0.0,0.0,0.0,0.0,0.0,0.00021110868874529842,0.00732421875,1.6528181433677673,0.7120303809642792,2,0.0,0.07996023446321487,,,,,,
89,0.4001323841512203,-0.00038422364741563797,0.8099795132875443,1.4910479187965393,0.0,0.0,0.0,0.0,0.0,0.00021296928639458201,0.006347656366415322,1.6208652555942535,0.6958335787057877,2,0.0,0.04767676070332527,,,,,,
90,0.46561385691165924,-0.0010457256285008043,0.9425380751490593,1.536485493183136,0.0,0.0,0.0,0.0,0.0,0.00025917822051724215,0.010091145682963543,1.390209823846817,0.7306030839681625,2,0.0,0.07931027561426163,,,,,,
91,0.355820007622242,-0.00011381145759514766,0.7213753089308739,1.584609642624855,0.0,0.0,0.0,0.0,0.0,0.00022251193649935885,0.006510416627861559,1.4977132678031921,0.7519504502415657,2,0.0,0.05985274910926819,,,,,,
92,0.46550600975751877,-0.0001655027735978365,0.9401910156011581,1.4746650755405426,0.0,0.0,0.0,0.0,0.0,0.0002091426904371474,0.00846354171517305,1.317431092262268,0.7356848269701004,2,0.0,0.08298683166503906,,,,,,
93,0.43189142644405365,-4.6502061195496935e-05,0.8730775490403175,1.5336157381534576,0.0,0.0,0.0,0.0,0.0,0.0007797087323524465,0.02587890625,1.4729637280106544,0.7216083779931068,2,0.0,0.04548440873622894,,,,,,
94,0.5150341503322124,-0.00045768608106300235,1.0398631989955902,1.4799176752567291,0.0,0.0,0.0,0.0,0.0,0.000845730376568099,0.034667969608563,1.844235822558403,0.7384403944015503,2,0.0,0.06697972863912582,,,,,,
95,0.4019481986761093,-0.000979799275228288,0.8151803761720657,1.5540612787008286,0.0,0.0,0.0,0.0,0.0,0.0003357395457896928,0.013509114476619288,1.2898564636707306,0.7027404010295868,2,0.0,0.04236878827214241,,,,,,
96,0.6339141130447388,-2.63564579654485e-05,1.276955634355545,1.5124493837356567,0.0,0.0,0.0,0.0,0.0,0.00019831658846669598,0.00455729168606922,1.8735553622245789,0.7454152852296829,2,0.0,0.0627678856253624,,,,,,
97,0.4530381113290787,-0.0008330307609867305,0.9169219881296158,1.5299504846334457,0.0,0.0,0.0,0.0,0.0,0.0003018291184844202,0.013183593924622983,1.4207213819026947,0.6695658713579178,2,0.0,0.041736945509910583,,,,,,
98,0.5305186361074448,-0.0001899076160043478,1.070449136197567,1.5053386837244034,0.0,0.0,0.0,0.0,0.0,0.0001657756597523985,0.004882812412688509,1.6194929480552673,0.7713562846183777,2,0.0,0.06630324572324753,,,,,,
99,0.3558305762708187,-0.0007828371599316597,0.7226902320981026,1.5772336572408676,0.0,0.0,0.0,0.0,0.0,0.0005115217190905241,0.020345052296761423,2.319012865424156,0.7662171646952629,2,0.0,0.06001428887248039,,,,,,
100,0.5441726930439472,-0.0005131728830747306,1.0983493402600288,1.4962679743766785,0.0,0.0,0.0,0.0,0.0,8.96532449132792e-05,0.001302083328482695,1.7673190832138062,0.771816723048687,2,0.0,0.09231647104024887,0.8,0.0,0.2,150.0,14123.5931640625,nan
101,0.3621600829064846,-7.870851550251245e-05,0.7338801994919777,1.5671026855707169,0.0,0.0,0.0,0.0,0.0,0.00037592475860037666,0.013834635494276881,1.4053580313920975,0.7581604272127151,2,0.0,0.045236777514219284,,,,,,
102,0.5172900706529617,-0.0005691445257980376,1.0447472780942917,1.5048028826713562,0.0,0.0,0.0,0.0,0.0,0.0005094609123261762,0.015462239825865254,1.6306394189596176,0.7373946756124496,2,0.0,0.07487543672323227,,,,,,
103,0.41082989051938057,-0.001256258925423026,0.8334169909358025,1.5407810509204865,0.0,0.0,0.0,0.0,0.0,0.0006473476996688987,0.026855468910071068,1.5775713175535202,0.7155825719237328,2,0.0,0.056578610092401505,,,,,,
104,0.4178883954882622,-0.0002679408062249422,0.8452562466263771,1.490596979856491,0.0,0.0,0.0,0.0,0.0,0.0006233214783151197,0.029296875232830644,1.4143127426505089,0.8005786016583443,2,0.0,0.08283168822526932,,,,,,
105,0.49594618007540703,-0.00018533086404204369,1.0012593865394592,1.4993955940008163,0.0,0.0,0.0,0.0,0.0,0.0005667564219038468,0.025716145522892475,2.0109668970108032,0.7767535820603371,2,0.0,0.09472564607858658,,,,,,
106,0.671308346092701,0.00011129770427942276,1.3514619767665863,1.511316180229187,0.0,0.0,0.0,0.0,0.0,0.00014924171864549862,0.004069010465173051,1.835494339466095,0.6959029883146286,2,0.0,0.06752631813287735,,,,,,
107,0.34921782091259956,-0.00013753562234342098,0.7080358639359474,1.5541918277740479,0.0,0.0,0.0,0.0,0.0,0.0005983855551221495,0.021321614432963543,1.8382617831230164,0.7874725982546806,2,0.0,0.06164972111582756,,,,,,
108,0.43212348595261574,-0.0009120660979533568,0.8748834356665611,1.4687218219041824,0.0,0.0,0.0,0.0,0.0,0.0002378166984726704,0.0065104167588287964,1.1784521341323853,0.7832762971520424,2,0.0,0.0613420270383358,,,,,,
109,0.4840908534824848,-0.0005611366359516978,0.9781204238533974,1.4694069772958755,0.0,0.0,0.0,0.0,0.0,0.000411344269195979,0.018391926903859712,1.2774758860468864,0.7861044779419899,2,0.0,0.08773381263017654,,,,,,
110,0.3785141333937645,-0.00048653400153853,0.767485722899437,1.5807334929704666,0.0,0.0,0.0,0.0,0.0,0.0001506067765149055,0.0029296875291038305,1.751942977309227,0.7515751644968987,2,0.0,0.05355725809931755,,,,,,
111,0.37291787192225456,-0.0007072912994772196,0.7564002722501755,1.5249921828508377,0.0,0.0,0.0,0.0,0.0,0.000388101324915624,0.017740885261446238,1.6870418041944504,0.7892247661948204,2,0.0,0.06793012470006943,,,,,,
112,0.45272221788764,-0.00045817572390660644,0.9155210554599762,1.5267106741666794,0.0,0.0,0.0,0.0,0.0,0.00017272125478484668,0.005859375014551915,1.8170340806245804,0.756095327436924,2,0.0,0.07820922881364822,,,,,,
113,0.5056995078921318,-0.0007623884011991322,1.0220774933695793,1.5256192684173584,0.0,0.0,0.0,0.0,0.0,0.0002116159824367969,0.007486978996894322,1.786333367228508,0.718817375600338,2,0.0,0.04611358419060707,,,,,,
114,0.37355464324355125,-0.000384204693546053,0.7569784745573997,1.5167967975139618,0.0,0.0,0.0,0.0,0.0,0.00017218537141161505,0.005371093706344254,1.463136039674282,0.7882571816444397,2,0.0,0.08113250881433487,,,,,,
115,0.532662283629179,-0.0003321339900139719,1.0749183371663094,1.488249883055687,0.0,0.0,0.0,0.0,0.0,0.0003826094822443338,0.017089843400754035,1.6571049988269806,0.7654662653803825,2,0.0,0.06820602715015411,,,,,,
116,0.26636784337460995,-0.00041569455061107874,0.5434394553303719,1.6453983634710312,0.0,0.0,0.0,0.0,0.0,0.0001652380148584598,0.0035807292733807117,1.3132439702749252,0.7581813186407089,2,0.0,0.04319130256772041,,,,,,
117,0.47054024413228035,-0.0006344642024487257,0.9510770067572594,1.4546000212430954,0.0,0.0,0.0,0.0,0.0,0.00031626203963242006,0.009602864680346102,1.2449047341942787,0.7952868267893791,2,0.0,0.06644254177808762,,,,,,
