protocol,development_episode_id,method,train_seed,condition,J,success_at_horizon,collision,timeout,constraint_violation,terminal_step,failure_exposed,direct_path_fraction_during_failure,relay_path_fraction_during_failure,task_support_fraction_during_failure,legal_information_fraction_during_failure,mean_cache_age_during_failure,path_switch_count,traveled_distance,control_effort,evaluation_budget,topology_condition,onset,duration,checkpoint_sha256,tape_hash,inference_unit
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500049,drtp_sg,2405,relay_failure,216.67879551649094,1.0,0.0,0.0,0.0,260,1,0.2875,0.0,0.6,1.0,13.5,5,141901.01132202148,946.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500050,drtp_sg,2405,relay_failure,210.40098868310452,1.0,0.0,0.0,0.0,260,1,0.15,0.0,0.7,1.0,13.5,3,145058.0170288086,1008.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500051,drtp_sg,2405,relay_failure,220.74881038069725,0.0,0.0,1.0,0.0,260,1,0.225,0.0,0.65,1.0,13.5,3,145359.98696899414,967.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500052,drtp_sg,2405,relay_failure,233.4030855000019,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.8375,1.0,13.5,1,145611.02871704102,921.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500053,drtp_sg,2405,relay_failure,231.50962346978486,0.0,0.0,1.0,0.0,260,1,0.3125,0.0,0.7,1.0,13.958333333333332,3,140833.99716186523,854.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500054,drtp_sg,2405,relay_failure,221.62264066934586,1.0,0.0,0.0,0.0,260,1,0.2625,0.0,0.625,1.0,13.5,5,140986.04434204102,962.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500055,drtp_sg,2405,relay_failure,220.94585643708706,0.0,0.0,1.0,0.0,260,1,0.0875,0.0,0.7625,1.0,13.5,3,145131.06283569336,1005.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500056,drtp_sg,2405,relay_failure,178.99181553721428,0.0,0.0,1.0,0.0,260,1,0.1,0.0,0.7375,1.0,13.5,3,145875.98663330078,1030.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500057,drtp_sg,2405,relay_failure,247.92918826639652,1.0,0.0,0.0,0.0,260,1,0.2875,0.0,0.625,1.0,13.5,3,143191.0227355957,851.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500058,drtp_sg,2405,relay_failure,248.5837438851595,1.0,0.0,0.0,0.0,260,1,0.175,0.0,0.6875,1.0,13.5,3,142638.0528564453,938.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500059,drtp_sg,2405,relay_failure,254.3553238660097,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.9125,1.0,13.875,1,142406.03149414062,821.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500060,drtp_sg,2405,relay_failure,247.80015171132982,1.0,0.0,0.0,0.0,260,1,0.15,0.0,0.85,1.0,15.25,5,141110.97998046875,829.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500061,drtp_sg,2405,relay_failure,220.72093385457993,1.0,0.0,0.0,0.0,260,1,0.2875,0.0,0.6125,1.0,13.5,5,141605.03619384766,937.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500062,drtp_sg,2405,relay_failure,216.18597082793713,0.0,0.0,1.0,0.0,260,1,0.2125,0.0,0.6625,1.0,13.5,3,145214.9022216797,956.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500063,drtp_sg,2405,relay_failure,232.09442633017898,0.0,0.0,1.0,0.0,260,1,0.3,0.0,0.7125,1.0,13.675,3,140228.02236938477,878.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500064,drtp_sg,2405,relay_failure,233.37985403835773,0.0,0.0,1.0,0.0,260,1,0.3,0.0,0.7125,1.0,13.5,3,140735.0485534668,860.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500065,drtp_sg,2405,relay_failure,234.6809178441763,0.0,0.0,1.0,0.0,260,1,0.3125,0.0,0.7,1.0,13.5,3,140083.01559448242,878.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500066,drtp_sg,2405,relay_failure,137.33182273805141,1.0,0.0,0.0,0.0,260,1,0.0125,0.0,0.0875,1.0,13.5,3,143419.00799560547,1041.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500067,drtp_sg,2405,relay_failure,25.05992293357849,0.0,1.0,0.0,0.0,39,1,0.0,0.0,0.0,1.0,0.8333333333333333,1,17238.999237060547,166.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500068,drtp_sg,2405,relay_failure,226.97842678194866,0.0,0.0,1.0,0.0,260,1,0.3125,0.0,0.7,1.0,15.425,5,140460.97817993164,845.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500069,drtp_sg,2405,relay_failure,232.9451088309288,0.0,0.0,1.0,0.0,260,1,0.3125,0.0,0.7,1.0,13.5,3,140801.03131103516,851.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500070,drtp_sg,2405,relay_failure,245.6435632109642,1.0,0.0,0.0,0.0,260,1,0.3,0.0,0.7,1.0,13.5,3,140266.99017333984,865.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500071,drtp_sg,2405,relay_failure,232.6546588242054,0.0,0.0,1.0,0.0,260,1,0.3,0.0,0.7,1.0,13.5,3,140224.01962280273,875.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500072,drtp_sg,2405,relay_failure,232.38575549423695,0.0,0.0,1.0,0.0,260,1,0.2375,0.0,0.7,1.0,13.5,3,144166.10800170898,964.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500073,drtp_sg,2405,relay_failure,212.60079227387905,0.0,0.0,1.0,0.0,260,1,0.15,0.0,0.725,1.0,13.5,3,143962.00088500977,996.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500074,drtp_sg,2405,relay_failure,122.86444658041,1.0,0.0,0.0,0.0,260,1,0.35,0.0,0.0,1.0,13.616666666666665,24,142570.96746826172,1035.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500075,drtp_sg,2405,relay_failure,224.44441455230117,1.0,0.0,0.0,0.0,260,1,0.4,0.0,0.6625,1.0,17.375,8,141759.99829101562,843.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500076,drtp_sg,2405,relay_failure,227.25763402879238,0.0,0.0,1.0,0.0,260,1,0.325,0.0,0.575,1.0,13.5,3,145073.0228881836,976.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500077,drtp_sg,2405,relay_failure,227.41270895302296,0.0,0.0,1.0,0.0,260,1,0.2625,0.0,0.625,1.0,13.5,3,143948.0499572754,969.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500078,drtp_sg,2405,relay_failure,225.62910459935665,0.0,0.0,1.0,0.0,260,1,0.2375,0.0,0.6625,1.0,13.5,3,144596.0548400879,965.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500079,drtp_sg,2405,relay_failure,233.17191164195538,0.0,0.0,1.0,0.0,260,1,0.1625,0.0,0.8375,1.0,15.25,5,141957.970703125,873.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500080,drtp_sg,2405,relay_failure,193.044886469841,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.8375,1.0,13.5,1,143568.04376220703,1049.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500081,drtp_sg,2405,relay_failure,231.20753784803674,1.0,0.0,0.0,0.0,260,1,0.325,0.0,0.6875,1.0,16.883333333333333,7,140922.96640014648,862.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500082,drtp_sg,2405,relay_failure,205.90476217865944,0.0,0.0,1.0,0.0,260,1,0.05,0.0,0.7875,1.0,13.5,3,144382.07135009766,963.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500083,drtp_sg,2405,relay_failure,257.9378542602062,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.9375,1.0,13.5,1,143479.9988708496,829.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500084,drtp_sg,2405,relay_failure,111.43064695596695,0.0,0.0,1.0,0.0,260,1,0.0375,0.0,0.1625,1.0,13.5,8,139775.0315246582,1129.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500085,drtp_sg,2405,relay_failure,248.74944078922272,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,143516.98806762695,838.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500086,drtp_sg,2405,relay_failure,251.61158093810081,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,142804.9889831543,848.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500087,drtp_sg,2405,relay_failure,260.5195927619934,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,143050.0389099121,827.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500088,drtp_sg,2405,relay_failure,237.85153383016586,0.0,0.0,1.0,0.0,260,1,0.15,0.0,0.85,1.0,14.925,5,141377.98315429688,840.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500089,drtp_sg,2405,relay_failure,243.68012756109238,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.9,1.0,13.5,1,143199.93060302734,850.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500090,drtp_sg,2405,relay_failure,216.8803471568972,1.0,0.0,0.0,0.0,260,1,0.4625,0.0,0.625,1.0,19.05,10,141362.97900390625,819.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500091,drtp_sg,2405,relay_failure,26.564491719007492,0.0,1.0,0.0,0.0,42,1,1.0,0.0,0.14285714285714285,1.0,1.3333333333333335,2,18139.000213623047,178.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500092,drtp_sg,2405,relay_failure,248.26167614758015,1.0,0.0,0.0,0.0,260,1,0.2625,0.0,0.6375,1.0,13.5,3,143120.9833984375,851.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500093,drtp_sg,2405,relay_failure,252.6143752746284,1.0,0.0,0.0,0.0,260,1,0.0875,0.0,0.9,1.0,14.5,5,141608.0539855957,826.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500094,drtp_sg,2405,relay_failure,233.70037186145782,0.0,0.0,1.0,0.0,260,1,0.3125,0.0,0.7,1.0,13.5,3,139419.99667358398,878.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500095,drtp_sg,2405,relay_failure,191.59215405583382,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.875,1.0,13.5,1,143486.08322143555,1040.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500096,drtp_sg,2405,relay_failure,228.9329533521086,0.0,0.0,1.0,0.0,260,1,0.3,0.0,0.7125,1.0,15.083333333333332,5,141046.9432067871,856.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500097,drtp_sg,2405,relay_failure,245.3691467642784,1.0,0.0,0.0,0.0,260,1,0.3875,0.0,0.5875,1.0,13.5,4,142241.06198120117,858.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500098,drtp_sg,2405,relay_failure,98.09586125612259,0.0,0.0,1.0,0.0,260,1,0.95,0.0,0.0,1.0,13.5,4,138178.99960327148,1122.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500099,drtp_sg,2405,relay_failure,211.40985810756683,0.0,0.0,1.0,0.0,260,1,0.1125,0.0,0.75,1.0,13.5,3,144272.08856201172,992.0,10m,timing_36_80,36,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500000,drtp_sg,2405,relay_failure,232.50767642259598,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.875,1.0,13.5,1,145048.00173950195,941.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500001,drtp_sg,2405,relay_failure,254.21871757507324,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,140805.0066833496,901.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500002,drtp_sg,2405,relay_failure,255.48512130975723,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.975,1.0,13.5,1,143862.00411987305,843.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500003,drtp_sg,2405,relay_failure,245.40460016950965,1.0,0.0,0.0,0.0,260,1,0.1375,0.0,0.85,1.0,16.175,6,141798.97552490234,844.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500004,drtp_sg,2405,relay_failure,251.9712120294571,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,141563.98330688477,846.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500005,drtp_sg,2405,relay_failure,260.64288488030434,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.5,1,141832.98028564453,823.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500006,drtp_sg,2405,relay_failure,200.4906656295061,0.0,0.0,1.0,0.0,260,1,0.0,0.0,0.875,1.0,13.5,1,144588.04733276367,987.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500007,drtp_sg,2405,relay_failure,254.4978300705552,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.9625,1.0,13.583333333333332,1,142307.99151611328,857.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500008,drtp_sg,2405,relay_failure,256.05192679166794,1.0,0.0,0.0,0.0,260,1,0.0,0.0,0.975,1.0,13.5,1,143042.9928894043,836.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
DRTP-SNR-Q2-MECHANISM-COMPARATOR-EVALUATION-V1,500009,drtp_sg,2405,relay_failure,108.37563022971153,0.0,0.0,1.0,0.0,260,1,0.0375,0.0,0.0,1.0,13.5,7,139640.0167236328,1071.0,10m,timing_52_80,52,80,e4793edbb3fb3c984c6c9deeec0835debec21b24bbb5d110b6430e70bbf271a8,c89f63bc5a11e3def88fa677356796ea681ca227d31e47dc584764a3a3084fc2,training_seed
