graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
multi_relation,-20,100,100,0.333333,0.828333,0,0
multi_relation,-19,100,100,0.333333,0.861667,0,0
multi_relation,-18,100,100,0.333333,0.848333,0,0
multi_relation,-17,100,100,0.333333,0.848333,0,0
multi_relation,-16,100,100,0.333333,0.851667,0,0
multi_relation,-15,100,100,0.333333,0.816667,0,0
multi_relation,-14,100,100,0.333333,0.82,0,0
multi_relation,-13,100,100,0.333333,0.868333,0,0
multi_relation,-12,100,100,0.333333,0.845,0,0
multi_relation,-11,100,100,0.476667,0.83,0,0
multi_relation,-10,100,100,0.566667,0.806667,0,0
multi_relation,-9,100,100,0.573333,0.85,0,0
multi_relation,-8,100,100,0.526667,0.846667,0,0
multi_relation,-7,100,100,0.586667,0.845,0,0
multi_relation,-6,100,100,0.696667,0.866667,0,0
multi_relation,-5,100,100,0.676667,0.826667,0,0
multi_relation,-4,100,100,0.67,0.833333,0,0
multi_relation,-3,100,100,0.663333,0.78,0,0
multi_relation,-2,100,100,0.66,0.826667,0,0
multi_relation,-1,100,100,0.656667,0.805,0,0
multi_relation,0,100,100,0.65,0.811667,0,0
multi_relation,1,100,100,0.643333,0.22,0,0
multi_relation,2,100,100,0.626667,0.225,0,0
multi_relation,3,100,100,0.613333,0.223333,0,0
multi_relation,4,100,100,0.6,0.23,0.26,0.26
multi_relation,5,74,100,0.576577,0.231982,0.432432,0.58
multi_relation,6,42,100,0.539683,0.257937,0.428571,0.76
multi_relation,7,24,100,0.472222,0.222222,0.458333,0.87
multi_relation,8,13,100,0.384615,0.217949,0.384615,0.92
multi_relation,9,8,100,0.208333,0.1875,0.25,0.94
multi_relation,10,6,100,0.0555556,0.305556,0,0.94
multi_relation,11,6,100,0.0555556,0.222222,0,0.94
multi_relation,12,6,100,0.0555556,0.25,0,0.94
multi_relation,13,6,100,0.0555556,0.0555556,0,0.94
multi_relation,14,6,100,0.0555556,0,0,0.94
multi_relation,15,6,100,0.0555556,0,0,0.94
multi_relation,16,6,100,0.0555556,0,0,0.94
multi_relation,17,6,100,0.0555556,0,0,0.94
multi_relation,18,6,100,0.0555556,0,0,0.94
multi_relation,19,6,100,0,0,0,0.94
multi_relation,20,6,100,0,0,0,0.94
multi_relation,21,6,100,0,0,0,0.94
multi_relation,22,6,100,0,0,0,0.94
multi_relation,23,6,100,0,0,0,0.94
multi_relation,24,6,100,0,0,0,0.94
multi_relation,25,6,100,0,0,0,0.94
multi_relation,26,6,100,0,0,0,0.94
multi_relation,27,6,100,0,0,0,0.94
multi_relation,28,6,100,0,0,0,0.94
multi_relation,29,6,100,0,0,0,0.94
multi_relation,30,6,100,0,0,0,0.94
multi_relation,31,6,100,0,0,0,0.94
multi_relation,32,6,100,0,0,0,0.94
multi_relation,33,6,100,0,0,0,0.94
multi_relation,34,6,100,0,0,0,0.94
multi_relation,35,6,100,0,0,0,0.94
multi_relation,36,6,100,0,0,0,0.94
multi_relation,37,6,100,0,0,0,0.94
multi_relation,38,6,100,0,0,0,0.94
multi_relation,39,6,100,0,0,0,0.94
multi_relation,40,6,100,0,0,0,0.94
multi_relation,41,6,100,0,0,0,0.94
multi_relation,42,6,100,0,0,0,0.94
multi_relation,43,6,100,0,0,0,0.94
multi_relation,44,6,100,0,0,0,0.94
multi_relation,45,6,100,0,0,0,0.94
multi_relation,46,6,100,0,0,0,0.94
multi_relation,47,6,100,0,0,0,0.94
multi_relation,48,6,100,0,0,0,0.94
multi_relation,49,6,100,0,0,0,0.94
multi_relation,50,6,100,0,0,0,0.94
multi_relation,51,6,100,0,0,0,0.94
multi_relation,52,6,100,0,0,0,0.94
multi_relation,53,6,100,0,0,0,0.94
multi_relation,54,6,100,0,0,0,0.94
multi_relation,55,6,100,0,0,0,0.94
multi_relation,56,6,100,0,0,0,0.94
multi_relation,57,6,100,0,0,0,0.94
multi_relation,58,6,100,0,0,0,0.94
multi_relation,59,6,100,0,0,0,0.94
multi_relation,60,6,100,0,0,0,0.94
multi_relation,61,6,100,0,0,0,0.94
multi_relation,62,6,100,0,0,0,0.94
multi_relation,63,6,100,0,0,0,0.94
multi_relation,64,6,100,0,0,0,0.94
multi_relation,65,6,100,0.0555556,0,0,0.94
multi_relation,66,6,100,0.0555556,0,0,0.94
multi_relation,67,6,100,0.0555556,0,0,0.94
multi_relation,68,6,100,0.0555556,0,0,0.94
multi_relation,69,6,100,0.0555556,0,0,0.94
multi_relation,70,6,100,0.0555556,0,0,0.94
multi_relation,71,6,100,0.0555556,0,0,0.94
multi_relation,72,6,100,0.0555556,0,0,0.94
multi_relation,73,6,100,0.0555556,0,0,0.94
multi_relation,74,6,100,0.0555556,0,0,0.94
multi_relation,75,6,100,0.0555556,0,0,0.94
multi_relation,76,6,100,0.0555556,0,0,0.94
multi_relation,77,6,100,0.0555556,0,0,0.94
multi_relation,78,6,100,0.0555556,0,0,0.94
multi_relation,79,6,100,0.0555556,0,0,0.94
multi_relation,80,6,100,0.0555556,0,0,0.94
multi_relation,81,6,100,0.0555556,0,0,0.94
multi_relation,82,6,100,0.0555556,0,0,0.94
multi_relation,83,6,100,0.0555556,0,0,0.94
multi_relation,84,6,100,0.0555556,0,0,0.94
multi_relation,85,6,100,0.0555556,0,0,0.94
multi_relation,86,6,100,0.0555556,0,0,0.94
multi_relation,87,6,100,0.0555556,0,0,0.94
multi_relation,88,6,100,0.0555556,0,0,0.94
multi_relation,89,6,100,0.0555556,0,0,0.94
multi_relation,90,6,100,0.0555556,0,0,0.94
multi_relation,91,6,100,0.0555556,0,0,0.94
multi_relation,92,6,100,0.0555556,0,0,0.94
multi_relation,93,6,100,0.0555556,0,0,0.94
multi_relation,94,6,100,0.0555556,0.0555556,0,0.94
multi_relation,95,6,100,0.0555556,0,0,0.94
multi_relation,96,6,100,0.0555556,0.0555556,0,0.94
multi_relation,97,6,100,0.0555556,0.111111,0,0.94
multi_relation,98,6,100,0.0555556,0.111111,0,0.94
multi_relation,99,6,100,0.0555556,0.111111,0,0.94
multi_relation,100,6,100,0.0555556,0.166667,0,0.94
multi_relation,101,6,100,0.0555556,0.194444,0,0.94
multi_relation,102,6,100,0.0555556,0.0833333,0,0.94
multi_relation,103,6,100,0.0555556,0.138889,0,0.94
multi_relation,104,6,100,0.0555556,0.0833333,0,0.94
multi_relation,105,6,100,0.0555556,0.138889,0,0.94
multi_relation,106,6,100,0.0555556,0.138889,0,0.94
multi_relation,107,6,100,0.0555556,0.222222,0,0.94
multi_relation,108,6,100,0.0555556,0.277778,0,0.94
multi_relation,109,6,100,0.0555556,0.194444,0,0.94
multi_relation,110,6,100,0.0555556,0.166667,0,0.94
multi_relation,111,6,100,0.0555556,0.138889,0,0.94
multi_relation,112,6,100,0.0555556,0.25,0,0.94
multi_relation,113,6,100,0.0555556,0.222222,0,0.94
multi_relation,114,6,100,0.0555556,0.166667,0,0.94
multi_relation,115,6,100,0.0555556,0.305556,0.166667,0.95
multi_relation,116,5,100,0,0.266667,0,0.95
multi_relation,117,5,100,0,0.3,0,0.95
multi_relation,118,5,100,0,0.233333,0,0.95
multi_relation,119,5,100,0,0.166667,0,0.95
multi_relation,120,5,100,0,0.233333,0,0.95
multi_relation,121,5,100,0,0.266667,0,0.95
multi_relation,122,5,100,0,0.133333,0,0.95
multi_relation,123,5,100,0,0.233333,0,0.95
multi_relation,124,5,100,0,0.233333,0,0.95
multi_relation,125,5,100,0,0.2,0,0.95
multi_relation,126,5,100,0,0.166667,0,0.95
multi_relation,127,5,100,0,0.266667,0,0.95
multi_relation,128,5,100,0,0.2,0,0.95
multi_relation,129,5,100,0,0.3,0,0.95
multi_relation,130,5,100,0,0.233333,0,0.95
multi_relation,131,5,100,0,0.2,0,0.95
multi_relation,132,5,100,0,0.133333,0,0.95
multi_relation,133,5,100,0,0.166667,0,0.95
multi_relation,134,5,100,0,0.3,0,0.95
multi_relation,135,5,100,0,0.233333,0,0.95
multi_relation,136,5,100,0,0.233333,0,0.95
multi_relation,137,5,100,0,0.2,0,0.95
multi_relation,138,5,100,0,0.133333,0,0.95
multi_relation,139,5,100,0,0.2,0,0.95
multi_relation,140,5,100,0,0.233333,0,0.95
multi_relation,141,5,100,0,0.266667,0,0.95
multi_relation,142,5,100,0,0.166667,0,0.95
multi_relation,143,5,100,0,0.2,0,0.95
multi_relation,144,5,100,0,0.266667,0,0.95
multi_relation,145,5,100,0,0.2,0,0.95
multi_relation,146,5,100,0,0.166667,0,0.95
multi_relation,147,5,100,0,0.2,0,0.95
multi_relation,148,5,100,0,0.133333,0,0.95
multi_relation,149,5,100,0,0.1,0,0.95
multi_relation,150,5,100,0,0.133333,0,0.95
multi_relation,151,5,100,0,0.133333,0,0.95
multi_relation,152,5,100,0,0.1,0,0.95
multi_relation,153,5,100,0,0.0666667,0,0.95
multi_relation,154,5,100,0,0.0666667,0,0.95
multi_relation,155,5,100,0,0.0333333,0,0.95
multi_relation,156,5,100,0,0,0,0.95
multi_relation,157,5,100,0,0,0,0.95
multi_relation,158,5,100,0,0,0,0.95
multi_relation,159,5,100,0,0,0,0.95
multi_relation,160,5,100,0,0,0,0.95
multi_relation,161,5,100,0,0,0,0.95
multi_relation,162,5,100,0,0,0,0.95
multi_relation,163,5,100,0,0,0,0.95
multi_relation,164,5,100,0,0,0,0.95
multi_relation,165,5,100,0,0,0,0.95
multi_relation,166,5,100,0,0,0,0.95
multi_relation,167,5,100,0,0,0,0.95
multi_relation,168,5,100,0,0,0,0.95
multi_relation,169,5,100,0,0,0,0.95
multi_relation,170,5,100,0,0,0,0.95
multi_relation,171,5,100,0,0,0,0.95
multi_relation,172,5,100,0,0,0,0.95
multi_relation,173,5,100,0,0,0,0.95
multi_relation,174,5,100,0,0,0,0.95
multi_relation,175,5,100,0,0,0,0.95
multi_relation,176,5,100,0,0,0,0.95
multi_relation,177,5,100,0,0,0,0.95
multi_relation,178,5,100,0,0,0,0.95
multi_relation,179,5,100,0,0,0,0.95
multi_relation,180,5,100,0,0,0,0.95
multi_relation,181,5,100,0,0,0,0.95
multi_relation,182,5,100,0,0,0,0.95
multi_relation,183,5,100,0,0,0,0.95
multi_relation,184,5,100,0,0,0,0.95
multi_relation,185,5,100,0,0,0,0.95
multi_relation,186,5,100,0,0,0,0.95
multi_relation,187,5,100,0,0,0,0.95
multi_relation,188,5,100,0,0,0,0.95
multi_relation,189,5,100,0,0,0,0.95
multi_relation,190,5,100,0,0,0,0.95
multi_relation,191,5,100,0,0,0,0.95
multi_relation,192,5,100,0,0,0,0.95
multi_relation,193,5,100,0,0,0,0.95
multi_relation,194,5,100,0,0,0,0.95
multi_relation,195,5,100,0,0,0,0.95
multi_relation,196,5,100,0.0666667,0,0,0.95
multi_relation,197,5,100,0.0666667,0,0,0.95
