seed,catastrophic,catastrophic_reasons,delta_J_nominal,ratio_J_nominal,delta_J_F0,ratio_J_F0,delta_J_OOD_mean,ratio_J_OOD_mean,delta_J_OOD_worst,ratio_J_OOD_worst,delta_collision,delta_timeout
2301,False,,26.660401043021125,1.1212500187570609,35.037220602883025,1.1757692024957873,32.999967665106084,1.1654001563560341,29.777489472548467,1.1534430133645635,-0.01,-0.48545454545454536
2302,False,,-26.899315788084635,0.7602804383663809,5.791427594190466,1.0756877492896602,17.010779782642615,1.2212003578433788,11.705946629848334,1.2518067751606516,0.0,-0.0009090909090908594
2303,False,,96.84270261297934,1.6279954527947103,108.14544493906664,2.0629880658713615,103.78257694281312,1.9460228612981731,117.39054381694643,2.3296900829528187,-0.013636363636363636,-0.33818181818181814
2304,False,,9.528221485577518,1.0421338651057197,20.545923260487598,1.0948010012776703,24.41568810468911,1.1138169501661181,38.398118289597335,1.1940161104373983,0.04,0.018181818181818188
2305,False,,61.28981913303957,1.3853691495533946,91.14138628440443,1.7072264154083776,96.78821983288691,1.7878949742485937,117.7844366116356,2.2341098191603503,-0.0018181818181818182,-0.09545454545454546
